year,material,commodity,origin_region,destination_region,flow_kt
1999,tin,concentrates,China,EU27,50.148
1999,tin,concentrates,China,RoW,3388.3849999999998
1999,tin,concentrates,EU27,China,0.699
1999,tin,concentrates,EU27,EU27,185.09699999999998
1999,tin,concentrates,EU27,RoW,6034.642
1999,tin,concentrates,RoW,China,1225.568
1999,tin,concentrates,RoW,EU27,1431.1390000000001
1999,tin,concentrates,RoW,RoW,98306.639
1999,tin,refined_metal,China,China,0.0
1999,tin,refined_metal,China,EU27,25259.78
1999,tin,refined_metal,China,RoW,46992.461
1999,tin,refined_metal,EU27,China,121.01100000000001
1999,tin,refined_metal,EU27,EU27,17487.74
1999,tin,refined_metal,EU27,RoW,16133.696
1999,tin,refined_metal,RoW,China,9919.174
1999,tin,refined_metal,RoW,EU27,32498.743000000002
1999,tin,refined_metal,RoW,RoW,183872.26
1999,tin,scrap,China,China,0.0
1999,tin,scrap,China,EU27,575.812
1999,tin,scrap,China,RoW,128.667
1999,tin,scrap,EU27,China,0.0
1999,tin,scrap,EU27,EU27,4064.73
1999,tin,scrap,EU27,RoW,1111.393
1999,tin,scrap,RoW,China,884.518
1999,tin,scrap,RoW,EU27,2136.696
1999,tin,scrap,RoW,RoW,86176.242
1999,zinc,concentrates,China,China,0.0
1999,zinc,concentrates,China,EU27,21668.9644
1999,zinc,concentrates,China,RoW,227009.33669999999
1999,zinc,concentrates,EU27,China,18.0826
1999,zinc,concentrates,EU27,EU27,1427772.4887
1999,zinc,concentrates,EU27,RoW,226107.91239999997
1999,zinc,concentrates,RoW,China,50807.676999999996
1999,zinc,concentrates,RoW,EU27,2781382.473
1999,zinc,concentrates,RoW,RoW,3545180.4079
1999,zinc,refined_metal,China,China,0.0
1999,zinc,refined_metal,China,EU27,25482.547599999998
1999,zinc,refined_metal,China,RoW,540226.7798
1999,zinc,refined_metal,EU27,China,1454.8729
1999,zinc,refined_metal,EU27,EU27,1053940.6073
1999,zinc,refined_metal,EU27,RoW,284994.0391
1999,zinc,refined_metal,RoW,China,16290.351
1999,zinc,refined_metal,RoW,EU27,367675.273
1999,zinc,refined_metal,RoW,RoW,5018045.889599999
1999,zinc,scrap,China,China,0.0
1999,zinc,scrap,China,EU27,130.54399999999998
1999,zinc,scrap,China,RoW,10617.245499999999
1999,zinc,scrap,EU27,China,13741.5075
1999,zinc,scrap,EU27,EU27,233097.22400000002
1999,zinc,scrap,EU27,RoW,101333.4585
1999,zinc,scrap,RoW,China,27086.912999999997
1999,zinc,scrap,RoW,EU27,29221.106
1999,zinc,scrap,RoW,RoW,316248.7415
2000,nickel,concentrates,China,China,0.0
2000,nickel,concentrates,China,EU27,0.15
2000,nickel,concentrates,China,RoW,222.12550000000002
2000,nickel,concentrates,EU27,China,23.4445
2000,nickel,concentrates,EU27,EU27,4250.1577
2000,nickel,concentrates,EU27,RoW,28490.679350000002
2000,nickel,concentrates,RoW,China,2358.72035
2000,nickel,concentrates,RoW,EU27,255820.09235
2000,nickel,concentrates,RoW,RoW,7831131.457749999
2000,nickel,refined_metal,China,China,0.0
2000,nickel,refined_metal,China,EU27,43.311
2000,nickel,refined_metal,China,RoW,12183.882500000002
2000,nickel,refined_metal,EU27,China,242.5485
2000,nickel,refined_metal,EU27,EU27,88564.4603
2000,nickel,refined_metal,EU27,RoW,34672.300650000005
2000,nickel,refined_metal,RoW,China,12731.751649999998
2000,nickel,refined_metal,RoW,EU27,319406.22465
2000,nickel,refined_metal,RoW,RoW,606773.08125
2000,nickel,scrap,China,China,0.0
2000,nickel,scrap,China,EU27,3.8
2000,nickel,scrap,China,RoW,1616.3960000000002
2000,nickel,scrap,EU27,China,105.92
2000,nickel,scrap,EU27,EU27,37535.988
2000,nickel,scrap,EU27,RoW,13142.329
2000,nickel,scrap,RoW,China,358.743
2000,nickel,scrap,RoW,EU27,14408.648
2000,nickel,scrap,RoW,RoW,70870.523
2000,tin,concentrates,China,China,0.0
2000,tin,concentrates,China,EU27,181.925
2000,tin,concentrates,China,RoW,2870.451
2000,tin,concentrates,EU27,China,227.305
2000,tin,concentrates,EU27,EU27,485.355
2000,tin,concentrates,EU27,RoW,15105.094000000001
2000,tin,concentrates,RoW,China,1822.4160000000002
2000,tin,concentrates,RoW,EU27,935.633
2000,tin,concentrates,RoW,RoW,64668.471000000005
2000,tin,refined_metal,China,China,0.0
2000,tin,refined_metal,China,EU27,30250.994
2000,tin,refined_metal,China,RoW,56563.447
2000,tin,refined_metal,EU27,China,194.97899999999998
2000,tin,refined_metal,EU27,EU27,16935.101
2000,tin,refined_metal,EU27,RoW,6004.848
2000,tin,refined_metal,RoW,China,11651.675000000001
2000,tin,refined_metal,RoW,EU27,31811.689
2000,tin,refined_metal,RoW,RoW,192532.584
2000,tin,scrap,China,China,0.0
2000,tin,scrap,China,EU27,60.197
2000,tin,scrap,China,RoW,1342.314
2000,tin,scrap,EU27,China,0.0
2000,tin,scrap,EU27,EU27,7211.531
2000,tin,scrap,EU27,RoW,783.236
2000,tin,scrap,RoW,China,433.76
2000,tin,scrap,RoW,EU27,2869.636
2000,tin,scrap,RoW,RoW,26022.632
2000,zinc,concentrates,China,China,0.0
2000,zinc,concentrates,China,EU27,13359.7667
2000,zinc,concentrates,China,RoW,164686.8181
2000,zinc,concentrates,EU27,China,457.4271
2000,zinc,concentrates,EU27,EU27,1462657.2483
2000,zinc,concentrates,EU27,RoW,234288.0608
2000,zinc,concentrates,RoW,China,97284.7772
2000,zinc,concentrates,RoW,EU27,2814669.6912000002
2000,zinc,concentrates,RoW,RoW,3541025.6518
2000,zinc,refined_metal,China,China,0.0
2000,zinc,refined_metal,China,EU27,65201.5033
2000,zinc,refined_metal,China,RoW,627764.9964
2000,zinc,refined_metal,EU27,China,3418.5839
2000,zinc,refined_metal,EU27,EU27,1082609.6297
2000,zinc,refined_metal,EU27,RoW,254981.0202
2000,zinc,refined_metal,RoW,China,25410.694799999997
2000,zinc,refined_metal,RoW,EU27,437667.0513
2000,zinc,refined_metal,RoW,RoW,1930871.4547
2000,zinc,scrap,China,China,0.0
2000,zinc,scrap,China,EU27,0.0
2000,zinc,scrap,China,RoW,10731.4665
2000,zinc,scrap,EU27,China,19292.386
