mode,year,material,commodity,destination_region,origin_region,share_origin_frac
constrained,2011,nickel,refined_metal,RoW,China,0.01513982723111671
constrained,2011,nickel,refined_metal,RoW,EU27,0.07683926090266568
constrained,2011,nickel,refined_metal,RoW,RoW,0.9080209118662176
constrained,2011,nickel,scrap,China,China,0.0
constrained,2011,nickel,scrap,China,EU27,0.0355080919318971
constrained,2011,nickel,scrap,China,RoW,0.9644919080681028
constrained,2011,nickel,scrap,EU27,China,1.2856901753545638e-05
constrained,2011,nickel,scrap,EU27,EU27,0.5585304970218816
constrained,2011,nickel,scrap,EU27,RoW,0.44145664607636487
constrained,2011,nickel,scrap,RoW,China,0.010822374948458115
constrained,2011,nickel,scrap,RoW,EU27,0.1791794304485813
constrained,2011,nickel,scrap,RoW,RoW,0.8099981946029605
constrained,2011,tin,concentrates,China,China,0.0
constrained,2011,tin,concentrates,China,EU27,0.00042068461939679714
constrained,2011,tin,concentrates,China,RoW,0.9995793153806032
constrained,2011,tin,concentrates,EU27,China,0.0006189328420893566
constrained,2011,tin,concentrates,EU27,EU27,0.10810861693266113
constrained,2011,tin,concentrates,EU27,RoW,0.8912724502252495
constrained,2011,tin,concentrates,RoW,China,0.011582493347012716
constrained,2011,tin,concentrates,RoW,EU27,0.02356319074415054
constrained,2011,tin,concentrates,RoW,RoW,0.9648543159088366
constrained,2011,tin,refined_metal,China,China,0.0
constrained,2011,tin,refined_metal,China,EU27,0.004259333156362883
constrained,2011,tin,refined_metal,China,RoW,0.995740666843637
constrained,2011,tin,refined_metal,EU27,China,0.04091923556383917
constrained,2011,tin,refined_metal,EU27,EU27,0.3060113328281229
constrained,2011,tin,refined_metal,EU27,RoW,0.653069431608038
constrained,2011,tin,refined_metal,RoW,China,0.07227438092445974
constrained,2011,tin,refined_metal,RoW,EU27,0.03916512228618263
constrained,2011,tin,refined_metal,RoW,RoW,0.8885604967893577
constrained,2011,tin,scrap,China,China,0.0
constrained,2011,tin,scrap,China,EU27,0.0003278383032112273
constrained,2011,tin,scrap,China,RoW,0.9996721616967889
constrained,2011,tin,scrap,EU27,China,1.064404638825812e-05
constrained,2011,tin,scrap,EU27,EU27,0.45473976974605446
constrained,2011,tin,scrap,EU27,RoW,0.5452495862075574
constrained,2011,tin,scrap,RoW,China,0.002210606957848912
constrained,2011,tin,scrap,RoW,EU27,0.003863007934068952
constrained,2011,tin,scrap,RoW,RoW,0.9939263851080821
constrained,2011,zinc,concentrates,China,China,0.0
constrained,2011,zinc,concentrates,China,EU27,0.05699219619224043
constrained,2011,zinc,concentrates,China,RoW,0.9430078038077595
constrained,2011,zinc,concentrates,EU27,China,6.1018612280578544e-05
constrained,2011,zinc,concentrates,EU27,EU27,0.3930750401807995
constrained,2011,zinc,concentrates,EU27,RoW,0.60686394120692
constrained,2011,zinc,concentrates,RoW,China,0.0012691073295151628
constrained,2011,zinc,concentrates,RoW,EU27,0.0617532134985684
constrained,2011,zinc,concentrates,RoW,RoW,0.9369776791719165
constrained,2011,zinc,refined_metal,China,China,0.0
constrained,2011,zinc,refined_metal,China,EU27,0.019228061824335153
constrained,2011,zinc,refined_metal,China,RoW,0.9807719381756649
constrained,2011,zinc,refined_metal,EU27,China,0.0011186144565038148
constrained,2011,zinc,refined_metal,EU27,EU27,0.6960585545692948
constrained,2011,zinc,refined_metal,EU27,RoW,0.3028228309742014
constrained,2011,zinc,refined_metal,RoW,China,0.015614679565095642
constrained,2011,zinc,refined_metal,RoW,EU27,0.1046856889897381
constrained,2011,zinc,refined_metal,RoW,RoW,0.8796996314451663
constrained,2011,zinc,scrap,China,China,0.0
constrained,2011,zinc,scrap,China,EU27,0.5043727355870289
constrained,2011,zinc,scrap,China,RoW,0.4956272644129711
constrained,2011,zinc,scrap,EU27,China,0.0006210077876831753
constrained,2011,zinc,scrap,EU27,EU27,0.8646347812401571
constrained,2011,zinc,scrap,EU27,RoW,0.13474421097215966
constrained,2011,zinc,scrap,RoW,China,0.007018609988044487
constrained,2011,zinc,scrap,RoW,EU27,0.20025181214471083
constrained,2011,zinc,scrap,RoW,RoW,0.7927295778672447
constrained,2012,nickel,concentrates,China,China,0.0
constrained,2012,nickel,concentrates,China,EU27,0.0005797288155711425
constrained,2012,nickel,concentrates,China,RoW,0.9994202711844289
constrained,2012,nickel,concentrates,EU27,China,9.150043661735958e-06
constrained,2012,nickel,concentrates,EU27,EU27,0.008623192419424651
constrained,2012,nickel,concentrates,EU27,RoW,0.9913676575369136
constrained,2012,nickel,concentrates,RoW,China,4.791824554019815e-05
constrained,2012,nickel,concentrates,RoW,EU27,0.0005567144150478769
constrained,2012,nickel,concentrates,RoW,RoW,0.9993953673394119
constrained,2012,nickel,refined_metal,China,China,0.0
constrained,2012,nickel,refined_metal,China,EU27,0.03377969668858621
constrained,2012,nickel,refined_metal,China,RoW,0.9662203033114138
constrained,2012,nickel,refined_metal,EU27,China,0.004508239378525945
constrained,2012,nickel,refined_metal,EU27,EU27,0.2249621300868748
constrained,2012,nickel,refined_metal,EU27,RoW,0.7705296305345993
constrained,2012,nickel,refined_metal,RoW,China,0.015614041181432604
constrained,2012,nickel,refined_metal,RoW,EU27,0.06603703831079466
constrained,2012,nickel,refined_metal,RoW,RoW,0.9183489205077727
constrained,2012,nickel,scrap,China,China,0.0
constrained,2012,nickel,scrap,China,EU27,0.035885526779699875
constrained,2012,nickel,scrap,China,RoW,0.9641144732203001
constrained,2012,nickel,scrap,EU27,China,0.00016039394626976013
constrained,2012,nickel,scrap,EU27,EU27,0.6116140096139678
constrained,2012,nickel,scrap,EU27,RoW,0.38822559643976234
constrained,2012,nickel,scrap,RoW,China,0.012311029502260661
constrained,2012,nickel,scrap,RoW,EU27,0.24207122430365025
constrained,2012,nickel,scrap,RoW,RoW,0.7456177461940892
constrained,2012,tin,concentrates,China,China,0.0
constrained,2012,tin,concentrates,China,EU27,0.0002449279731743146
constrained,2012,tin,concentrates,China,RoW,0.9997550720268257
constrained,2012,tin,concentrates,EU27,China,0.00015072796088392613
constrained,2012,tin,concentrates,EU27,EU27,0.10471263827361865
constrained,2012,tin,concentrates,EU27,RoW,0.8951366337654973
constrained,2012,tin,concentrates,RoW,China,0.0063730997545374665
constrained,2012,tin,concentrates,RoW,EU27,0.03493479242741211
constrained,2012,tin,concentrates,RoW,RoW,0.9586921078180504
constrained,2012,tin,refined_metal,China,China,0.0
constrained,2012,tin,refined_metal,China,EU27,0.0035451954650051513
constrained,2012,tin,refined_metal,China,RoW,0.9964548045349949
constrained,2012,tin,refined_metal,EU27,China,0.008995324510568966
constrained,2012,tin,refined_metal,EU27,EU27,0.2983098860005558
constrained,2012,tin,refined_metal,EU27,RoW,0.6926947894888753
constrained,2012,tin,refined_metal,RoW,China,0.020739676590998797
constrained,2012,tin,refined_metal,RoW,EU27,0.03866771562385464
constrained,2012,tin,refined_metal,RoW,RoW,0.9405926077851466
constrained,2012,tin,scrap,China,China,0.0
constrained,2012,tin,scrap,China,EU27,0.0009040235108704814
constrained,2012,tin,scrap,China,RoW,0.9990959764891295
constrained,2012,tin,scrap,EU27,China,1.6837021756977467e-05
constrained,2012,tin,scrap,EU27,EU27,0.45718135669057436
constrained,2012,tin,scrap,EU27,RoW,0.5428018062876686
constrained,2012,tin,scrap,RoW,China,0.0029245707311860904
constrained,2012,tin,scrap,RoW,EU27,0.004637367576800752
constrained,2012,tin,scrap,RoW,RoW,0.9924380616920131
constrained,2012,zinc,concentrates,China,China,0.0
constrained,2012,zinc,concentrates,China,EU27,0.052302971858274226
constrained,2012,zinc,concentrates,China,RoW,0.9476970281417257
constrained,2012,zinc,concentrates,EU27,China,7.807568437221118e-05
constrained,2012,zinc,concentrates,EU27,EU27,0.3595749500133983
constrained,2012,zinc,concentrates,EU27,RoW,0.6403469743022295
constrained,2012,zinc,concentrates,RoW,China,0.0010612388891551435
constrained,2012,zinc,concentrates,RoW,EU27,0.06205315264602272
constrained,2012,zinc,concentrates,RoW,RoW,0.9368856084648222
constrained,2012,zinc,refined_metal,China,China,0.0
constrained,2012,zinc,refined_metal,China,EU27,0.0527731446062177
constrained,2012,zinc,refined_metal,China,RoW,0.9472268553937824
constrained,2012,zinc,refined_metal,EU27,China,0.0005460192174093682
constrained,2012,zinc,refined_metal,EU27,EU27,0.6730930495223286
constrained,2012,zinc,refined_metal,EU27,RoW,0.32636093126026194
constrained,2012,zinc,refined_metal,RoW,China,0.007637151048867025
constrained,2012,zinc,refined_metal,RoW,EU27,0.10277062904143754
constrained,2012,zinc,refined_metal,RoW,RoW,0.8895922199096954
constrained,2012,zinc,scrap,China,China,0.0
constrained,2012,zinc,scrap,China,EU27,0.4700154075476473
constrained,2012,zinc,scrap,China,RoW,0.5299845924523526
constrained,2012,zinc,scrap,EU27,China,0.0005049554243634092
constrained,2012,zinc,scrap,EU27,EU27,0.8471169455587886
constrained,2012,zinc,scrap,EU27,RoW,0.15237809901684815
constrained,2012,zinc,scrap,RoW,China,0.007387767882947529
constrained,2012,zinc,scrap,RoW,EU27,0.192409961467961
constrained,2012,zinc,scrap,RoW,RoW,0.8002022706490916
constrained,2013,nickel,concentrates,China,China,0.0
constrained,2013,nickel,concentrates,China,EU27,0.0018998103058650885
constrained,2013,nickel,concentrates,China,RoW,0.9981001896941348
constrained,2013,nickel,concentrates,EU27,China,5.373660917169205e-06
constrained,2013,nickel,concentrates,EU27,EU27,0.03869169812822338
constrained,2013,nickel,concentrates,EU27,RoW,0.9613029282108594
constrained,2013,nickel,concentrates,RoW,China,2.302668842879245e-05
constrained,2013,nickel,concentrates,RoW,EU27,0.0038538790567925834
constrained,2013,nickel,concentrates,RoW,RoW,0.9961230942547786
constrained,2013,nickel,refined_metal,China,China,0.0
constrained,2013,nickel,refined_metal,China,EU27,0.0235012242874459
constrained,2013,nickel,refined_metal,China,RoW,0.9764987757125541
constrained,2013,nickel,refined_metal,EU27,China,0.006527182321909841
constrained,2013,nickel,refined_metal,EU27,EU27,0.24645932348818061
constrained,2013,nickel,refined_metal,EU27,RoW,0.7470134941899096
constrained,2013,nickel,refined_metal,RoW,China,0.015249530441866886
constrained,2013,nickel,refined_metal,RoW,EU27,0.06909225805730167
constrained,2013,nickel,refined_metal,RoW,RoW,0.9156582115008314
constrained,2013,nickel,scrap,China,China,0.0
constrained,2013,nickel,scrap,China,EU27,0.0651832751908375
constrained,2013,nickel,scrap,China,RoW,0.9348167248091626
constrained,2013,nickel,scrap,EU27,China,0.0002465410971604024
constrained,2013,nickel,scrap,EU27,EU27,0.5519308472492868
constrained,2013,nickel,scrap,EU27,RoW,0.4478226116535528
constrained,2013,nickel,scrap,RoW,China,0.01370457082237323
constrained,2013,nickel,scrap,RoW,EU27,0.17199345698305568
constrained,2013,nickel,scrap,RoW,RoW,0.8143019721945711
constrained,2013,tin,concentrates,China,China,0.0
constrained,2013,tin,concentrates,China,EU27,2.4799190026001084e-07
constrained,2013,tin,concentrates,China,RoW,0.9999997520080998
constrained,2013,tin,concentrates,EU27,China,3.0359587324156908e-05
constrained,2013,tin,concentrates,EU27,EU27,0.08362579395232707
constrained,2013,tin,concentrates,EU27,RoW,0.9163438464603488
constrained,2013,tin,concentrates,RoW,China,0.01647931314141282
constrained,2013,tin,concentrates,RoW,EU27,0.021533269659601895
constrained,2013,tin,concentrates,RoW,RoW,0.9619874171989852
constrained,2013,tin,refined_metal,China,China,0.0
constrained,2013,tin,refined_metal,China,EU27,0.00349287686547276
constrained,2013,tin,refined_metal,China,RoW,0.9965071231345272
constrained,2013,tin,refined_metal,EU27,China,0.01790950494527882
constrained,2013,tin,refined_metal,EU27,EU27,0.32358786231591324
constrained,2013,tin,refined_metal,EU27,RoW,0.6585026327388079
constrained,2013,tin,refined_metal,RoW,China,0.037017526902367405
constrained,2013,tin,refined_metal,RoW,EU27,0.034516358424731455
constrained,2013,tin,refined_metal,RoW,RoW,0.9284661146729011
constrained,2013,tin,scrap,China,China,0.0
constrained,2013,tin,scrap,China,EU27,0.008680412262928245
constrained,2013,tin,scrap,China,RoW,0.9913195877370716
constrained,2013,tin,scrap,EU27,China,3.288559458252557e-05
constrained,2013,tin,scrap,EU27,EU27,0.6144908164381041
constrained,2013,tin,scrap,EU27,RoW,0.38547629796731336
constrained,2013,tin,scrap,RoW,China,0.007441004681312317
constrained,2013,tin,scrap,RoW,EU27,0.01050241695323328
constrained,2013,tin,scrap,RoW,RoW,0.9820565783654545
constrained,2013,zinc,concentrates,China,China,0.0
constrained,2013,zinc,concentrates,China,EU27,0.07206717818123194
constrained,2013,zinc,concentrates,China,RoW,0.927932821818768
constrained,2013,zinc,concentrates,EU27,China,6.8729341090774e-05
constrained,2013,zinc,concentrates,EU27,EU27,0.3917272702691905
constrained,2013,zinc,concentrates,EU27,RoW,0.6082040003897187
constrained,2013,zinc,concentrates,RoW,China,0.0008202352333468408
constrained,2013,zinc,concentrates,RoW,EU27,0.0721762726676217
constrained,2013,zinc,concentrates,RoW,RoW,0.9270034920990314
constrained,2013,zinc,refined_metal,China,China,0.0
constrained,2013,zinc,refined_metal,China,EU27,0.14440150217918057
constrained,2013,zinc,refined_metal,China,RoW,0.8555984978208194
constrained,2013,zinc,refined_metal,EU27,China,0.0005585347293242357
constrained,2013,zinc,refined_metal,EU27,EU27,0.7181003348202722
constrained,2013,zinc,refined_metal,EU27,RoW,0.2813411304504035
constrained,2013,zinc,refined_metal,RoW,China,0.0060600767692606155
constrained,2013,zinc,refined_metal,RoW,EU27,0.11757627251715778
constrained,2013,zinc,refined_metal,RoW,RoW,0.8763636507135816
constrained,2013,zinc,scrap,China,China,0.0
constrained,2013,zinc,scrap,China,EU27,0.4372676382475314
constrained,2013,zinc,scrap,China,RoW,0.5627323617524685
constrained,2013,zinc,scrap,EU27,China,0.00028342586813406384
constrained,2013,zinc,scrap,EU27,EU27,0.8622767001311937
constrained,2013,zinc,scrap,EU27,RoW,0.1374398740006722
constrained,2013,zinc,scrap,RoW,China,0.0033523025961585706
constrained,2013,zinc,scrap,RoW,EU27,0.18579311238565993
constrained,2013,zinc,scrap,RoW,RoW,0.8108545850181815
constrained,2014,nickel,concentrates,China,China,0.0
constrained,2014,nickel,concentrates,China,EU27,0.003047975958081577
constrained,2014,nickel,concentrates,China,RoW,0.9969520240419185
constrained,2014,nickel,concentrates,EU27,China,2.2086517391864573e-05
constrained,2014,nickel,concentrates,EU27,EU27,0.021697360166359654
constrained,2014,nickel,concentrates,EU27,RoW,0.9782805533162485
constrained,2014,nickel,concentrates,RoW,China,6.519355333726778e-05
constrained,2014,nickel,concentrates,RoW,EU27,0.004819318452516213
constrained,2014,nickel,concentrates,RoW,RoW,0.9951154879941465
constrained,2014,nickel,refined_metal,China,China,0.0
constrained,2014,nickel,refined_metal,China,EU27,0.0188203009095024
constrained,2014,nickel,refined_metal,China,RoW,0.9811796990904977
constrained,2014,nickel,refined_metal,EU27,China,0.014639766359070203
constrained,2014,nickel,refined_metal,EU27,EU27,0.2462537546837758
constrained,2014,nickel,refined_metal,EU27,RoW,0.739106478957154
constrained,2014,nickel,refined_metal,RoW,China,0.028797881712535216
constrained,2014,nickel,refined_metal,RoW,EU27,0.06531911397749746
constrained,2014,nickel,refined_metal,RoW,RoW,0.9058830043099673
constrained,2014,nickel,scrap,China,China,0.0
constrained,2014,nickel,scrap,China,EU27,0.021554717760674427
constrained,2014,nickel,scrap,China,RoW,0.9784452822393256
constrained,2014,nickel,scrap,EU27,China,0.0006269245464684759
constrained,2014,nickel,scrap,EU27,EU27,0.640675895479402
constrained,2014,nickel,scrap,EU27,RoW,0.35869717997412953
constrained,2014,nickel,scrap,RoW,China,0.011950792660883922
constrained,2014,nickel,scrap,RoW,EU27,0.20542406621811615
constrained,2014,nickel,scrap,RoW,RoW,0.7826251411209999
constrained,2014,tin,concentrates,China,China,0.0
constrained,2014,tin,concentrates,China,EU27,2.6199951867042244e-07
constrained,2014,tin,concentrates,China,RoW,0.9999997380004813
constrained,2014,tin,concentrates,EU27,China,0.000398979570360288
constrained,2014,tin,concentrates,EU27,EU27,0.1336786188097856
constrained,2014,tin,concentrates,EU27,RoW,0.8659224016198541
constrained,2014,tin,concentrates,RoW,China,0.024015032937181477
constrained,2014,tin,concentrates,RoW,EU27,0.02365636995781353
constrained,2014,tin,concentrates,RoW,RoW,0.952328597105005
constrained,2014,tin,refined_metal,China,China,0.0
constrained,2014,tin,refined_metal,China,EU27,0.005109706866345852
constrained,2014,tin,refined_metal,China,RoW,0.9948902931336542
constrained,2014,tin,refined_metal,EU27,China,0.026115425071799505
constrained,2014,tin,refined_metal,EU27,EU27,0.36264505992171653
constrained,2014,tin,refined_metal,EU27,RoW,0.611239515006484
constrained,2014,tin,refined_metal,RoW,China,0.06420748336824429
constrained,2014,tin,refined_metal,RoW,EU27,0.030800093445567143
constrained,2014,tin,refined_metal,RoW,RoW,0.9049924231861886
constrained,2014,tin,scrap,China,China,0.0
constrained,2014,tin,scrap,China,EU27,0.011230764692728032
constrained,2014,tin,scrap,China,RoW,0.988769235307272
constrained,2014,tin,scrap,EU27,China,0.00044961901598961144
constrained,2014,tin,scrap,EU27,EU27,0.6051848197897636
constrained,2014,tin,scrap,EU27,RoW,0.3943655611942469
constrained,2014,tin,scrap,RoW,China,0.007068556752102787
constrained,2014,tin,scrap,RoW,EU27,0.004475668462178547
constrained,2014,tin,scrap,RoW,RoW,0.9884557747857188
constrained,2014,zinc,concentrates,China,China,0.0
constrained,2014,zinc,concentrates,China,EU27,0.07307502727688045
constrained,2014,zinc,concentrates,China,RoW,0.9269249727231196
constrained,2014,zinc,concentrates,EU27,China,0.00011500699080687603
constrained,2014,zinc,concentrates,EU27,EU27,0.38539728238081356
constrained,2014,zinc,concentrates,EU27,RoW,0.6144877106283795
constrained,2014,zinc,concentrates,RoW,China,0.0018028254337670712
constrained,2014,zinc,concentrates,RoW,EU27,0.06098006345208345
constrained,2014,zinc,concentrates,RoW,RoW,0.9372171111141494
constrained,2014,zinc,refined_metal,China,China,0.0
constrained,2014,zinc,refined_metal,China,EU27,0.1674142498066901
constrained,2014,zinc,refined_metal,China,RoW,0.8325857501933099
constrained,2014,zinc,refined_metal,EU27,China,0.0011464598705363718
constrained,2014,zinc,refined_metal,EU27,EU27,0.7469784906716532
constrained,2014,zinc,refined_metal,EU27,RoW,0.2518750494578104
constrained,2014,zinc,refined_metal,RoW,China,0.016746818880325073
constrained,2014,zinc,refined_metal,RoW,EU27,0.10160287465275647
constrained,2014,zinc,refined_metal,RoW,RoW,0.8816503064669184
constrained,2014,zinc,scrap,China,China,0.0
constrained,2014,zinc,scrap,China,EU27,0.40010397211981746
constrained,2014,zinc,scrap,China,RoW,0.5998960278801826
constrained,2014,zinc,scrap,EU27,China,0.0001191681713995055
constrained,2014,zinc,scrap,EU27,EU27,0.8744195050791278
constrained,2014,zinc,scrap,EU27,RoW,0.12546132674947283
constrained,2014,zinc,scrap,RoW,China,0.0014039613579005746
constrained,2014,zinc,scrap,RoW,EU27,0.20289269328796444
constrained,2014,zinc,scrap,RoW,RoW,0.795703345354135
constrained,2015,nickel,concentrates,China,China,0.0
constrained,2015,nickel,concentrates,China,EU27,0.005206848000450584
constrained,2015,nickel,concentrates,China,RoW,0.9947931519995494
constrained,2015,nickel,concentrates,EU27,China,5.348469367595077e-05
constrained,2015,nickel,concentrates,EU27,EU27,0.008812737537468618
constrained,2015,nickel,concentrates,EU27,RoW,0.9911337777688554
constrained,2015,nickel,concentrates,RoW,China,0.0002140360935879694
constrained,2015,nickel,concentrates,RoW,EU27,0.005191332395627343
constrained,2015,nickel,concentrates,RoW,RoW,0.9945946315107846
constrained,2015,nickel,refined_metal,China,China,0.0
constrained,2015,nickel,refined_metal,China,EU27,0.011498753940107324
constrained,2015,nickel,refined_metal,China,RoW,0.9885012460598926
constrained,2015,nickel,refined_metal,EU27,China,0.024671753672568648
constrained,2015,nickel,refined_metal,EU27,EU27,0.27568680744189417
constrained,2015,nickel,refined_metal,EU27,RoW,0.6996414388855371
constrained,2015,nickel,refined_metal,RoW,China,0.02851247497876043
constrained,2015,nickel,refined_metal,RoW,EU27,0.061002766586944375
constrained,2015,nickel,refined_metal,RoW,RoW,0.9104847584342951
constrained,2015,nickel,scrap,China,China,0.0
constrained,2015,nickel,scrap,China,EU27,0.0880051128183468
constrained,2015,nickel,scrap,China,RoW,0.9119948871816532
constrained,2015,nickel,scrap,EU27,China,0.00106442532752911
constrained,2015,nickel,scrap,EU27,EU27,0.7089879564250039
constrained,2015,nickel,scrap,EU27,RoW,0.28994761824746695
constrained,2015,nickel,scrap,RoW,China,0.02126290760100496
constrained,2015,nickel,scrap,RoW,EU27,0.18042087106669527
constrained,2015,nickel,scrap,RoW,RoW,0.7983162213322997
constrained,2015,tin,concentrates,China,China,0.0
constrained,2015,tin,concentrates,China,EU27,4.1882963364732613e-07
constrained,2015,tin,concentrates,China,RoW,0.9999995811703664
constrained,2015,tin,concentrates,EU27,China,0.0012533920058884322
constrained,2015,tin,concentrates,EU27,EU27,0.38261765180803503
constrained,2015,tin,concentrates,EU27,RoW,0.6161289561860765
constrained,2015,tin,concentrates,RoW,China,0.06172989516469224
constrained,2015,tin,concentrates,RoW,EU27,0.02384164434850943
constrained,2015,tin,concentrates,RoW,RoW,0.9144284604867983
constrained,2015,tin,refined_metal,China,China,0.0
constrained,2015,tin,refined_metal,China,EU27,0.007894195632319849
constrained,2015,tin,refined_metal,China,RoW,0.9921058043676801
constrained,2015,tin,refined_metal,EU27,China,0.014949205592730844
constrained,2015,tin,refined_metal,EU27,EU27,0.37118437025439566
constrained,2015,tin,refined_metal,EU27,RoW,0.6138664241528734
constrained,2015,tin,refined_metal,RoW,China,0.038908151020297696
constrained,2015,tin,refined_metal,RoW,EU27,0.033919519779105074
constrained,2015,tin,refined_metal,RoW,RoW,0.9271723292005972
constrained,2015,tin,scrap,China,China,0.0
constrained,2015,tin,scrap,China,EU27,0.042885809104345106
constrained,2015,tin,scrap,China,RoW,0.9571141908956549
constrained,2015,tin,scrap,EU27,China,0.005669113088213767
constrained,2015,tin,scrap,EU27,EU27,0.6550491733778742
constrained,2015,tin,scrap,EU27,RoW,0.33928171353391207
constrained,2015,tin,scrap,RoW,China,0.003206624495876997
constrained,2015,tin,scrap,RoW,EU27,0.024517930226828456
constrained,2015,tin,scrap,RoW,RoW,0.9722754452772946
constrained,2015,zinc,concentrates,China,China,0.0
constrained,2015,zinc,concentrates,China,EU27,0.09069510800444952
constrained,2015,zinc,concentrates,China,RoW,0.9093048919955504
constrained,2015,zinc,concentrates,EU27,China,0.00016167246935642923
constrained,2015,zinc,concentrates,EU27,EU27,0.3925762497678604
constrained,2015,zinc,concentrates,EU27,RoW,0.6072620777627833
constrained,2015,zinc,concentrates,RoW,China,0.0022636121060596454
constrained,2015,zinc,concentrates,RoW,EU27,0.05753945421412325
constrained,2015,zinc,concentrates,RoW,RoW,0.9401969336798172
constrained,2015,zinc,refined_metal,China,China,0.0
constrained,2015,zinc,refined_metal,China,EU27,0.1473894289940241
constrained,2015,zinc,refined_metal,China,RoW,0.8526105710059758
constrained,2015,zinc,refined_metal,EU27,China,0.0009744062668882835
constrained,2015,zinc,refined_metal,EU27,EU27,0.7606846263361636
constrained,2015,zinc,refined_metal,EU27,RoW,0.23834096739694802
constrained,2015,zinc,refined_metal,RoW,China,0.012699642150063202
constrained,2015,zinc,refined_metal,RoW,EU27,0.10584184274783845
constrained,2015,zinc,refined_metal,RoW,RoW,0.8814585151020984
constrained,2015,zinc,scrap,China,China,0.0
constrained,2015,zinc,scrap,China,EU27,0.3470950296024248
constrained,2015,zinc,scrap,China,RoW,0.6529049703975752
constrained,2015,zinc,scrap,EU27,China,0.00023030654749034085
constrained,2015,zinc,scrap,EU27,EU27,0.8277819583994799
constrained,2015,zinc,scrap,EU27,RoW,0.17198773505302972
constrained,2015,zinc,scrap,RoW,China,0.0022756725567199933
constrained,2015,zinc,scrap,RoW,EU27,0.2238690388567204
constrained,2015,zinc,scrap,RoW,RoW,0.7738552885865596
constrained,2016,nickel,concentrates,China,China,0.0
constrained,2016,nickel,concentrates,China,EU27,0.00467930928129407
constrained,2016,nickel,concentrates,China,RoW,0.9953206907187059
constrained,2016,nickel,concentrates,EU27,China,0.00018740693034689112
constrained,2016,nickel,concentrates,EU27,EU27,0.009785403208865371
constrained,2016,nickel,concentrates,EU27,RoW,0.9900271898607876
constrained,2016,nickel,concentrates,RoW,China,0.00038074605929707816
constrained,2016,nickel,concentrates,RoW,EU27,0.0036660511268274453
constrained,2016,nickel,concentrates,RoW,RoW,0.9959532028138754
constrained,2016,nickel,refined_metal,China,China,0.0
constrained,2016,nickel,refined_metal,China,EU27,0.016872498534588026
constrained,2016,nickel,refined_metal,China,RoW,0.983127501465412
constrained,2016,nickel,refined_metal,EU27,China,0.011250702605791281
constrained,2016,nickel,refined_metal,EU27,EU27,0.2551616896113785
constrained,2016,nickel,refined_metal,EU27,RoW,0.7335876077828303
constrained,2016,nickel,refined_metal,RoW,China,0.009139175954500258
constrained,2016,nickel,refined_metal,RoW,EU27,0.061749891845519066
constrained,2016,nickel,refined_metal,RoW,RoW,0.9291109321999806
constrained,2016,nickel,scrap,China,China,0.0
constrained,2016,nickel,scrap,China,EU27,0.001945823244881941
constrained,2016,nickel,scrap,China,RoW,0.998054176755118
constrained,2016,nickel,scrap,EU27,China,0.0022106187861367682
constrained,2016,nickel,scrap,EU27,EU27,0.6662251846498308
constrained,2016,nickel,scrap,EU27,RoW,0.33156419656403235
constrained,2016,nickel,scrap,RoW,China,0.019857730913572662
constrained,2016,nickel,scrap,RoW,EU27,0.15616333852025982
constrained,2016,nickel,scrap,RoW,RoW,0.8239789305661676
constrained,2016,tin,concentrates,China,China,0.0
constrained,2016,tin,concentrates,China,EU27,5.284579699345393e-07
constrained,2016,tin,concentrates,China,RoW,0.9999994715420301
constrained,2016,tin,concentrates,EU27,China,0.00045997652573186084
constrained,2016,tin,concentrates,EU27,EU27,0.4691008913054688
constrained,2016,tin,concentrates,EU27,RoW,0.5304391321687995
constrained,2016,tin,concentrates,RoW,China,0.00860664039553874
constrained,2016,tin,concentrates,RoW,EU27,0.017774990377085877
constrained,2016,tin,concentrates,RoW,RoW,0.9736183692273753
constrained,2016,tin,refined_metal,China,China,0.0
constrained,2016,tin,refined_metal,China,EU27,0.009300761659826
constrained,2016,tin,refined_metal,China,RoW,0.9906992383401739
constrained,2016,tin,refined_metal,EU27,China,0.022312432424420537
constrained,2016,tin,refined_metal,EU27,EU27,0.40295753360045194
constrained,2016,tin,refined_metal,EU27,RoW,0.5747300339751277
constrained,2016,tin,refined_metal,RoW,China,0.052572921954963915
constrained,2016,tin,refined_metal,RoW,EU27,0.03922897956067589
constrained,2016,tin,refined_metal,RoW,RoW,0.9081980984843602
constrained,2016,tin,scrap,China,China,0.0
constrained,2016,tin,scrap,China,EU27,0.0
constrained,2016,tin,scrap,China,RoW,1.0
constrained,2016,tin,scrap,EU27,China,0.018011864746110117
constrained,2016,tin,scrap,EU27,EU27,0.6566434915871785
constrained,2016,tin,scrap,EU27,RoW,0.3253446436667113
constrained,2016,tin,scrap,RoW,China,0.01013956871441969
constrained,2016,tin,scrap,RoW,EU27,0.013872363188080982
constrained,2016,tin,scrap,RoW,RoW,0.9759880680974994
constrained,2016,zinc,concentrates,China,China,0.0
constrained,2016,zinc,concentrates,China,EU27,0.05484203449591728
constrained,2016,zinc,concentrates,China,RoW,0.9451579655040827
constrained,2016,zinc,concentrates,EU27,China,6.625156481115425e-05
constrained,2016,zinc,concentrates,EU27,EU27,0.4057162285381808
constrained,2016,zinc,concentrates,EU27,RoW,0.594217519897008
constrained,2016,zinc,concentrates,RoW,China,0.0009239778172029226
constrained,2016,zinc,concentrates,RoW,EU27,0.06608280255980632
