year,material,commodity,region,supply_avail_kt,import_need_kt,export_cap_raw_kt,exportable_kt
2007,nickel,refined_metal,RoW,1175597.1046,693797.49595,1158557.14375,1158557.14375
2007,nickel,scrap,China,911.7289999999999,4102.5869999999995,911.7289999999999,911.7289999999999
2007,nickel,scrap,EU27,48325.107,68708.777,39334.106,39334.106
2007,nickel,scrap,RoW,96484.489,72909.961,99494.619,96484.489
2007,tin,concentrates,China,1733.674,20235.869000000002,1733.674,1733.674
2007,tin,concentrates,EU27,1361.448,3737.4480000000003,2731.9750000000004,1361.448
2007,tin,concentrates,RoW,73166.212,52288.017,50273.267,50273.267
2007,tin,refined_metal,China,34314.031,18286.875,49503.06,34314.031
2007,tin,refined_metal,EU27,46231.892,94306.9,32253.14,32253.14
2007,tin,refined_metal,RoW,293935.641,261887.789,373495.243,293935.641
2007,tin,scrap,China,171.65,22885.92,171.65,171.65
2007,tin,scrap,EU27,7714.724,12391.342,8744.880000000001,7714.724
2007,tin,scrap,RoW,99313.655,71922.767,85904.303,85904.303
2007,zinc,concentrates,China,5707.2756,2433652.2865,7720.5361,5707.2756
2007,zinc,concentrates,EU27,2427534.9645000002,4985304.0081,2464650.7583,2427534.9645000002
2007,zinc,concentrates,RoW,9593982.7927,4608268.7382,8018313.7994,8018313.7994
2007,zinc,refined_metal,China,345989.6999,165617.941,533207.8975000001,345989.6999
2007,zinc,refined_metal,EU27,1743344.7319999998,2323761.3964,1743344.7319999998,1743344.7319999998
2007,zinc,refined_metal,RoW,3172330.6628,2772285.7573,3172330.6628,3172330.6628
2007,zinc,scrap,China,2091.5255,124046.9765,2091.5255,2091.5255
2007,zinc,scrap,EU27,396561.59750000003,326022.80650000006,455260.16300000006,396561.59750000003
2007,zinc,scrap,RoW,381880.30350000004,330463.6435,501846.82699999993,381880.30350000004
2008,nickel,concentrates,China,4966.792549999999,11930178.202949999,594.41895,594.41895
2008,nickel,concentrates,EU27,129543.55309999999,785153.5806999999,129543.55309999999,129543.55309999999
2008,nickel,concentrates,RoW,22538361.800399996,9957540.362399999,22538361.800399996,22538361.800399996
2008,nickel,refined_metal,China,8712.43145,143821.18505,11826.06155,8712.43145
2008,nickel,refined_metal,EU27,157253.2469,544799.0813000001,157253.2469,157253.2469
2008,nickel,refined_metal,RoW,1203461.0046,680806.4166,1175597.1046,1175597.1046
2008,nickel,scrap,China,975.191,4038.5400000000004,975.191,975.191
2008,nickel,scrap,EU27,40132.958,52679.94,40132.958,40132.958
2008,nickel,scrap,RoW,87231.75700000001,71621.426,96484.489,87231.75700000001
2008,tin,concentrates,China,0.903,8001.379,1733.674,0.903
2008,tin,concentrates,EU27,6190.994000000001,6451.974,3193.312,3193.312
2008,tin,concentrates,RoW,54460.284,46198.828,54460.284,54460.284
2008,tin,refined_metal,China,137631.19700000001,15352.753999999999,50662.172,50662.172
2008,tin,refined_metal,EU27,32436.905,83747.696,32436.905,32436.905
2008,tin,refined_metal,RoW,291506.112,362473.76399999997,373495.243,291506.112
2008,tin,scrap,China,139.382,10472.195,171.65,139.382
2008,tin,scrap,EU27,7055.219999999999,14980.403999999999,8744.880000000001,7055.219999999999
2008,tin,scrap,RoW,91287.43,73029.43299999999,91287.43,91287.43
2008,zinc,concentrates,China,3194.4969,2389412.3445,7215.7763,3194.4969
2008,zinc,concentrates,EU27,2526968.35,4609906.643200001,2502561.3727,2502561.3727
2008,zinc,concentrates,RoW,9154333.2646,4685177.1238,9154333.2646,9154333.2646
2008,zinc,refined_metal,China,68894.4641,214645.87750000003,382431.1972,68894.4641
2008,zinc,refined_metal,EU27,1545288.0425000002,1843221.4148,1743344.7319999998,1545288.0425000002
2008,zinc,refined_metal,RoW,3216563.1734,2772878.3877000003,3216563.1734,3216563.1734
2008,zinc,scrap,China,1221.365,106979.97700000001,1983.156,1221.365
2008,zinc,scrap,EU27,301423.1855,241187.811,455260.16300000006,301423.1855
2008,zinc,scrap,RoW,286500.43700000003,240977.1995,501846.82699999993,286500.43700000003
2009,nickel,concentrates,China,4337.21155,15979635.82925,4337.21155,4337.21155
2009,nickel,concentrates,EU27,269540.9408,752685.4881000001,144190.20265,144190.20265
2009,nickel,concentrates,RoW,26015988.079549998,9557544.91455,25425832.0864,25425832.0864
2009,nickel,refined_metal,China,12374.368450000002,235193.29275000002,12374.368450000002,12374.368450000002
2009,nickel,refined_metal,EU27,117310.55720000001,416873.7809,157253.2469,117310.55720000001
2009,nickel,refined_metal,RoW,1121791.07445,599408.9264499999,1175597.1046,1121791.07445
2009,nickel,scrap,China,1234.9709999999998,3191.3400000000006,1234.9709999999998,1234.9709999999998
2009,nickel,scrap,EU27,41132.535,40415.355,41132.535,41132.535
2009,nickel,scrap,RoW,56950.28,55711.091,96484.489,56950.28
2009,tin,concentrates,China,12.965,14006.402,1733.674,12.965
2009,tin,concentrates,EU27,1777.396,2694.473,3193.312,1777.396
2009,tin,concentrates,RoW,62905.618,47995.104,62905.618,62905.618
2009,tin,refined_metal,China,6375.279,24654.448,34314.031,6375.279
2009,tin,refined_metal,EU27,26755.822999999997,55113.231999999996,32436.905,26755.822999999997
2009,tin,refined_metal,RoW,282758.46,236121.882,373495.243,282758.46
2009,tin,scrap,China,2035.326,12775.542,431.756,431.756
2009,tin,scrap,EU27,6637.409,9317.629,7714.724,6637.409
2009,tin,scrap,RoW,162227.48,148807.04400000002,99313.655,99313.655
2009,zinc,concentrates,China,1776.7109,3938256.7422,6197.0103,1776.7109
2009,zinc,concentrates,EU27,2294583.9889,3430380.2202000003,2502561.3727,2294583.9889
2009,zinc,concentrates,RoW,8993143.1643,3920866.9017000003,9154333.2646,8993143.1643
2009,zinc,refined_metal,China,36446.2171,740007.9398000002,345989.6999,36446.2171
2009,zinc,refined_metal,EU27,1423545.0456,1585193.0423000003,1743344.7319999998,1423545.0456
2009,zinc,refined_metal,RoW,3534050.7422,2668841.0228,3534050.7422,3534050.7422
2009,zinc,scrap,China,756.809,88580.268,1983.156,756.809
2009,zinc,scrap,EU27,329852.75249999994,253866.58049999998,455260.16300000006,329852.75249999994
2009,zinc,scrap,RoW,287663.5205,275826.2335,501846.82699999993,287663.5205
2010,nickel,concentrates,China,64.76165,25899602.7222,4337.21155,64.76165
2010,nickel,concentrates,EU27,144186.24474999998,1110461.3697,144190.20265,144186.24474999998
2010,nickel,concentrates,RoW,39804038.33255,12938225.24705,26015988.079549998,26015988.079549998
2010,nickel,refined_metal,China,13745.855349999998,204006.3178,12374.368450000002,12374.368450000002
2010,nickel,refined_metal,EU27,139155.38425,498416.2263,157253.2469,139155.38425
2010,nickel,refined_metal,RoW,1232258.54645,682737.2419499999,1203461.0046,1203461.0046
2010,nickel,scrap,China,907.854,11527.952000000001,1234.9709999999998,907.854
2010,nickel,scrap,EU27,55702.799,65145.922999999995,48325.107,48325.107
2010,nickel,scrap,RoW,89027.687,68964.465,96484.489,89027.687
2010,tin,concentrates,China,59.388000000000005,18698.534,1733.674,59.388000000000005
2010,tin,concentrates,EU27,2521.2419999999997,2501.473,2731.9750000000004,2521.2419999999997
2010,tin,concentrates,RoW,69766.077,51146.700000000004,69766.077,69766.077
2010,tin,refined_metal,China,12012.381000000001,18507.229,34314.031,12012.381000000001
2010,tin,refined_metal,EU27,31233.386,75768.62,32436.905,31233.386
2010,tin,refined_metal,RoW,295132.553,244102.47100000002,295132.553,295132.553
2010,tin,scrap,China,349.7,4883.026,431.756,349.7
2010,tin,scrap,EU27,7867.271,17734.174,7867.271,7867.271
2010,tin,scrap,RoW,154478.21099999998,140077.982,154478.21099999998,154478.21099999998
2010,zinc,concentrates,China,3016.5708000000004,3412480.8858,5707.2756,3016.5708000000004
2010,zinc,concentrates,EU27,2067462.0251999998,4245624.3411,2464650.7583,2067462.0251999998
2010,zinc,concentrates,RoW,9604030.8869,4016404.256,9593982.7927,9593982.7927
2010,zinc,refined_metal,China,51311.2322,458237.5217,345989.6999,51311.2322
2010,zinc,refined_metal,EU27,1701172.8718,2202036.1594000002,1743344.7319999998,1701172.8718
2010,zinc,refined_metal,RoW,3659794.9041,2752005.327,3659794.9041,3659794.9041
2010,zinc,scrap,China,1970.764,104049.4895,1983.156,1970.764
2010,zinc,scrap,EU27,344041.567,262982.85949999996,396561.59750000003,344041.567
2010,zinc,scrap,RoW,283501.164,262481.146,381880.30350000004,283501.164
2011,nickel,concentrates,China,832.4236999999999,50294271.11025,4337.21155,832.4236999999999
2011,nickel,concentrates,EU27,76072.84294999999,1092990.7604,144186.24474999998,76072.84294999999
2011,nickel,concentrates,RoW,63228950.396850005,11918593.792849999,39804038.33255,39804038.33255
2011,nickel,refined_metal,China,12468.5283,199195.32575,12468.5283,12468.5283
2011,nickel,refined_metal,EU27,151708.09405,396159.9506,157253.2469,151708.09405
2011,nickel,refined_metal,RoW,1196961.6361500002,765782.98215,1203461.0046,1196961.6361500002
2011,nickel,scrap,China,785.341,2782.764,975.191,785.341
2011,nickel,scrap,EU27,39703.93,47647.984,48325.107,39703.93
2011,nickel,scrap,RoW,82451.291,72509.814,89027.687,82451.291
2011,tin,concentrates,China,573.719,32392.975000000002,573.719,573.719
2011,tin,concentrates,EU27,1601.7409999999998,7190.398,2521.2419999999997,1601.7409999999998
2011,tin,concentrates,RoW,78753.05799999999,41345.145,73166.212,73166.212
2011,tin,refined_metal,China,21323.563000000002,22590.577,34314.031,21323.563000000002
2011,tin,refined_metal,EU27,33044.009999999995,89167.591,33044.009999999995,33044.009999999995
2011,tin,refined_metal,RoW,317278.497,259887.902,295132.553,295132.553
2011,tin,scrap,China,335.249,2841.4610000000002,349.7,335.249
2011,tin,scrap,EU27,14848.812,25663.881999999998,7867.271,7867.271
2011,tin,scrap,RoW,165948.58800000002,152627.306,162227.48,162227.48
2011,zinc,concentrates,China,9584.2765,2926336.3151000002,5707.2756,5707.2756
2011,zinc,concentrates,EU27,1931133.5468,3796152.3798,2427534.9645000002,1931133.5468
2011,zinc,concentrates,RoW,9147051.803100001,4365280.9315,9593982.7927,9147051.803100001
2011,zinc,refined_metal,China,46924.9455,534785.4309,68894.4641,46924.9455
2011,zinc,refined_metal,EU27,1736544.7517000004,2058453.4537000002,1736544.7517000004,1736544.7517000004
2011,zinc,refined_metal,RoW,3800570.7414,2990801.5540000005,3659794.9041,3659794.9041
2011,zinc,scrap,China,1913.193,104799.719,1970.764,1913.193
2011,zinc,scrap,EU27,352675.7125,296486.0565,352675.7125,352675.7125
2011,zinc,scrap,RoW,293719.50549999997,247022.6355,293719.50549999997,293719.50549999997
2012,nickel,concentrates,China,700.4128999999999,66822660.62220001,4337.21155,700.4128999999999
2012,nickel,concentrates,EU27,43766.4867,920493.42455,144186.24474999998,43766.4867
2012,nickel,concentrates,RoW,81554171.10515001,13855483.958,63228950.396850005,63228950.396850005
2012,nickel,refined_metal,China,14320.8481,241011.64979999998,13745.855349999998,13745.855349999998
2012,nickel,refined_metal,EU27,153092.5703,394592.65845,153092.5703,153092.5703
2012,nickel,refined_metal,RoW,1231403.16585,763212.276,1231403.16585,1231403.16585
2012,nickel,scrap,China,1133.651,1806.3680000000002,1133.651,1133.651
2012,nickel,scrap,EU27,52298.083,49210.009,52298.083,52298.083
2012,nickel,scrap,RoW,89798.73999999999,92214.09700000001,89027.687,89027.687
2012,tin,concentrates,China,255.635,27791.134000000002,255.635,255.635
2012,tin,concentrates,EU27,1846.3229999999999,4233.13,2521.2419999999997,1846.3229999999999
2012,tin,concentrates,RoW,66531.826,36609.52,69766.077,66531.826
2012,tin,refined_metal,China,5984.805,30398.189000000002,21323.563000000002,5984.805
2012,tin,refined_metal,EU27,36210.992,77435.37,33044.009999999995,33044.009999999995
2012,tin,refined_metal,RoW,335652.99100000004,270015.229,317278.497,317278.497
2012,tin,scrap,China,382.548,1750.946,382.548,382.548
2012,tin,scrap,EU27,9098.723,19056.862999999998,9098.723,9098.723
2012,tin,scrap,RoW,142024.452,130697.91399999999,162227.48,142024.452
2012,zinc,concentrates,China,5351.466100000001,2213108.0543,5351.466100000001,5351.466100000001
2012,zinc,concentrates,EU27,1893441.3765000002,4088119.5908,2294583.9889,1893441.3765000002
2012,zinc,concentrates,RoW,9268951.0479,4866516.2454,9268951.0479,9268951.0479
2012,zinc,refined_metal,China,23160.9559,859540.4056999999,51311.2322,23160.9559
2012,zinc,refined_metal,EU27,1707632.9595,2049629.7977,1707632.9595,1707632.9595
2012,zinc,refined_metal,RoW,4309727.787599999,3131351.4996,3800570.7414,3800570.7414
2012,zinc,scrap,China,2164.3849999999998,95763.164,1970.764,1970.764
2012,zinc,scrap,EU27,348226.024,303429.2305,348226.024,348226.024
2012,zinc,scrap,RoW,294918.1065,246116.12099999998,293719.50549999997,293719.50549999997
2013,nickel,concentrates,China,345.67405,85863648.37474999,832.4236999999999,345.67405
2013,nickel,concentrates,EU27,225584.62055,1256835.276,225584.62055,225584.62055
2013,nickel,concentrates,RoW,106385470.89565,19490917.5395,81554171.10515001,81554171.10515001
2013,nickel,refined_metal,China,30858.868949999996,309631.61324999994,14320.8481,14320.8481
2013,nickel,refined_metal,EU27,155643.04845,380369.965,153092.5703,153092.5703
2013,nickel,refined_metal,RoW,1358599.76935,855100.1085,1232258.54645,1232258.54645
2013,nickel,scrap,China,1110.401,1271.5179999999998,1133.651,1110.401
2013,nickel,scrap,EU27,36820.756,41546.513999999996,52298.083,36820.756
2013,nickel,scrap,RoW,85163.601,80276.726,89027.687,85163.601
2013,tin,concentrates,China,898.711,6797.572,573.719,573.719
2013,tin,concentrates,EU27,925.274,1800.9089999999999,1846.3229999999999,925.274
2013,tin,concentrates,RoW,45426.561,38652.065,69766.077,45426.561
2013,tin,refined_metal,China,10934.363,17077.539,12012.381000000001,10934.363
2013,tin,refined_metal,EU27,40158.693,91099.577,36210.992,36210.992
2013,tin,refined_metal,RoW,311552.287,254468.227,317278.497,311552.287
2013,tin,scrap,China,775.8580000000001,172.049,775.8580000000001,775.8580000000001
2013,tin,scrap,EU27,11939.664999999999,17647.010000000002,11939.664999999999,11939.664999999999
2013,tin,scrap,RoW,109293.454,104189.91799999999,162227.48,109293.454
2013,zinc,concentrates,China,4163.873600000001,2227192.5620999997,5351.466100000001,4163.873600000001
2013,zinc,concentrates,EU27,2021331.4612000003,3874786.5437000003,2067462.0251999998,2021331.4612000003
2013,zinc,concentrates,RoW,8828245.114,4751761.342999999,9268951.0479,8828245.114
2013,zinc,refined_metal,China,18564.5124,732822.7259,46924.9455,18564.5124
2013,zinc,refined_metal,EU27,1838258.9653,1807677.0942999998,1736544.7517000004,1736544.7517000004
2013,zinc,refined_metal,RoW,3627036.8095,2943360.467,3800570.7414,3627036.8095
2013,zinc,scrap,China,917.4449999999999,91903.207,1970.764,917.4449999999999
2013,zinc,scrap,EU27,410716.07050000003,369448.375,352675.7125,352675.7125
2013,zinc,scrap,RoW,319984.0075,270265.941,294918.1065,294918.1065
2014,nickel,concentrates,China,2692.16745,45793469.99135,832.4236999999999,832.4236999999999
2014,nickel,concentrates,EU27,246687.19155000005,1635033.94495,225584.62055,225584.62055
2014,nickel,concentrates,RoW,59552013.5984,12372889.0211,81554171.10515001,59552013.5984
2014,nickel,refined_metal,China,57380.75055,324308.89164999995,30858.868949999996,30858.868949999996
2014,nickel,refined_metal,EU27,168731.27245,369342.15005,155643.04845,155643.04845
2014,nickel,refined_metal,RoW,1525842.8786,1058303.8599,1358599.76935,1358599.76935
2014,nickel,scrap,China,1838.823,1263.86,1133.651,1133.651
2014,nickel,scrap,EU27,47915.763,45089.748999999996,52298.083,47915.763
2014,nickel,scrap,RoW,94495.993,97896.97,89798.73999999999,89798.73999999999
2014,tin,concentrates,China,2350.946,2904468.4129999997,898.711,898.711
2014,tin,concentrates,EU27,1259.7440000000001,2810.045,1846.3229999999999,1259.7440000000001
2014,tin,concentrates,RoW,2951528.741,47860.973,78753.05799999999,78753.05799999999
2014,tin,refined_metal,China,17892.202,14069.676,17892.202,17892.202
2014,tin,refined_metal,EU27,37424.534,85503.994,37424.534,37424.534
2014,tin,refined_metal,RoW,289501.94800000003,245245.01400000002,317278.497,289501.94800000003
2014,tin,scrap,China,2281.884,683.985,775.8580000000001,775.8580000000001
2014,tin,scrap,EU27,10312.687000000002,14454.492,11939.664999999999,10312.687000000002
2014,tin,scrap,RoW,114006.78,111462.874,154478.21099999998,114006.78
2014,zinc,concentrates,China,16251.892699999999,2392217.4897,9584.2765,9584.2765
2014,zinc,concentrates,EU27,2117282.6159,4119092.6332,2067462.0251999998,2067462.0251999998
2014,zinc,concentrates,RoW,9446718.79,5068943.1757000005,9446718.79,9446718.79
2014,zinc,refined_metal,China,101312.38979999999,583460.5403,51311.2322,51311.2322
2014,zinc,refined_metal,EU27,1976620.6520999998,1987522.5573,1838258.9653,1838258.9653
2014,zinc,refined_metal,RoW,3557001.427,3063951.3712999998,3800570.7414,3557001.427
2014,zinc,scrap,China,418.7835,126907.74100000001,1970.764,418.7835
2014,zinc,scrap,EU27,486913.701,423877.7175,410716.07050000003,410716.07050000003
2014,zinc,scrap,RoW,369491.91,306038.936,319984.0075,319984.0075
2015,nickel,concentrates,China,9713.355,31728514.236799996,2692.16745,2692.16745
2015,nickel,concentrates,EU27,240986.66404999996,1438357.4195,240986.66404999996,240986.66404999996
2015,nickel,concentrates,RoW,45162465.43525,12246293.798,81554171.10515001,45162465.43525
2015,nickel,refined_metal,China,37327.549,528430.9781999999,37327.549,37327.549
2015,nickel,refined_metal,EU27,183372.07994999998,400536.5465,168731.27245,168731.27245
2015,nickel,refined_metal,RoW,1821355.74375,1113087.848,1525842.8786,1525842.8786
2015,nickel,scrap,China,1732.261,1890.655,1732.261,1732.261
2015,nickel,scrap,EU27,44816.155,42904.091,47915.763,44816.155
2015,nickel,scrap,RoW,77129.131,78882.801,89798.73999999999,77129.131
2015,tin,concentrates,China,3165.46,5412.864,2350.946,2350.946
2015,tin,concentrates,EU27,2390.785,3749.0820000000003,1846.3229999999999,1846.3229999999999
2015,tin,concentrates,RoW,47699.051,44093.35,78753.05799999999,47699.051
2015,tin,refined_metal,China,9299.942000000001,11860.52,17892.202,9299.942000000001
2015,tin,refined_metal,EU27,41319.666,90389.93,40158.693,40158.693
2015,tin,refined_metal,RoW,256370.45999999996,204739.618,317278.497,256370.45999999996
2015,tin,scrap,China,263.173,331.167,775.8580000000001,263.173
2015,tin,scrap,EU27,6565.152,7386.471,11939.664999999999,6565.152
2015,tin,scrap,RoW,69838.25,68948.93699999999,142024.452,69838.25
2015,zinc,concentrates,China,11830.8561,3266766.5946,11830.8561,11830.8561
2015,zinc,concentrates,EU27,1964003.0017,3616376.097,2021331.4612000003,1964003.0017
2015,zinc,concentrates,RoW,9843899.4766,4936590.6428000005,9446718.79,9446718.79
2015,zinc,refined_metal,China,41811.74740000001,703038.5509,46924.9455,41811.74740000001
2015,zinc,refined_metal,EU27,1868788.0523,1882634.8455,1868788.0523,1868788.0523
2015,zinc,refined_metal,RoW,3822014.5224,3146940.9257,3822014.5224,3822014.5224
2015,zinc,scrap,China,719.3154999999999,107084.83649999999,1913.193,719.3154999999999
2015,zinc,scrap,EU27,523872.76900000003,507671.3565,486913.701,486913.701
2015,zinc,scrap,RoW,358615.462,268451.35349999997,358615.462,358615.462
2016,nickel,concentrates,China,5791.54685,13153214.17,5791.54685,5791.54685
2016,nickel,concentrates,EU27,121763.00420000002,557649.41095,240986.66404999996,121763.00420000002
2016,nickel,concentrates,RoW,28519877.2407,14936568.2108,81554171.10515001,28519877.2407
2016,nickel,refined_metal,China,12815.17115,465605.247,37327.549,12815.17115
2016,nickel,refined_metal,EU27,168230.1108,411907.32805,168731.27245,168230.1108
2016,nickel,refined_metal,RoW,1591261.2393,894793.9462,1591261.2393,1591261.2393
2016,nickel,scrap,China,2335.2120000000004,2667.9370000000004,1838.823,1838.823
2016,nickel,scrap,EU27,42891.69900000001,43811.717000000004,47915.763,42891.69900000001
2016,nickel,scrap,RoW,88946.17499999999,87693.432,89798.73999999999,88946.17499999999
2016,tin,concentrates,China,385.63599999999997,1499.183,2350.946,385.63599999999997
2016,tin,concentrates,EU27,2062.6780000000003,2704.7580000000003,2062.6780000000003,2062.6780000000003
2016,tin,concentrates,RoW,46626.058,44870.431,66531.826,46626.058
2016,tin,refined_metal,China,11341.907,12038.183,11341.907,11341.907
2016,tin,refined_metal,EU27,40858.302,83575.272,40858.302,40858.302
2016,tin,refined_metal,RoW,223343.141,179929.89500000002,311552.287,223343.141
2016,tin,scrap,China,790.885,855.042,790.885,790.885
2016,tin,scrap,EU27,6850.720000000001,9127.644,10312.687000000002,6850.720000000001
2016,tin,scrap,RoW,63882.365,61541.284,114006.78,63882.365
2016,zinc,concentrates,China,5030.894300000001,1996919.7424999997,11830.8561,5030.894300000001
2016,zinc,concentrates,EU27,1824821.037,3380477.4580000006,2021331.4612000003,1824821.037
2016,zinc,concentrates,RoW,8749977.9349,5202432.6657,9446718.79,8749977.9349
2016,zinc,refined_metal,China,30798.1262,494542.9945,41811.74740000001,30798.1262
2016,zinc,refined_metal,EU27,1715081.3555,1892353.7925,1868788.0523,1715081.3555
2016,zinc,refined_metal,RoW,3942633.5921,3301616.2868,3942633.5921,3942633.5921
2016,zinc,scrap,China,5419.879500000001,71678.803,2164.3849999999998,2164.3849999999998
2016,zinc,scrap,EU27,586726.3455,541849.6755,523872.76900000003,523872.76900000003
2016,zinc,scrap,RoW,359418.018,338035.7645,359418.018,359418.018
2017,nickel,concentrates,China,583.30355,38609719.31275,5791.54685,583.30355
2017,nickel,concentrates,EU27,76675.61434999999,623708.2861,240986.66404999996,76675.61434999999
2017,nickel,concentrates,RoW,49583056.052499995,10426887.37155,59552013.5984,49583056.052499995
2017,nickel,refined_metal,China,19940.55345,536935.53225,37327.549,19940.55345
2017,nickel,refined_metal,EU27,196250.93465,425034.8389,183372.07994999998,183372.07994999998
2017,nickel,refined_metal,RoW,1530794.8385,785015.9554499999,1591261.2393,1530794.8385
2017,nickel,scrap,China,3205.831,2315.613,2335.2120000000004,2335.2120000000004
2017,nickel,scrap,EU27,41892.297,37334.114,44816.155,41892.297
2017,nickel,scrap,RoW,90321.01999999999,95769.421,90321.01999999999,90321.01999999999
2017,tin,concentrates,China,485.119,3813.8259999999996,2350.946,485.119
2017,tin,concentrates,EU27,3104.2709999999997,2952.533,2390.785,2390.785
2017,tin,concentrates,RoW,58034.206000000006,54857.237,58034.206000000006,58034.206000000006
2017,tin,refined_metal,China,14547.174,5076.688,14547.174,14547.174
2017,tin,refined_metal,EU27,42286.737,92143.06099999999,41319.666,41319.666
2017,tin,refined_metal,RoW,223601.789,183215.951,289501.94800000003,223601.789
2017,tin,scrap,China,1130.4490000000003,305.624,1130.4490000000003,1130.4490000000003
2017,tin,scrap,EU27,7978.106,9217.836,10312.687000000002,7978.106
2017,tin,scrap,RoW,82012.822,81597.917,109293.454,82012.822
2017,zinc,concentrates,China,24338.118100000003,2379982.4542,16251.892699999999,16251.892699999999
2017,zinc,concentrates,EU27,1830631.2114,3402011.2517999997,2021331.4612000003,1830631.2114
2017,zinc,concentrates,RoW,9307267.556499999,5380243.18,9446718.79,9307267.556499999
2017,zinc,refined_metal,China,62287.4114,744321.4453,62287.4114,62287.4114
2017,zinc,refined_metal,EU27,1909780.2385999998,1864320.6562,1909780.2385999998,1909780.2385999998
2017,zinc,refined_metal,RoW,4115844.1475,3479269.6960000005,3942633.5921,3942633.5921
2017,zinc,scrap,China,52797.468499999995,62669.6845,5419.879500000001,5419.879500000001
2017,zinc,scrap,EU27,588886.426,516187.56700000004,586726.3455,586726.3455
2017,zinc,scrap,RoW,461195.35199999996,524021.995,369491.91,369491.91
2018,nickel,concentrates,China,405.12579999999997,46336632.6632,5791.54685,405.12579999999997
2018,nickel,concentrates,EU27,95774.3107,405919.8535,240986.66404999996,95774.3107
2018,nickel,concentrates,RoW,56284042.217199996,9637669.137,56284042.217199996,56284042.217199996
2018,nickel,refined_metal,China,7807.6482000000005,339540.6468,37327.549,7807.6482000000005
2018,nickel,refined_metal,EU27,202251.11430000002,485528.5985,196250.93465,196250.93465
2018,nickel,refined_metal,RoW,1385032.0308,770021.548,1591261.2393,1385032.0308
2018,nickel,scrap,China,4437.853,1343.627,3205.831,3205.831
2018,nickel,scrap,EU27,41326.773,47480.389,44816.155,41326.773
2018,nickel,scrap,RoW,108753.24300000002,105693.853,94495.993,94495.993
2018,tin,concentrates,China,98.36699999999999,5964.753,2350.946,98.36699999999999
2018,tin,concentrates,EU27,1636.536,1689.9120000000003,2390.785,1636.536
2018,tin,concentrates,RoW,63136.350000000006,57216.588,63136.350000000006,63136.350000000006
2018,tin,refined_metal,China,16116.578,5104.121999999999,16116.578,16116.578
2018,tin,refined_metal,EU27,39936.279,88346.033,41319.666,39936.279
2018,tin,refined_metal,RoW,223481.31199999998,186084.014,256370.45999999996,223481.31199999998
2018,tin,scrap,China,3169.7070000000003,7395.974,2281.884,2281.884
2018,tin,scrap,EU27,6452.865,6984.467,7978.106,6452.865
2018,tin,scrap,RoW,99681.081,94923.21200000001,99681.081,99681.081
2018,zinc,concentrates,China,5918.4119,3111104.6985,16251.892699999999,5918.4119
2018,zinc,concentrates,EU27,2034723.3272,3825940.063,2034723.3272,2034723.3272
2018,zinc,concentrates,RoW,10578995.0286,5682592.0062,9843899.4766,9843899.4766
2018,zinc,refined_metal,China,27025.0841,700371.0595,62287.4114,27025.0841
2018,zinc,refined_metal,EU27,1776749.8828,1757070.267,1909780.2385999998,1776749.8828
2018,zinc,refined_metal,RoW,3978767.6859,3325101.3263,3978767.6859,3978767.6859
2018,zinc,scrap,China,744.195,50689.416,5419.879500000001,744.195
2018,zinc,scrap,EU27,520140.92600000004,469923.98400000005,586726.3455,520140.92600000004
2018,zinc,scrap,RoW,381978.6625,382250.3835,381978.6625,381978.6625
2019,nickel,concentrates,China,2194.52115,60713817.9939,5791.54685,2194.52115
2019,nickel,concentrates,EU27,20316.324849999997,961584.7200000001,121763.00420000002,20316.324849999997
2019,nickel,concentrates,RoW,71824468.2478,10171576.379900001,56284042.217199996,56284042.217199996
2019,nickel,refined_metal,China,13168.47985,448139.9901,19940.55345,13168.47985
2019,nickel,refined_metal,EU27,185766.75615000003,404496.879,196250.93465,185766.75615000003
2019,nickel,refined_metal,RoW,1440821.9922,787120.3591,1591261.2393,1440821.9922
2019,nickel,scrap,China,4947.751,2609.114,4437.853,4437.853
2019,nickel,scrap,EU27,38944.759,39269.115,42891.69900000001,38944.759
2019,nickel,scrap,RoW,130012.729,132027.01,108753.24300000002,108753.24300000002
2019,tin,concentrates,China,1509.752,12316.562,1509.752,1509.752
2019,tin,concentrates,EU27,1260.728,1493.75,2390.785,1260.728
2019,tin,concentrates,RoW,74748.081,63708.249,63136.350000000006,63136.350000000006
2019,tin,refined_metal,China,16303.46,5267.094,16116.578,16116.578
2019,tin,refined_metal,EU27,40881.189,86453.883,41319.666,40881.189
2019,tin,refined_metal,RoW,214915.38400000002,180379.05599999998,223601.789,214915.38400000002
2019,tin,scrap,China,619.239,736.653,1130.4490000000003,619.239
2019,tin,scrap,EU27,6897.036999999999,7751.94,6897.036999999999,6897.036999999999
2019,tin,scrap,RoW,62962.384,61990.066999999995,82012.822,62962.384
2019,zinc,concentrates,China,57234.7094,3334734.9827,24338.118100000003,24338.118100000003
2019,zinc,concentrates,EU27,2167856.8526,3607937.727,2034723.3272,2034723.3272
2019,zinc,concentrates,RoW,10224754.7641,5507173.6164,10224754.7641,10224754.7641
2019,zinc,refined_metal,China,48483.4991,777022.0853,48483.4991,48483.4991
2019,zinc,refined_metal,EU27,1972644.5499,1802524.7595000002,1909780.2385999998,1909780.2385999998
2019,zinc,refined_metal,RoW,3929450.3354,3371031.5396,3978767.6859,3929450.3354
