year,material,commodity,origin_region,destination_region,flow_kt
2000,tin,concentrates,RoW,RoW,65476.728494425086
2000,tin,refined_metal,China,China,0.0
2000,tin,refined_metal,China,EU27,25165.009973789613
2000,tin,refined_metal,China,RoW,47087.2310262104
2000,tin,refined_metal,EU27,China,112.66841113712304
2000,tin,refined_metal,EU27,EU27,15857.36105064778
2000,tin,refined_metal,EU27,RoW,7164.898538215097
2000,tin,refined_metal,RoW,China,10565.753306228004
2000,tin,refined_metal,RoW,EU27,36235.32519349444
2000,tin,refined_metal,RoW,RoW,189194.86950027756
2000,tin,scrap,China,China,0.0
2000,tin,scrap,China,EU27,375.7625337058626
2000,tin,scrap,China,RoW,328.7164662941375
2000,tin,scrap,EU27,China,0.0
2000,tin,scrap,EU27,EU27,4835.527628807298
2000,tin,scrap,EU27,RoW,889.850371192702
2000,tin,scrap,RoW,China,433.76
2000,tin,scrap,RoW,EU27,2587.6846958798037
2000,tin,scrap,RoW,RoW,26304.5833041202
2000,zinc,concentrates,China,China,0.0
2000,zinc,concentrates,China,EU27,19248.076056889124
2000,zinc,concentrates,China,RoW,158798.5087431109
2000,zinc,concentrates,EU27,China,172.96618356876428
2000,zinc,concentrates,EU27,EU27,1450676.6264969653
2000,zinc,concentrates,EU27,RoW,246553.14351946602
2000,zinc,concentrates,RoW,China,70893.13634962378
2000,zinc,concentrates,RoW,EU27,2820762.003646145
2000,zinc,concentrates,RoW,RoW,3485715.4179042317
2000,zinc,refined_metal,China,China,0.0
2000,zinc,refined_metal,China,EU27,53809.35125924765
2000,zinc,refined_metal,China,RoW,585592.6648407524
2000,zinc,refined_metal,EU27,China,1963.3356763547492
2000,zinc,refined_metal,EU27,EU27,1054885.6535044687
2000,zinc,refined_metal,EU27,RoW,284160.24461917626
2000,zinc,refined_metal,RoW,China,16520.281429487062
2000,zinc,refined_metal,RoW,EU27,433564.3575304415
2000,zinc,refined_metal,RoW,RoW,1943864.561840071
2000,zinc,scrap,China,China,0.0
2000,zinc,scrap,China,EU27,166.85928839822753
2000,zinc,scrap,China,RoW,9916.243685102527
2000,zinc,scrap,EU27,China,13874.144136124612
2000,zinc,scrap,EU27,EU27,226017.53622229357
2000,zinc,scrap,EU27,RoW,82303.71813721179
2000,zinc,scrap,RoW,China,40528.86055708232
2000,zinc,scrap,RoW,EU27,31651.798989308194
2000,zinc,scrap,RoW,RoW,184752.9231776857
2001,nickel,concentrates,China,China,0.0
2001,nickel,concentrates,China,EU27,25.059028395880123
2001,nickel,concentrates,China,RoW,257.8793985541291
2001,nickel,concentrates,EU27,China,153.45542994453578
2001,nickel,concentrates,EU27,EU27,5504.669820835709
2001,nickel,concentrates,EU27,RoW,37505.30687624416
2001,nickel,concentrates,RoW,China,3648.2265543105655
2001,nickel,concentrates,RoW,EU27,308791.8133007685
