variant,block,key,year,value,material,region,before
r79_recovery_loops_high,strategy,new_scrap_to_secondary_share,2100,1.0,,China,
r79_recovery_loops_high,strategy,new_scrap_to_secondary_share,2020,0.85,,EU27,
r79_recovery_loops_high,strategy,new_scrap_to_secondary_share,2025,0.895,,EU27,
r79_recovery_loops_high,strategy,new_scrap_to_secondary_share,2035,0.955,,EU27,
r79_recovery_loops_high,strategy,new_scrap_to_secondary_share,2050,1.0,,EU27,
r79_recovery_loops_high,strategy,new_scrap_to_secondary_share,2100,1.0,,EU27,
r79_recovery_loops_high,strategy,new_scrap_to_secondary_share,2020,0.85,,RoW,
r79_recovery_loops_high,strategy,new_scrap_to_secondary_share,2025,0.889,,RoW,
r79_recovery_loops_high,strategy,new_scrap_to_secondary_share,2035,0.941,,RoW,
r79_recovery_loops_high,strategy,new_scrap_to_secondary_share,2050,0.98,,RoW,
r79_recovery_loops_high,strategy,new_scrap_to_secondary_share,2100,0.98,,RoW,
r79_recovery_loops_high,strategy,recycling_rate,2025,0.66706,,,
r79_recovery_loops_high,strategy,recycling_rate,2035,0.78874,,,
r79_recovery_loops_high,strategy,recycling_rate,2050,0.88,,,
r79_recovery_loops_high,strategy,recycling_rate,2100,0.88,,,
r79_recovery_loops_high,strategy,recycling_rate,2025,0.67306,,China,
r79_recovery_loops_high,strategy,recycling_rate,2035,0.80274,,China,
r79_recovery_loops_high,strategy,recycling_rate,2050,0.9,,China,
r79_recovery_loops_high,strategy,recycling_rate,2100,0.9,,China,
r79_recovery_loops_high,strategy,recycling_rate,2025,0.67306,,EU27,
r79_recovery_loops_high,strategy,recycling_rate,2035,0.80274,,EU27,
r79_recovery_loops_high,strategy,recycling_rate,2050,0.9,,EU27,
r79_recovery_loops_high,strategy,recycling_rate,2100,0.9,,EU27,
r79_recovery_loops_high,strategy,recycling_rate,2025,0.65506,,RoW,
r79_recovery_loops_high,strategy,recycling_rate,2035,0.76074,,RoW,
r79_recovery_loops_high,strategy,recycling_rate,2050,0.84,,RoW,
r79_recovery_loops_high,strategy,recycling_rate,2100,0.84,,RoW,
r79_recovery_loops_high,strategy,recycling_yield,2020,0.8812045184007978,,,
r79_recovery_loops_high,strategy,recycling_yield,2025,0.9048431628805584,,,
r79_recovery_loops_high,strategy,recycling_yield,2035,0.9363613555202394,,,
r79_recovery_loops_high,strategy,recycling_yield,2050,0.96,,,
r79_recovery_loops_high,strategy,recycling_yield,2100,0.96,,,
r79_recovery_loops_high,strategy,recycling_yield,2020,0.8812045184007978,,China,
r79_recovery_loops_high,strategy,recycling_yield,2025,0.9048431628805584,,China,
r79_recovery_loops_high,strategy,recycling_yield,2035,0.9363613555202394,,China,
r79_recovery_loops_high,strategy,recycling_yield,2050,0.96,,China,
r79_recovery_loops_high,strategy,recycling_yield,2100,0.96,,China,
r79_recovery_loops_high,strategy,recycling_yield,2020,0.8812045184007978,,EU27,
r79_recovery_loops_high,strategy,recycling_yield,2025,0.9078431628805584,,EU27,
r79_recovery_loops_high,strategy,recycling_yield,2035,0.9433613555202394,,EU27,
r79_recovery_loops_high,strategy,recycling_yield,2050,0.97,,EU27,
r79_recovery_loops_high,strategy,recycling_yield,2100,0.97,,EU27,
r79_recovery_loops_high,strategy,recycling_yield,2020,0.8812045184007978,,RoW,
r79_recovery_loops_high,strategy,recycling_yield,2025,0.9018431628805584,,RoW,
r79_recovery_loops_high,strategy,recycling_yield,2035,0.9293613555202394,,RoW,
r79_recovery_loops_high,strategy,recycling_yield,2050,0.95,,RoW,
r79_recovery_loops_high,strategy,recycling_yield,2100,0.95,,RoW,
r79_recovery_loops_high,strategy,remanufacturing_rate,2025,0.026000000000000002,,,
r79_recovery_loops_high,strategy,remanufacturing_rate,2035,0.034,,,
r79_recovery_loops_high,strategy,remanufacturing_rate,2050,0.04,,,
r79_recovery_loops_high,strategy,remanufacturing_rate,2100,0.04,,,
r79_recovery_loops_high,strategy,remanufacturing_rate,2025,0.0245,,China,
r79_recovery_loops_high,strategy,remanufacturing_rate,2035,0.0305,,China,
r79_recovery_loops_high,strategy,remanufacturing_rate,2050,0.035,,China,
r79_recovery_loops_high,strategy,remanufacturing_rate,2100,0.035,,China,
r79_recovery_loops_high,strategy,remanufacturing_rate,2025,0.0245,,EU27,
r79_recovery_loops_high,strategy,remanufacturing_rate,2035,0.0305,,EU27,
r79_recovery_loops_high,strategy,remanufacturing_rate,2050,0.035,,EU27,
r79_recovery_loops_high,strategy,remanufacturing_rate,2100,0.035,,EU27,
r79_recovery_loops_high,strategy,remanufacturing_rate,2025,0.0245,,RoW,
r79_recovery_loops_high,strategy,remanufacturing_rate,2035,0.0305,,RoW,
r79_recovery_loops_high,strategy,remanufacturing_rate,2050,0.035,,RoW,
r79_recovery_loops_high,strategy,remanufacturing_rate,2100,0.035,,RoW,
r79_recovery_loops_low,mfa_parameters,collection_rate,2020,0.9008874995045274,,,
r79_recovery_loops_low,mfa_parameters,collection_rate,2025,0.9126212496531692,,,
r79_recovery_loops_low,mfa_parameters,collection_rate,2035,0.9282662498513582,,,
r79_recovery_loops_low,mfa_parameters,collection_rate,2050,0.94,,,
r79_recovery_loops_low,mfa_parameters,collection_rate,2100,0.94,,,
r79_recovery_loops_low,mfa_parameters,collection_rate,2020,0.9008874995045274,,China,
r79_recovery_loops_low,mfa_parameters,collection_rate,2025,0.9126212496531692,,China,
r79_recovery_loops_low,mfa_parameters,collection_rate,2035,0.9282662498513582,,China,
r79_recovery_loops_low,mfa_parameters,collection_rate,2050,0.94,,China,
r79_recovery_loops_low,mfa_parameters,collection_rate,2100,0.94,,China,
r79_recovery_loops_low,mfa_parameters,collection_rate,2020,0.9008874995045274,,EU27,
r79_recovery_loops_low,mfa_parameters,collection_rate,2025,0.9156212496531692,,EU27,
r79_recovery_loops_low,mfa_parameters,collection_rate,2035,0.9352662498513582,,EU27,
r79_recovery_loops_low,mfa_parameters,collection_rate,2050,0.95,,EU27,
r79_recovery_loops_low,mfa_parameters,collection_rate,2100,0.95,,EU27,
r79_recovery_loops_low,mfa_parameters,collection_rate,2020,0.9008874995045274,,RoW,
r79_recovery_loops_low,mfa_parameters,collection_rate,2025,0.9096212496531692,,RoW,
r79_recovery_loops_low,mfa_parameters,collection_rate,2035,0.9212662498513583,,RoW,
r79_recovery_loops_low,mfa_parameters,collection_rate,2050,0.93,,RoW,
r79_recovery_loops_low,mfa_parameters,collection_rate,2100,0.93,,RoW,
r79_recovery_loops_low,mfa_parameters,sorting_yield,2020,0.99,,China,
r79_recovery_loops_low,mfa_parameters,sorting_yield,2025,0.9915,,China,
r79_recovery_loops_low,mfa_parameters,sorting_yield,2035,0.9934999999999999,,China,
r79_recovery_loops_low,mfa_parameters,sorting_yield,2050,0.995,,China,
r79_recovery_loops_low,mfa_parameters,sorting_yield,2100,0.995,,China,
r79_recovery_loops_low,mfa_parameters,sorting_yield,2020,0.99,,EU27,
r79_recovery_loops_low,mfa_parameters,sorting_yield,2025,0.9915,,EU27,
r79_recovery_loops_low,mfa_parameters,sorting_yield,2035,0.9934999999999999,,EU27,
r79_recovery_loops_low,mfa_parameters,sorting_yield,2050,0.995,,EU27,
r79_recovery_loops_low,mfa_parameters,sorting_yield,2100,0.995,,EU27,
r79_recovery_loops_low,mfa_parameters,sorting_yield,2020,0.8606659655124623,,RoW,
r79_recovery_loops_low,mfa_parameters,sorting_yield,2025,0.8874661758587237,,RoW,
r79_recovery_loops_low,mfa_parameters,sorting_yield,2035,0.9231997896537387,,RoW,
r79_recovery_loops_low,mfa_parameters,sorting_yield,2050,0.95,,RoW,
r79_recovery_loops_low,mfa_parameters,sorting_yield,2100,0.95,,RoW,
r79_recovery_loops_low,sd_parameters,bottleneck_collection_sensitivity,2020,0.08,,,
r79_recovery_loops_low,sd_parameters,bottleneck_collection_sensitivity,2025,0.08600000000000001,,,
r79_recovery_loops_low,sd_parameters,bottleneck_collection_sensitivity,2035,0.094,,,
r79_recovery_loops_low,sd_parameters,bottleneck_collection_sensitivity,2050,0.1,,,
r79_recovery_loops_low,sd_parameters,bottleneck_collection_sensitivity,2100,0.1,,,
r79_recovery_loops_low,sd_parameters,collection_price_response_gain,2020,0.22,,,
r79_recovery_loops_low,sd_parameters,collection_price_response_gain,2025,0.226,,,
r79_recovery_loops_low,sd_parameters,collection_price_response_gain,2035,0.23399999999999999,,,
r79_recovery_loops_low,sd_parameters,collection_price_response_gain,2050,0.24,,,
r79_recovery_loops_low,sd_parameters,collection_price_response_gain,2100,0.24,,,
r79_recovery_loops_low,strategy,disposal_rate,2025,0.35794,,,
r79_recovery_loops_low,strategy,disposal_rate,2035,0.29626,,,
r79_recovery_loops_low,strategy,disposal_rate,2050,0.25,,,
r79_recovery_loops_low,strategy,disposal_rate,2100,0.25,,,
r79_recovery_loops_low,strategy,disposal_rate,2025,0.34744,,China,
r79_recovery_loops_low,strategy,disposal_rate,2035,0.27176,,China,
r79_recovery_loops_low,strategy,disposal_rate,2050,0.215,,China,
r79_recovery_loops_low,strategy,disposal_rate,2100,0.215,,China,
r79_recovery_loops_low,strategy,disposal_rate,2025,0.35344,,EU27,
r79_recovery_loops_low,strategy,disposal_rate,2035,0.28576,,EU27,
r79_recovery_loops_low,strategy,disposal_rate,2050,0.235,,EU27,
r79_recovery_loops_low,strategy,disposal_rate,2100,0.235,,EU27,
r79_recovery_loops_low,strategy,disposal_rate,2025,0.37144,,RoW,
r79_recovery_loops_low,strategy,disposal_rate,2035,0.32776,,RoW,
r79_recovery_loops_low,strategy,disposal_rate,2050,0.295,,RoW,
r79_recovery_loops_low,strategy,disposal_rate,2100,0.295,,RoW,
r79_recovery_loops_low,strategy,new_scrap_to_secondary_share,2020,0.85,,,
r79_recovery_loops_low,strategy,new_scrap_to_secondary_share,2025,0.871,,,
r79_recovery_loops_low,strategy,new_scrap_to_secondary_share,2035,0.899,,,
r79_recovery_loops_low,strategy,new_scrap_to_secondary_share,2050,0.92,,,
r79_recovery_loops_low,strategy,new_scrap_to_secondary_share,2100,0.92,,,
r79_recovery_loops_low,strategy,new_scrap_to_secondary_share,2020,0.85,,China,
r79_recovery_loops_low,strategy,new_scrap_to_secondary_share,2025,0.871,,China,
r79_recovery_loops_low,strategy,new_scrap_to_secondary_share,2035,0.899,,China,
r79_recovery_loops_low,strategy,new_scrap_to_secondary_share,2050,0.92,,China,
r79_recovery_loops_low,strategy,new_scrap_to_secondary_share,2100,0.92,,China,
r79_recovery_loops_low,strategy,new_scrap_to_secondary_share,2020,0.85,,EU27,
r79_recovery_loops_low,strategy,new_scrap_to_secondary_share,2025,0.877,,EU27,
r79_recovery_loops_low,strategy,new_scrap_to_secondary_share,2035,0.9129999999999999,,EU27,
r79_recovery_loops_low,strategy,new_scrap_to_secondary_share,2050,0.94,,EU27,
r79_recovery_loops_low,strategy,new_scrap_to_secondary_share,2100,0.94,,EU27,
r79_recovery_loops_low,strategy,new_scrap_to_secondary_share,2020,0.85,,RoW,
r79_recovery_loops_low,strategy,new_scrap_to_secondary_share,2025,0.865,,RoW,
r79_recovery_loops_low,strategy,new_scrap_to_secondary_share,2035,0.885,,RoW,
r79_recovery_loops_low,strategy,new_scrap_to_secondary_share,2050,0.9,,RoW,
r79_recovery_loops_low,strategy,new_scrap_to_secondary_share,2100,0.9,,RoW,
r79_recovery_loops_low,strategy,recycling_rate,2025,0.6190599999999999,,,
r79_recovery_loops_low,strategy,recycling_rate,2035,0.67674,,,
r79_recovery_loops_low,strategy,recycling_rate,2050,0.72,,,
r79_recovery_loops_low,strategy,recycling_rate,2100,0.72,,,
r79_recovery_loops_low,strategy,recycling_rate,2025,0.63106,,China,
r79_recovery_loops_low,strategy,recycling_rate,2035,0.70474,,China,
r79_recovery_loops_low,strategy,recycling_rate,2050,0.76,,China,
r79_recovery_loops_low,strategy,recycling_rate,2100,0.76,,China,
r79_recovery_loops_low,strategy,recycling_rate,2025,0.62506,,EU27,
r79_recovery_loops_low,strategy,recycling_rate,2035,0.69074,,EU27,
r79_recovery_loops_low,strategy,recycling_rate,2050,0.74,,EU27,
r79_recovery_loops_low,strategy,recycling_rate,2100,0.74,,EU27,
r79_recovery_loops_low,strategy,recycling_rate,2025,0.60706,,RoW,
r79_recovery_loops_low,strategy,recycling_rate,2035,0.64874,,RoW,
r79_recovery_loops_low,strategy,recycling_rate,2050,0.68,,RoW,
r79_recovery_loops_low,strategy,recycling_rate,2100,0.68,,RoW,
r79_recovery_loops_low,strategy,recycling_yield,2020,0.8812045184007978,,,
r79_recovery_loops_low,strategy,recycling_yield,2025,0.8868431628805585,,,
r79_recovery_loops_low,strategy,recycling_yield,2035,0.8943613555202393,,,
r79_recovery_loops_low,strategy,recycling_yield,2050,0.9,,,
r79_recovery_loops_low,strategy,recycling_yield,2100,0.9,,,
r79_recovery_loops_low,strategy,recycling_yield,2020,0.8812045184007978,,China,
r79_recovery_loops_low,strategy,recycling_yield,2025,0.8868431628805585,,China,
r79_recovery_loops_low,strategy,recycling_yield,2035,0.8943613555202393,,China,
r79_recovery_loops_low,strategy,recycling_yield,2050,0.9,,China,
r79_recovery_loops_low,strategy,recycling_yield,2100,0.9,,China,
r79_recovery_loops_low,strategy,recycling_yield,2020,0.8812045184007978,,EU27,
r79_recovery_loops_low,strategy,recycling_yield,2025,0.8898431628805585,,EU27,
r79_recovery_loops_low,strategy,recycling_yield,2035,0.9013613555202393,,EU27,
r79_recovery_loops_low,strategy,recycling_yield,2050,0.91,,EU27,
r79_recovery_loops_low,strategy,recycling_yield,2100,0.91,,EU27,
r79_recovery_loops_low,strategy,recycling_yield,2020,0.8812045184007978,,RoW,
r79_recovery_loops_low,strategy,recycling_yield,2025,0.8838431628805585,,RoW,
r79_recovery_loops_low,strategy,recycling_yield,2035,0.8873613555202393,,RoW,
r79_recovery_loops_low,strategy,recycling_yield,2050,0.89,,RoW,
r79_recovery_loops_low,strategy,recycling_yield,2100,0.89,,RoW,
r79_recovery_loops_low,strategy,remanufacturing_rate,2025,0.023,,,
r79_recovery_loops_low,strategy,remanufacturing_rate,2035,0.027,,,
r79_recovery_loops_low,strategy,remanufacturing_rate,2050,0.03,,,
r79_recovery_loops_low,strategy,remanufacturing_rate,2100,0.03,,,
r79_recovery_loops_low,strategy,remanufacturing_rate,2025,0.021500000000000002,,China,
r79_recovery_loops_low,strategy,remanufacturing_rate,2035,0.0235,,China,
r79_recovery_loops_low,strategy,remanufacturing_rate,2050,0.025,,China,
r79_recovery_loops_low,strategy,remanufacturing_rate,2100,0.025,,China,
r79_recovery_loops_low,strategy,remanufacturing_rate,2025,0.021500000000000002,,EU27,
r79_recovery_loops_low,strategy,remanufacturing_rate,2035,0.0235,,EU27,
r79_recovery_loops_low,strategy,remanufacturing_rate,2050,0.025,,EU27,
r79_recovery_loops_low,strategy,remanufacturing_rate,2100,0.025,,EU27,
r79_recovery_loops_low,strategy,remanufacturing_rate,2025,0.021500000000000002,,RoW,
r79_recovery_loops_low,strategy,remanufacturing_rate,2035,0.0235,,RoW,
r79_recovery_loops_low,strategy,remanufacturing_rate,2050,0.025,,RoW,
r79_recovery_loops_low,strategy,remanufacturing_rate,2100,0.025,,RoW,
r79_recovery_loops_medium,mfa_parameters,collection_rate,2020,0.9008874995045274,,,
r79_recovery_loops_medium,mfa_parameters,collection_rate,2025,0.9216212496531692,,,
r79_recovery_loops_medium,mfa_parameters,collection_rate,2035,0.9492662498513582,,,
r79_recovery_loops_medium,mfa_parameters,collection_rate,2050,0.97,,,
r79_recovery_loops_medium,mfa_parameters,collection_rate,2100,0.97,,,
r79_recovery_loops_medium,mfa_parameters,collection_rate,2020,0.9008874995045274,,China,
r79_recovery_loops_medium,mfa_parameters,collection_rate,2025,0.9216212496531692,,China,
r79_recovery_loops_medium,mfa_parameters,collection_rate,2035,0.9492662498513582,,China,
r79_recovery_loops_medium,mfa_parameters,collection_rate,2050,0.97,,China,
r79_recovery_loops_medium,mfa_parameters,collection_rate,2100,0.97,,China,
r79_recovery_loops_medium,mfa_parameters,collection_rate,2020,0.9008874995045274,,EU27,
r79_recovery_loops_medium,mfa_parameters,collection_rate,2025,0.9246212496531692,,EU27,
r79_recovery_loops_medium,mfa_parameters,collection_rate,2035,0.9562662498513582,,EU27,
r79_recovery_loops_medium,mfa_parameters,collection_rate,2050,0.98,,EU27,
r79_recovery_loops_medium,mfa_parameters,collection_rate,2100,0.98,,EU27,
r79_recovery_loops_medium,mfa_parameters,collection_rate,2020,0.9008874995045274,,RoW,
r79_recovery_loops_medium,mfa_parameters,collection_rate,2025,0.9156212496531692,,RoW,
r79_recovery_loops_medium,mfa_parameters,collection_rate,2035,0.9352662498513582,,RoW,
r79_recovery_loops_medium,mfa_parameters,collection_rate,2050,0.95,,RoW,
r79_recovery_loops_medium,mfa_parameters,collection_rate,2100,0.95,,RoW,
r79_recovery_loops_medium,mfa_parameters,sorting_yield,2020,0.99,,China,
r79_recovery_loops_medium,mfa_parameters,sorting_yield,2025,0.9924,,China,
r79_recovery_loops_medium,mfa_parameters,sorting_yield,2035,0.9956,,China,
r79_recovery_loops_medium,mfa_parameters,sorting_yield,2050,0.998,,China,
r79_recovery_loops_medium,mfa_parameters,sorting_yield,2100,0.998,,China,
r79_recovery_loops_medium,mfa_parameters,sorting_yield,2020,0.99,,EU27,
r79_recovery_loops_medium,mfa_parameters,sorting_yield,2025,0.9924,,EU27,
r79_recovery_loops_medium,mfa_parameters,sorting_yield,2035,0.9956,,EU27,
r79_recovery_loops_medium,mfa_parameters,sorting_yield,2050,0.998,,EU27,
r79_recovery_loops_medium,mfa_parameters,sorting_yield,2100,0.998,,EU27,
r79_recovery_loops_medium,mfa_parameters,sorting_yield,2020,0.8606659655124623,,RoW,
r79_recovery_loops_medium,mfa_parameters,sorting_yield,2025,0.8934661758587237,,RoW,
r79_recovery_loops_medium,mfa_parameters,sorting_yield,2035,0.9371997896537387,,RoW,
r79_recovery_loops_medium,mfa_parameters,sorting_yield,2050,0.97,,RoW,
r79_recovery_loops_medium,mfa_parameters,sorting_yield,2100,0.97,,RoW,
r79_recovery_loops_medium,sd_parameters,bottleneck_collection_sensitivity,2020,0.08,,,
r79_recovery_loops_medium,sd_parameters,bottleneck_collection_sensitivity,2025,0.092,,,
r79_recovery_loops_medium,sd_parameters,bottleneck_collection_sensitivity,2035,0.108,,,
r79_recovery_loops_medium,sd_parameters,bottleneck_collection_sensitivity,2050,0.12,,,
r79_recovery_loops_medium,sd_parameters,bottleneck_collection_sensitivity,2100,0.12,,,
r79_recovery_loops_medium,sd_parameters,collection_price_response_gain,2020,0.22,,,
r79_recovery_loops_medium,sd_parameters,collection_price_response_gain,2025,0.232,,,
r79_recovery_loops_medium,sd_parameters,collection_price_response_gain,2035,0.248,,,
r79_recovery_loops_medium,sd_parameters,collection_price_response_gain,2050,0.26,,,
r79_recovery_loops_medium,sd_parameters,collection_price_response_gain,2100,0.26,,,
r79_recovery_loops_medium,strategy,disposal_rate,2025,0.33244,,,
r79_recovery_loops_medium,strategy,disposal_rate,2035,0.23676000000000003,,,
r79_recovery_loops_medium,strategy,disposal_rate,2050,0.165,,,
r79_recovery_loops_medium,strategy,disposal_rate,2100,0.165,,,
r79_recovery_loops_medium,strategy,disposal_rate,2025,0.32194,,China,
r79_recovery_loops_medium,strategy,disposal_rate,2035,0.21226,,China,
r79_recovery_loops_medium,strategy,disposal_rate,2050,0.13,,China,
r79_recovery_loops_medium,strategy,disposal_rate,2100,0.13,,China,
r79_recovery_loops_medium,strategy,disposal_rate,2025,0.32794,,EU27,
r79_recovery_loops_medium,strategy,disposal_rate,2035,0.22626000000000002,,EU27,
r79_recovery_loops_medium,strategy,disposal_rate,2050,0.15,,EU27,
r79_recovery_loops_medium,strategy,disposal_rate,2100,0.15,,EU27,
r79_recovery_loops_medium,strategy,disposal_rate,2025,0.34894000000000003,,RoW,
r79_recovery_loops_medium,strategy,disposal_rate,2035,0.27526,,RoW,
r79_recovery_loops_medium,strategy,disposal_rate,2050,0.22,,RoW,
r79_recovery_loops_medium,strategy,disposal_rate,2100,0.22,,RoW,
r79_recovery_loops_medium,strategy,new_scrap_to_secondary_share,2020,0.85,,,
r79_recovery_loops_medium,strategy,new_scrap_to_secondary_share,2025,0.886,,,
r79_recovery_loops_medium,strategy,new_scrap_to_secondary_share,2035,0.9339999999999999,,,
r79_recovery_loops_medium,strategy,new_scrap_to_secondary_share,2050,0.97,,,
r79_recovery_loops_medium,strategy,new_scrap_to_secondary_share,2100,0.97,,,
r79_recovery_loops_medium,strategy,new_scrap_to_secondary_share,2020,0.85,,China,
r79_recovery_loops_medium,strategy,new_scrap_to_secondary_share,2025,0.886,,China,
r79_recovery_loops_medium,strategy,new_scrap_to_secondary_share,2035,0.9339999999999999,,China,
r79_recovery_loops_medium,strategy,new_scrap_to_secondary_share,2050,0.97,,China,
r79_recovery_loops_medium,strategy,new_scrap_to_secondary_share,2100,0.97,,China,
r79_recovery_loops_medium,strategy,new_scrap_to_secondary_share,2020,0.85,,EU27,
r79_recovery_loops_medium,strategy,new_scrap_to_secondary_share,2025,0.892,,EU27,
r79_recovery_loops_medium,strategy,new_scrap_to_secondary_share,2035,0.948,,EU27,
r79_recovery_loops_medium,strategy,new_scrap_to_secondary_share,2050,0.99,,EU27,
r79_recovery_loops_medium,strategy,new_scrap_to_secondary_share,2100,0.99,,EU27,
r79_recovery_loops_medium,strategy,new_scrap_to_secondary_share,2020,0.85,,RoW,
r79_recovery_loops_medium,strategy,new_scrap_to_secondary_share,2025,0.88,,RoW,
r79_recovery_loops_medium,strategy,new_scrap_to_secondary_share,2035,0.9199999999999999,,RoW,
r79_recovery_loops_medium,strategy,new_scrap_to_secondary_share,2050,0.95,,RoW,
r79_recovery_loops_medium,strategy,new_scrap_to_secondary_share,2100,0.95,,RoW,
r79_recovery_loops_medium,strategy,recycling_rate,2025,0.64306,,,
r79_recovery_loops_medium,strategy,recycling_rate,2035,0.73274,,,
r79_recovery_loops_medium,strategy,recycling_rate,2050,0.8,,,
r79_recovery_loops_medium,strategy,recycling_rate,2100,0.8,,,
r79_recovery_loops_medium,strategy,recycling_rate,2025,0.65506,,China,
r79_recovery_loops_medium,strategy,recycling_rate,2035,0.76074,,China,
