year,material,region,extraction_yield,beneficiation_yield,refining_yield,sorting_yield,extraction_loss_to_sysenv_share,beneficiation_loss_to_sysenv_share,refining_loss_to_sysenv_share,sorting_reject_to_disposal_share,sorting_reject_to_sysenv_share
1923,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1924,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1925,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1926,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1927,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1928,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1929,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1930,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1931,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1932,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1933,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1934,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1935,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1936,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1937,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1938,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1939,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1940,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1941,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1942,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1943,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1944,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1945,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1946,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1947,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1948,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1949,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1950,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1951,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1952,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1953,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1954,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1955,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1956,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1957,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1958,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1959,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1960,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1961,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1962,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1963,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1964,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1965,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1966,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1967,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1968,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1969,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1970,zinc,RoW,0.0612437133425732,0.84,0.94325,0.99,0.9415846325885454,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1971,zinc,RoW,0.0612437133425732,0.84,0.9343490287787894,0.8991674377697476,0.9415846325885454,0.6340000000000001,0.5139669904070702,0.9725,0.0275
1972,zinc,RoW,0.0612547076077071,0.84,0.9333103672039896,0.8976972147798739,0.9415846325885454,0.6340000000000001,0.5143132109320034,0.9725,0.0275
1973,zinc,RoW,0.0612681765509223,0.839092257455389,0.930741546975703,0.8940889350067213,0.940985514350836,0.6343630970178444,0.5151694843414323,0.9725,0.0275
1974,zinc,RoW,0.0612812982897401,0.8363137214928906,0.929178348114092,0.891912415169431,0.940985514350836,0.6354745114028438,0.515690550628636,0.9725,0.0275
1975,zinc,RoW,0.0612912463115326,0.8278547925587217,0.9243547720582036,0.8852862541709987,0.9406776091680784,0.6388580829765114,0.5172984093139321,0.9725,0.0275
1976,zinc,RoW,0.0612951910959306,0.8278547925587217,0.9243547720582036,0.8852862541709987,0.9404476806663032,0.6388580829765114,0.5172984093139321,0.9725,0.0275
1977,zinc,RoW,0.061300223433975,0.8278547925587217,0.9243547720582036,0.8852862541709987,0.9398723387475324,0.6388580829765114,0.5172984093139321,0.9725,0.0275
1978,zinc,RoW,0.061312807894936,0.8536658951278049,0.9387739865464072,0.9055049511834472,0.938873721255604,0.6285336419488781,0.512492004484531,0.9725,0.0275
1979,zinc,RoW,0.0613291754208895,0.8823946939748881,0.9538311717865616,0.9280091769469956,0.9385309133937992,0.6170421224100449,0.5074729427378128,0.9725,0.0275
1980,zinc,RoW,0.0613455516878369,0.8823946939748881,0.9613311717865616,0.9280091769469956,0.9381563974738568,0.6170421224100449,0.5074729427378128,0.9725,0.0275
1981,zinc,RoW,0.0613631974510914,0.8823946939748881,0.9613311717865616,0.9280091769469956,0.937490491228734,0.6170421224100449,0.5074729427378128,0.9725,0.0275
1982,zinc,RoW,0.0613702512156204,0.8626683739149332,0.95110021018757,0.912556892900031,0.9368586383099736,0.6249326504340268,0.51088326327081,0.9725,0.0275
1983,zinc,RoW,0.0613884499892738,0.8626683739149332,0.95110021018757,0.912556892900031,0.9366395400342182,0.6249326504340268,0.51088326327081,0.9725,0.0275
1984,zinc,RoW,0.0613884499892738,0.8584079459111016,0.948828814646846,0.9092195576303628,0.9361832162052494,0.6266368216355594,0.511640395117718,0.9725,0.0275
1985,zinc,RoW,0.0614133515027614,0.8584079459111016,0.948828814646846,0.9092195576303628,0.9361408561474436,0.6266368216355594,0.511640395117718,0.9725,0.0275
1986,zinc,RoW,0.061440506009431,0.8626683739149332,0.95110021018757,0.912556892900031,0.9357129345965453,0.6249326504340268,0.51088326327081,0.9725,0.0275
1987,zinc,RoW,0.0614654497812473,0.8672948992605292,0.9535415117030972,0.916181004420748,0.931560733529326,0.6230820402957884,0.5100694960989676,0.9725,0.0275
1988,zinc,RoW,0.0614837050675767,0.8584079459111016,0.948828814646846,0.9092195576303628,0.931560733529326,0.6266368216355594,0.511640395117718,0.9725,0.0275
1989,zinc,RoW,0.0614907865658647,0.8487073049098981,0.943571960744272,0.90162072217942,0.931560733529326,0.6305170780360408,0.5133926797519094,0.9725,0.0275
1990,zinc,RoW,0.0615091044579838,0.8273089636658145,0.9315401336271796,0.884858688204888,0.9320261258148288,0.6390764145336743,0.5174032887909402,0.9725,0.0275
1991,zinc,RoW,0.0637220789026284,0.8273089636658145,0.9315401336271796,0.884858688204888,0.9327961456122782,0.6390764145336743,0.5174032887909402,0.9725,0.0275
1992,zinc,RoW,0.0637802070101066,0.8273089636658145,0.9315401336271796,0.884858688204888,0.9327961456122782,0.6390764145336743,0.5174032887909402,0.9725,0.0275
1993,zinc,RoW,0.0660635483884797,0.8352738724115765,0.9360906567116176,0.8910978667224015,0.9322410125265717,0.6358904510353695,0.5158864477627942,0.9725,0.0275
1994,zinc,RoW,0.0660635483884797,0.8352738724115765,0.9360906567116176,0.8910978667224015,0.9322410125265717,0.6358904510353695,0.5158864477627942,0.9725,0.0275
1995,zinc,RoW,0.0668910613115526,0.8352738724115765,0.9360906567116176,0.8910978667224015,0.931246037992467,0.6358904510353695,0.5158864477627942,0.9725,0.0275
1996,zinc,RoW,0.0668910613115526,0.8309572106634926,0.933635282980137,0.8877164816864025,0.9309173148415016,0.637617115734603,0.5167049056732878,0.9725,0.0275
1997,zinc,RoW,0.0668910613115526,0.8309572106634926,0.933635282980137,0.8877164816864025,0.9309173148415016,0.637617115734603,0.5167049056732878,0.9725,0.0275
1998,zinc,RoW,0.0690361786283031,0.8309572106634926,0.933635282980137,0.8877164816864025,0.9309173148415016,0.637617115734603,0.5167049056732878,0.9725,0.0275
1999,zinc,RoW,0.0701820376974191,0.8309572106634926,0.9364808293782638,0.8877164816864025,0.9310031354542482,0.637617115734603,0.5157563902072454,0.9725,0.0275
2000,zinc,RoW,0.0701820376974191,0.834347566499926,0.9421020772958064,0.8925009691187822,0.9314598706705096,0.6362609734000296,0.5155493075680645,0.9725,0.0275
2001,zinc,RoW,0.0690361786283031,0.834347566499926,0.9467493139897633,0.8933931784843416,0.9315037122535664,0.6362609734000296,0.5140002286700789,0.9725,0.0275
2002,zinc,RoW,0.065776753448663,0.834347566499926,0.9478889900248072,0.8944455937582755,0.9315037122535664,0.6362609734000296,0.5136203366583976,0.9725,0.0275
2003,zinc,RoW,0.0637898686679174,0.8316370853306028,0.9603039739796344,0.8944455937582755,0.9315478357973946,0.6373451658677589,0.5094820086734553,0.9725,0.0275
2004,zinc,RoW,0.0635879214573899,0.834347566499926,0.9603039739796344,0.9089290501756389,0.9315887711436018,0.6362609734000296,0.5094820086734553,0.9725,0.0275
2005,zinc,RoW,0.0635879214573899,0.8326846446110496,0.9603039739796344,0.9089290501756389,0.9316304584784838,0.6369261421555802,0.5094820086734553,0.9725,0.0275
2006,zinc,RoW,0.0635879214573899,0.8326846446110496,0.9594834741477012,0.9089290501756389,0.9315887711436018,0.6369261421555802,0.509755508617433,0.9725,0.0275
2007,zinc,RoW,0.0635879214573899,0.8316370853306028,0.9486519553724326,0.8940829716119889,0.9316304584784838,0.6373451658677589,0.5133660148758558,0.9725,0.0275
2008,zinc,RoW,0.0635879214573899,0.8126404294931071,0.9470206104076306,0.8800607074153421,0.9316670212358412,0.6449438282027572,0.5156214461439573,0.9725,0.0275
2009,zinc,RoW,0.0601710550335434,0.8126404294931071,0.941885661568128,0.8800607074153421,0.9316670212358412,0.6449438282027572,0.5156214461439573,0.9725,0.0275
2010,zinc,RoW,0.0600825795108389,0.8126404294931071,0.941885661568128,0.8800607074153421,0.931301077606759,0.6449438282027572,0.5156214461439573,0.9725,0.0275
2011,zinc,RoW,0.0599907269499785,0.8126550597794218,0.9470206104076306,0.8837197968272137,0.931380241995948,0.6449379760882313,0.5139097965307898,0.9725,0.0275
2012,zinc,RoW,0.0599466017327912,0.8182460982495883,0.9470206104076306,0.8837197968272137,0.9310487265866472,0.6427015607001647,0.5139097965307898,0.9725,0.0275
2013,zinc,RoW,0.059912703403392,0.8182460982495883,0.9470206104076306,0.8837197968272137,0.9310487265866472,0.6427015607001647,0.5139097965307898,0.9725,0.0275
2014,zinc,RoW,0.0598991548036612,0.8182460982495883,0.9470206104076306,0.8837197968272137,0.931380241995948,0.6427015607001647,0.5139097965307898,0.9725,0.0275
2015,zinc,RoW,0.0598878529766838,0.8199184679293693,0.9399246159491884,0.888782799878006,0.9320556379922216,0.6420326128282523,0.5162751280169373,0.9725,0.0275
2016,zinc,RoW,0.0598593643206076,0.8182460982495883,0.9352753689109824,0.8799527769621776,0.9336198616301216,0.6427015607001647,0.5178248770296725,0.9725,0.0275
2017,zinc,RoW,0.0598218142327891,0.8174694047344356,0.939316488874749,0.8741743670419746,0.9336804724456822,0.6430122381062258,0.5164778370417503,0.9725,0.0275
2018,zinc,RoW,0.0598218142327891,0.7987420362517592,0.939316488874749,0.8700618609512771,0.9342459583416488,0.6505031854992964,0.5164778370417503,0.9725,0.0275
2019,zinc,RoW,0.0598218142327891,0.7987420362517592,0.9350361083715072,0.8649866049483399,0.9342459583416488,0.6505031854992964,0.5179046305428309,0.9725,0.0275
2020,zinc,RoW,0.0612437133425732,0.7972193969590771,0.9214440552951896,0.8624812617305447,0.9385847066700744,0.6511122412163692,0.5224353149016034,0.9725,0.0275
2021,zinc,RoW,0.0612437133425732,0.7987420362517592,0.9204368857846084,0.8624812617305447,0.9385847066700744,0.6505031854992964,0.5227710380717971,0.9725,0.0275
2022,zinc,RoW,0.0612437133425732,0.8003030704503455,0.9204368857846084,0.8637040718527705,0.9385847066700744,0.6498787718198619,0.5227710380717971,0.9725,0.0275
2023,zinc,RoW,0.0612437133425732,0.8019403467425614,0.9214440552951896,0.8649866049483399,0.9385847066700744,0.6492238613029755,0.5224353149016034,0.9725,0.0275
2024,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2025,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2026,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2027,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2028,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2029,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2030,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2031,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2032,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2033,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2034,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2035,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2036,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2037,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2038,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2039,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2040,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2041,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2042,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2043,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2044,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2045,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2046,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2047,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2048,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2049,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2050,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2051,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2052,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2053,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2054,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2055,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2056,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2057,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2058,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2059,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2060,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2061,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2062,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2063,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2064,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2065,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2066,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2067,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2068,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2069,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2070,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2071,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2072,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2073,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2074,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2075,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2076,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2077,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2078,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2079,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2080,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2081,zinc,RoW,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
