year,material,region,value
1964,zinc,China,-1822.715569
1923,tin,EU27,56.57096045
1964,zinc,RoW,727.1240772
1965,nickel,China,-5.088428931
1924,tin,EU27,56.73498627
1965,nickel,RoW,-217.572437
1965,tin,China,-64.39403872
1925,tin,EU27,56.90224737
1965,tin,RoW,-1.887194249
1965,zinc,China,-1802.750369
1926,tin,EU27,57.0727841
1965,zinc,RoW,703.2502644
1966,nickel,China,-5.088428931
1927,tin,EU27,57.24663545
1966,nickel,RoW,-217.572437
1966,tin,China,-64.39403872
1928,tin,EU27,57.42383887
1966,tin,RoW,-2.16465502
1966,zinc,China,-1781.060175
1929,tin,EU27,57.60443007
1966,zinc,RoW,677.5219088
1967,nickel,China,-5.088428931
1930,tin,EU27,57.78844281
1967,nickel,RoW,-217.572437
1967,tin,China,-64.39403872
1931,tin,EU27,57.97590867
1967,tin,RoW,-2.440656382
1967,zinc,China,-1757.607489
1932,tin,EU27,58.16685676
1967,zinc,RoW,649.8971949
1968,nickel,China,-5.088428931
1933,tin,EU27,58.36131349
1968,nickel,RoW,-217.572437
1968,tin,China,-64.39403872
1934,tin,EU27,58.55930227
1968,tin,RoW,-2.71464471
1968,zinc,China,-1732.356874
1935,tin,EU27,58.76084317
1968,zinc,RoW,620.3362567
1969,nickel,China,-5.088428931
1936,tin,EU27,58.96595259
1969,nickel,RoW,-217.572437
1969,tin,China,-64.39403872
1937,tin,EU27,59.17464293
1969,tin,RoW,-2.986020282
1969,zinc,China,-1705.275125
1938,tin,EU27,59.38692212
1969,zinc,RoW,588.8013585
1970,nickel,China,-5.088428931
1939,tin,EU27,59.60279329
1970,nickel,RoW,-217.572437
1970,tin,China,-64.39403872
1940,tin,EU27,59.82225425
1970,tin,RoW,-3.254134316
1970,zinc,China,-1676.331433
1941,tin,EU27,60.045297
1970,zinc,RoW,555.2570634
1971,nickel,China,-5.088428931
1942,tin,EU27,60.27190725
1971,nickel,RoW,-217.572437
1971,tin,China,-64.39403872
1943,tin,EU27,60.50206386
1971,tin,RoW,-3.518285864
1971,zinc,China,-1645.497514
1944,tin,EU27,60.73573816
1971,zinc,RoW,519.6703855
1972,nickel,China,-5.088428931
1945,tin,EU27,60.9728934
1972,nickel,RoW,-217.572437
1972,tin,China,-64.39403872
1946,tin,EU27,61.213484
1972,tin,RoW,-3.77771857
1972,zinc,China,-1612.747726
1947,tin,EU27,61.45745482
1972,zinc,RoW,482.0109217
1973,nickel,China,-5.088428931
1948,tin,EU27,61.7047404
1973,nickel,RoW,-217.572437
1973,tin,China,-64.39403872
1949,tin,EU27,61.95526405
1973,tin,RoW,-4.031617289
1973,zinc,China,-1578.059149
1950,tin,EU27,62.208937
1973,zinc,RoW,442.2509579
1974,nickel,China,-5.088428931
1951,tin,EU27,62.46565737
1974,nickel,RoW,-217.572437
1974,tin,China,-64.39403872
1952,tin,EU27,62.72530921
1974,tin,RoW,-4.279104581
1974,zinc,China,-1541.411621
1953,tin,EU27,62.98776132
1974,zinc,RoW,400.3655443
1975,nickel,China,-5.088428931
1954,tin,EU27,63.2528661
1975,nickel,RoW,-217.572437
1975,tin,China,-64.39403872
1955,tin,EU27,63.5204583
1975,tin,RoW,-4.519237068
1975,zinc,China,-1502.787735
1956,tin,EU27,63.79035364
1975,zinc,RoW,356.3325336
1976,nickel,China,-5.088428931
1957,tin,EU27,64.06234743
1976,nickel,RoW,-217.572437
1976,tin,China,-64.39403872
1958,tin,EU27,64.336213
1976,tin,RoW,-4.751001681
1976,zinc,China,-1462.172775
1959,tin,EU27,64.6117001
1976,zinc,RoW,310.1325756
1977,nickel,China,-5.088428931
1960,tin,EU27,64.88853318
1977,nickel,RoW,-217.572437
1977,tin,China,-64.39403872
1961,tin,EU27,65.16640955
1977,tin,RoW,-4.973311795
1977,zinc,China,-1419.554588
1962,tin,EU27,65.44499747
1977,zinc,RoW,261.7490625
1978,nickel,China,-5.088428931
1963,tin,EU27,65.72393406
1978,nickel,RoW,-217.572437
1978,tin,China,-64.39403872
1964,tin,EU27,66.00282314
1978,tin,RoW,-5.185003275
1978,zinc,China,-1374.923376
1965,tin,EU27,66.28123296
1978,zinc,RoW,211.1680159
1979,nickel,China,-5.088428931
1966,tin,EU27,66.55869373
1979,nickel,RoW,-217.572437
1979,tin,China,-64.39403872
1967,tin,EU27,66.8346951
1979,tin,RoW,-5.384830432
1979,zinc,China,-1328.271403
1968,tin,EU27,67.10868343
1979,zinc,RoW,158.3779097
1980,nickel,China,-5.088428931
1969,tin,EU27,67.380059
1980,nickel,RoW,-217.572437
1980,tin,China,-64.39403872
1970,tin,EU27,67.64817303
1980,tin,RoW,-5.571461943
1980,zinc,China,-1279.592596
1971,tin,EU27,67.91232458
1980,zinc,RoW,103.3694201
1981,nickel,China,-5.088428931
1972,tin,EU27,68.17175728
1981,nickel,RoW,-217.572437
1981,tin,China,-64.39403872
1973,tin,EU27,68.425656
1981,tin,RoW,-5.743476718
1981,zinc,China,-1228.882028
1974,tin,EU27,68.6731433
1981,zinc,RoW,46.13509516
1982,nickel,China,-5.088428931
1975,tin,EU27,68.91327578
1982,nickel,RoW,-217.572437
1982,tin,China,-64.39403872
1976,tin,EU27,69.1450404
1982,tin,RoW,-5.899359786
1982,zinc,China,-1176.135263
1977,tin,EU27,69.36735051
1982,zinc,RoW,-13.33106415
1983,nickel,China,-5.088428931
1978,tin,EU27,69.57904199
1983,nickel,RoW,-217.572437
1983,tin,China,-64.39403872
1979,tin,EU27,69.77886915
1983,tin,RoW,-6.037498203
1983,zinc,China,-1121.347551
1980,tin,EU27,69.96550066
1983,zinc,RoW,-75.03411955
1984,nickel,China,-5.088428931
1981,tin,EU27,70.13751543
1984,nickel,RoW,-217.572437
1984,tin,China,-64.39403872
1982,tin,EU27,70.2933985
1984,tin,RoW,-6.156177045
1984,zinc,China,-1064.512841
1983,tin,EU27,70.43153692
1984,zinc,RoW,-138.9788147
1985,nickel,China,-5.088428931
1984,tin,EU27,70.55021576
1985,nickel,RoW,-217.572437
1985,tin,China,-64.39403872
1985,tin,EU27,70.64761424
1985,tin,RoW,-6.253575526
1985,zinc,China,-1005.622593
1986,tin,EU27,70.72180201
1985,zinc,RoW,-205.1703055
1986,nickel,China,-5.088428931
1987,tin,EU27,70.7707357
1986,nickel,RoW,-217.572437
1986,tin,China,-64.39403872
1988,tin,EU27,70.79225581
1986,tin,RoW,-6.327763295
1986,zinc,China,-944.6643629
1989,tin,EU27,70.78408393
1986,zinc,RoW,-273.6150082
1987,nickel,China,-5.088428931
1990,tin,EU27,70.74382058
1987,nickel,RoW,-217.572437
1987,tin,China,-64.39403872
1991,tin,EU27,70.66894349
1987,tin,RoW,-6.376696988
1987,zinc,China,-881.6201226
1992,tin,EU27,70.55680673
1987,zinc,RoW,-344.3215686
1988,nickel,China,-5.088428931
1993,tin,EU27,70.40464058
1988,nickel,RoW,-217.572437
1988,tin,China,-64.39403872
1994,tin,EU27,70.20955242
1988,tin,RoW,-6.398217093
1988,zinc,China,-816.464283
1995,tin,EU27,49.01104006
1988,zinc,RoW,-417.301958
1989,nickel,China,-5.088428931
1996,tin,EU27,110.4074523
1989,nickel,RoW,-217.572437
1989,tin,China,-64.39403872
1997,tin,EU27,53.3187095
1989,tin,RoW,-6.39004522
1989,zinc,China,-749.1613754
1998,tin,EU27,57.21527974
1989,zinc,RoW,-492.5726962
1990,nickel,China,-5.088428931
1999,tin,EU27,45.12448259
1990,nickel,RoW,-217.572437
1990,tin,China,-64.39403872
2000,tin,EU27,45.79409351
1990,tin,RoW,-6.349781866
1990,zinc,China,-679.6633424
2001,tin,EU27,67.1930442
1990,zinc,RoW,-570.1562004
1991,nickel,China,-5.088428931
2002,tin,EU27,197.2782093
1991,nickel,RoW,-217.572437
1991,tin,China,-64.39403872
2003,tin,EU27,64.7306597
1991,tin,RoW,-6.274904777
1991,zinc,China,-607.9063789
2004,tin,EU27,61.777197
1991,zinc,RoW,-650.0822573
1992,nickel,China,-5.088428931
2005,tin,EU27,62.76546978
1992,nickel,RoW,-217.572437
1992,tin,China,-64.39403872
2006,tin,EU27,85.23924325
1992,tin,RoW,-6.162768017
1992,zinc,China,-533.8072566
2007,tin,EU27,53.74724218
1992,zinc,RoW,-732.3896108
1993,nickel,China,-5.088428931
2008,tin,EU27,52.65688243
1993,nickel,RoW,-217.572437
1993,tin,China,-64.39403872
2009,tin,EU27,31.0162119
1993,tin,RoW,-6.01060187
1993,zinc,China,-457.2590488
2010,tin,EU27,45.53022489
1993,zinc,RoW,-817.1276542
1994,nickel,China,-5.088428931
2011,tin,EU27,61.81981807
1994,nickel,RoW,-217.572437
1994,tin,China,-64.39403872
2012,tin,EU27,45.42877331
1994,tin,RoW,-5.815513702
1994,zinc,China,-378.1261583
2013,tin,EU27,51.5060179
1994,zinc,RoW,-904.3582148
1995,nickel,China,-5.088428931
2014,tin,EU27,48.32656979
1995,nickel,RoW,-217.572437
1995,tin,China,-64.39403872
2015,tin,EU27,50.6841603
1995,tin,RoW,15.38299866
1995,zinc,China,-290.612488
2016,tin,EU27,43.88209488
1995,zinc,RoW,-684.757874
1996,nickel,China,18.39878154
2017,tin,EU27,50.23933573
1996,nickel,RoW,-175.619579
1996,tin,China,-51.23688428
2018,tin,EU27,49.00409082
1996,tin,RoW,-59.170568
1996,zinc,China,-108.6851904
2019,tin,EU27,47.6973108
1996,zinc,RoW,-1003.652131
1997,nickel,China,-1.872335414
2020,tin,EU27,38.82359033
1997,nickel,RoW,-188.5318516
1997,tin,China,-46.37368171
2021,tin,EU27,46.99502889
1997,tin,RoW,-6.945027795
1997,zinc,China,-662.1088699
2022,tin,EU27,43.281796
1997,zinc,RoW,-536.8934171
1998,nickel,China,-4.151341082
2023,tin,EU27,39.06022744
1998,nickel,RoW,-233.1850186
1998,tin,China,-62.93884855
2024,tin,EU27,35.34834016
1998,tin,RoW,5.72356881
1998,zinc,China,-521.8616919
2025,tin,EU27,38.69109093
1998,zinc,RoW,-1145.063537
1999,nickel,China,-13.35890362
2026,tin,EU27,37.70442166
1999,nickel,RoW,-222.8935959
1999,tin,China,-68.43199737
2027,tin,EU27,36.76826516
1999,tin,RoW,23.30751477
1999,zinc,China,-537.6791996
2028,tin,EU27,35.87995641
1999,zinc,RoW,-923.2477543
2000,nickel,China,0.510909461
2029,tin,EU27,35.0370157
2000,nickel,RoW,-277.9148164
2000,tin,China,-77.29557908
2030,tin,EU27,34.23713231
2000,tin,RoW,31.50148557
2000,zinc,China,-657.0076524
2031,tin,EU27,33.47814975
2000,zinc,RoW,-770.992987
2001,nickel,China,19.04880093
2032,tin,EU27,32.75805249
2001,nickel,RoW,-365.6960016
2001,tin,China,-67.99361819
2033,tin,EU27,32.07495401
2001,tin,RoW,0.800573985
2001,zinc,China,-129.8333614
2034,tin,EU27,31.42708602
2001,zinc,RoW,-1341.242836
2002,nickel,China,35.93588464
2035,tin,EU27,30.81278872
2002,nickel,RoW,-446.9674478
2002,tin,China,-45.8630375
2036,tin,EU27,30.23050203
2002,tin,RoW,-151.4151718
2002,zinc,China,40.28980283
2037,tin,EU27,29.67875756
2002,zinc,RoW,-1612.583829
2003,nickel,China,58.37041332
2038,tin,EU27,29.15617149
2003,nickel,RoW,-411.5504388
2003,tin,China,-40.12698739
2039,tin,EU27,28.66143799
2003,tin,RoW,-24.60367231
2003,zinc,China,109.4305621
2040,tin,EU27,28.19332329
2003,zinc,RoW,-1603.350785
2004,nickel,China,48.8401618
2041,tin,EU27,27.75066034
2004,nickel,RoW,-400.9040558
2004,tin,China,-24.25149359
2042,tin,EU27,27.33234392
2004,tin,RoW,-37.52570341
2004,zinc,China,312.4949638
2043,tin,EU27,26.93732615
2004,zinc,RoW,-1813.174436
2005,nickel,China,87.92254722
2044,tin,EU27,26.5646125
2005,nickel,RoW,-451.15017
2005,tin,China,-8.954490135
2045,tin,EU27,26.21325805
2005,tin,RoW,-53.81097965
2005,zinc,China,691.0517014
2046,tin,EU27,25.88236418
2005,zinc,RoW,-2067.62353
2006,nickel,China,199.4296669
2047,tin,EU27,25.57107542
2006,nickel,RoW,-533.1306966
2006,tin,China,-9.719426945
2048,tin,EU27,25.2785767
2006,tin,RoW,-75.51981631
2006,zinc,China,527.9752638
2049,tin,EU27,25.00409075
2006,zinc,RoW,-2240.097567
2007,nickel,China,398.7680393
2050,tin,EU27,24.74687571
2007,nickel,RoW,-758.9642631
2007,tin,China,-9.086515605
2051,tin,EU27,24.50622301
2007,tin,RoW,-44.66072657
2007,zinc,China,1211.228532
2052,tin,EU27,24.28145534
2007,zinc,RoW,-3115.613004
2008,nickel,China,339.4644541
2053,tin,EU27,24.07192483
2008,nickel,RoW,-728.586269
2008,tin,China,-120.8160824
2054,tin,EU27,23.87701137
2008,tin,RoW,68.15919994
2008,zinc,China,1493.507861
2055,tin,EU27,23.696121
2008,zinc,RoW,-2872.021041
2009,nickel,China,498.4416754
2056,tin,EU27,23.52868454
2009,nickel,RoW,-799.9361026
2009,tin,China,23.45448872
2057,tin,EU27,23.37415621
2009,tin,RoW,-54.47070061
2009,zinc,China,2851.744965
2058,tin,EU27,23.23201239
2009,zinc,RoW,-3590.720578
2010,nickel,China,640.8870386
2059,tin,EU27,23.10175051
2010,nickel,RoW,-1009.260461
2010,tin,China,15.62265125
2060,tin,EU27,22.98288793
2010,tin,RoW,-61.15287614
2010,zinc,China,2308.068944
2061,tin,EU27,22.87496101
2010,zinc,RoW,-3917.252399
2011,nickel,China,1077.138272
2062,tin,EU27,22.77752413
2011,nickel,RoW,-1332.095451
2011,tin,China,19.12939743
2063,tin,EU27,22.69014886
2011,tin,RoW,-80.9492155
2011,zinc,China,2064.24504
2064,tin,EU27,22.61242316
2011,zinc,RoW,-3326.691927
2012,nickel,China,1415.89049
2065,tin,EU27,22.54395059
2012,nickel,RoW,-1667.623458
2012,tin,China,39.53372507
2066,tin,EU27,22.48434963
2012,tin,RoW,-84.96249838
2012,zinc,China,1988.3684
2067,tin,EU27,22.43325303
2012,zinc,RoW,-3421.756147
2013,nickel,China,1801.296904
2068,tin,EU27,22.39030714
2013,nickel,RoW,-2037.869649
2013,tin,China,8.08548553
2069,tin,EU27,22.35517137
2013,tin,RoW,-59.59150343
2013,zinc,China,1960.368333
2070,tin,EU27,22.3275176
2013,zinc,RoW,-2835.139482
2014,nickel,China,1061.001189
2071,tin,EU27,22.30702971
2014,nickel,RoW,-1283.029586
2014,tin,China,8.08548553
2072,tin,EU27,22.29340303
2014,tin,RoW,-56.41205532
2014,zinc,China,1753.643074
2073,tin,EU27,22.28634391
2014,zinc,RoW,-2726.645415
2015,nickel,China,1037.934911
2074,tin,EU27,22.28556926
2015,nickel,RoW,-1271.796436
2015,tin,China,5.292464195
2075,tin,EU27,22.29080615
2015,tin,RoW,-55.97662449
2015,zinc,China,2366.909332
2076,tin,EU27,22.30179141
2015,zinc,RoW,-3199.124089
2016,nickel,China,673.9059053
2077,tin,EU27,22.31827124
2016,nickel,RoW,-916.4437558
2016,tin,China,2.350240375
2078,tin,EU27,22.34000087
2016,tin,RoW,-46.23233525
2016,zinc,China,1517.665258
2079,tin,EU27,22.3667442
2016,zinc,RoW,-2467.842142
2017,nickel,China,1172.723833
2080,tin,EU27,22.39827351
2017,nickel,RoW,-1402.539322
2017,tin,China,-3.991554435
2081,tin,EU27,22.4343691
2017,tin,RoW,-46.24778129
2017,zinc,China,1984.803829
2082,tin,EU27,22.47481904
2017,zinc,RoW,-2776.931953
2018,nickel,China,1138.94403
2083,tin,EU27,22.51941886
2018,nickel,RoW,-1418.545081
2018,tin,China,-3.908463285
2084,tin,EU27,22.56797132
2018,tin,RoW,-45.09562754
2018,zinc,China,2329.367719
2085,tin,EU27,22.62028609
2018,zinc,RoW,-3221.355275
2019,nickel,China,1489.65924
2086,tin,EU27,22.67617956
2019,nickel,RoW,-1712.220222
2019,tin,China,-2.69536411
2087,tin,EU27,22.73547458
2019,tin,RoW,-45.00194669
2019,zinc,China,2501.823484
2088,tin,EU27,22.79800022
2019,zinc,RoW,-3055.960006
2020,nickel,China,1117.666503
2089,tin,EU27,22.8635916
2020,nickel,RoW,-1289.230047
2020,tin,China,16.17714367
2090,tin,EU27,22.93208963
2020,tin,RoW,-55.00073399
2020,zinc,China,2670.317984
2091,tin,EU27,23.00334084
2020,zinc,RoW,-2995.451962
2021,nickel,China,1422.91559
2092,tin,EU27,23.07719719
2021,nickel,RoW,-1586.933905
2021,tin,China,13.55457073
2093,tin,EU27,23.15351585
2021,tin,RoW,-60.54959962
2021,zinc,China,2466.800465
2094,tin,EU27,23.23215909
2021,zinc,RoW,-2901.701005
2022,nickel,China,1593.874151
2095,tin,EU27,23.31299404
2022,nickel,RoW,-1712.681498
2022,tin,China,65.43301011
2096,tin,EU27,23.39589256
2022,tin,RoW,-108.7148061
2022,zinc,China,2265.445095
2097,tin,EU27,23.4807311
2022,zinc,RoW,-3106.313519
2023,nickel,China,1481.872163
2098,tin,EU27,23.56739051
2023,nickel,RoW,-1678.627279
2023,tin,China,67.68130367
2099,tin,EU27,23.6557559
2023,tin,RoW,-106.7415311
2023,zinc,China,2857.690944
2100,tin,EU27,23.74571654
2023,zinc,RoW,-3341.680649
2024,nickel,China,2007.250598
1870,zinc,EU27,981.6003064
2024,nickel,RoW,-2185.55388
2024,tin,China,62.6296943
1871,zinc,EU27,981.7983179
2024,tin,RoW,-97.97803446
2024,zinc,China,2640.377204
1872,zinc,EU27,982.0026313
2024,zinc,RoW,1854.516142
2025,nickel,China,2079.868778
1873,zinc,EU27,982.2134476
2025,nickel,RoW,-2258.17206
2025,tin,China,65.71783401
1874,zinc,EU27,982.4309744
2025,tin,RoW,-104.4089249
2025,zinc,China,2818.382798
1875,zinc,EU27,982.6554258
2025,zinc,RoW,-2210.968693
2026,nickel,China,2205.91682
1876,zinc,EU27,982.887023
2026,nickel,RoW,-2384.220102
2026,tin,China,73.910812
1877,zinc,EU27,983.1259942
2026,tin,RoW,-111.6152337
2026,zinc,China,2939.289322
1878,zinc,EU27,983.3725749
2026,zinc,RoW,-2026.748747
2027,nickel,China,2329.938764
1879,zinc,EU27,983.6270082
2027,nickel,RoW,-2508.242047
2027,tin,China,82.59493612
1880,zinc,EU27,983.8895449
2027,tin,RoW,-119.3632013
2027,zinc,China,3056.555589
1881,zinc,EU27,984.160444
2027,zinc,RoW,-1819.748519
2028,nickel,China,2451.389575
1882,zinc,EU27,984.4399729
2028,nickel,RoW,-2629.692857
2028,tin,China,91.76125469
1883,zinc,EU27,984.7284075
2028,tin,RoW,-127.6412111
2028,zinc,China,3169.997393
1884,zinc,EU27,985.0260325
2028,zinc,RoW,-1583.669742
2029,nickel,China,2569.763599
1885,zinc,EU27,985.333142
2029,nickel,RoW,-2748.066881
2029,tin,China,101.3946799
1886,zinc,EU27,985.6500393
2029,tin,RoW,-136.4316956
2029,zinc,China,3279.451196
1887,zinc,EU27,985.9770378
2029,zinc,RoW,-1314.103761
2030,nickel,China,2684.59935
1888,zinc,EU27,986.3144608
2030,nickel,RoW,-2862.902632
2030,tin,China,111.4743348
1889,zinc,EU27,986.6626421
2030,tin,RoW,-145.7114672
2030,zinc,China,3384.775249
1890,zinc,EU27,987.0219262
2030,zinc,RoW,-1008.211998
2031,nickel,China,2795.482926
1891,zinc,EU27,987.3926688
2031,nickel,RoW,-2973.786208
2031,tin,China,121.973942
1892,zinc,EU27,987.7752373
2031,tin,RoW,-155.4520917
2031,zinc,China,3485.850191
1893,zinc,EU27,988.1700106
2031,zinc,RoW,-664.5095006
2032,nickel,China,2902.050192
1894,zinc,EU27,988.5773802
2032,nickel,RoW,-3080.353474
2032,tin,China,132.8622573
1895,zinc,EU27,988.9977501
2032,tin,RoW,-165.6203098
2032,zinc,China,3582.579213
1896,zinc,EU27,989.4315375
2032,zinc,RoW,-282.7063259
2033,nickel,China,3003.987836
1897,zinc,EU27,989.879173
2033,nickel,RoW,-3182.291118
2033,tin,China,144.1035473
1898,zinc,EU27,990.3411014
2033,tin,RoW,-176.1785013
2033,zinc,China,3674.887847
1899,zinc,EU27,990.8177817
2033,zinc,RoW,136.4215994
2034,nickel,China,3101.033444
1900,zinc,EU27,991.309688
2034,nickel,RoW,-3279.336726
2034,tin,China,155.6581057
1901,zinc,EU27,991.8173098
2034,tin,RoW,-187.0851917
2034,zinc,China,3762.723446
1902,zinc,EU27,992.3411524
2034,zinc,RoW,591.1493126
2035,nickel,China,3192.974708
1903,zinc,EU27,992.8817379
2035,nickel,RoW,-3371.277991
2035,tin,China,167.4828027
1904,zinc,EU27,993.439605
2035,tin,RoW,-198.2955914
2035,zinc,China,3846.054412
1905,zinc,EU27,994.0153102
2035,zinc,RoW,1078.917128
2036,nickel,China,3279.647919
1906,zinc,EU27,994.6094283
2036,nickel,RoW,-3457.951201
2036,tin,China,179.5316596
1907,zinc,EU27,995.2225528
2036,tin,RoW,-209.7621616
2036,zinc,China,3924.869221
1908,zinc,EU27,995.8552964
2036,zinc,RoW,1596.447212
2037,nickel,China,3360.93585
1909,zinc,EU27,996.5082923
2037,nickel,RoW,-3539.239132
2037,tin,China,191.756439
1910,zinc,EU27,997.1821941
2037,tin,RoW,-221.4351966
2037,zinc,China,3999.17529
1911,zinc,EU27,997.8776771
2037,zinc,RoW,2139.863885
2038,nickel,China,3436.765179
1912,zinc,EU27,998.5954386
2038,nickel,RoW,-3615.068461
2038,tin,China,204.107241
1913,zinc,EU27,999.336199
2038,tin,RoW,-233.2634125
2038,zinc,China,4068.997731
1914,zinc,EU27,1000.100702
2038,zinc,RoW,2704.816959
2039,nickel,China,3507.103534
1915,zinc,EU27,1000.889717
2039,nickel,RoW,-3685.406817
2039,tin,China,216.5330973
1916,zinc,EU27,1001.704038
2039,tin,RoW,-245.1945353
2039,zinc,China,4134.37802
1917,zinc,EU27,1002.544485
2039,zinc,RoW,3286.606136
2040,nickel,China,3571.956291
1918,zinc,EU27,1003.411904
2040,nickel,RoW,-3750.259573
2040,tin,China,228.9825521
1919,zinc,EU27,1004.307173
2040,tin,RoW,-257.1758753
2040,zinc,China,4195.372615
1920,zinc,EU27,1005.231195
2040,zinc,RoW,3880.303806
2041,nickel,China,3631.363196
1921,zinc,EU27,1006.184904
2041,nickel,RoW,-3809.666478
2041,tin,China,241.4042233
1922,zinc,EU27,1007.169268
2041,tin,RoW,-269.1548836
2041,zinc,China,4252.051557
1923,zinc,EU27,1008.185283
2041,zinc,RoW,4480.873397
2042,nickel,China,3685.394913
1924,zinc,EU27,1009.23398
2042,nickel,RoW,-3863.698196
2042,tin,China,253.7473351
1925,zinc,EU27,1010.316426
2042,tin,RoW,-281.079679
2042,zinc,China,4304.497062
1926,zinc,EU27,1011.433722
2042,zinc,RoW,5083.280534
2043,nickel,China,3734.149555
1927,zinc,EU27,1012.587007
2043,nickel,RoW,-3912.452837
2043,tin,China,265.9622155
1928,zinc,EU27,1013.777456
2043,tin,RoW,-292.8995417
2043,zinc,China,4352.802134
1929,zinc,EU27,1015.006286
2043,zinc,RoW,5682.594619
2044,nickel,China,3777.749254
1930,zinc,EU27,1016.274754
2044,nickel,RoW,-3956.052536
2044,tin,China,278.0007534
1931,zinc,EU27,1017.584161
2044,tin,RoW,-304.5653659
2044,zinc,China,4397.069214
1932,zinc,EU27,1018.935849
2044,zinc,RoW,6274.078931
2045,nickel,China,3816.336843
1933,zinc,EU27,1020.331208
2045,nickel,RoW,-3994.640126
2045,tin,China,289.8168114
1934,zinc,EU27,1021.771675
2045,tin,RoW,-316.0300695
2045,zinc,China,4437.408873
1935,zinc,EU27,1023.258734
2045,zinc,RoW,6853.267881
2046,nickel,China,3850.07266
1936,zinc,EU27,1024.793922
2046,nickel,RoW,-4028.375942
2046,tin,China,301.3665897
1937,zinc,EU27,1026.378828
2046,tin,RoW,-327.2489539
2046,zinc,China,4473.938564
1938,zinc,EU27,1028.015095
2046,zinc,RoW,7416.030653
2047,nickel,China,3879.131524
1939,zinc,EU27,1029.704421
2047,nickel,RoW,-4057.434806
2047,tin,China,312.6089407
1940,zinc,EU27,1031.448565
2047,tin,RoW,-338.1800162
2047,zinc,China,4506.781434
1941,zinc,EU27,1033.249345
2047,zinc,RoW,7958.620988
2048,nickel,China,3903.6999
1942,zinc,EU27,1035.108643
2048,nickel,RoW,-4082.003183
2048,tin,China,323.5056321
1943,zinc,EU27,1037.028405
2048,tin,RoW,-348.7842088
2048,zinc,China,4536.065213
1944,zinc,EU27,1039.010644
2048,zinc,RoW,8477.713331
2049,nickel,China,3923.973274
1945,zinc,EU27,1041.057446
2049,nickel,RoW,-4102.276556
2049,tin,China,334.0215589
1946,zinc,EU27,1043.170966
2049,tin,RoW,-359.0256496
2049,zinc,China,4561.921173
1947,zinc,EU27,1045.353436
2049,zinc,RoW,8970.426035
2050,nickel,China,3940.153728
1948,zinc,EU27,1047.607167
2050,nickel,RoW,-4118.45701
2050,tin,China,344.1249055
1949,zinc,EU27,1049.934548
2050,tin,RoW,-368.8717812
2050,zinc,China,4584.48316
1950,zinc,EU27,1052.338053
2050,zinc,RoW,9434.332558
2051,nickel,China,3952.447751
1951,zinc,EU27,1054.820244
2051,nickel,RoW,-4130.751033
2051,tin,China,353.7872591
1952,zinc,EU27,1057.383772
2051,tin,RoW,-378.2934821
2051,zinc,China,4603.886709
1953,zinc,EU27,1060.03138
2051,zinc,RoW,9867.461913
2052,nickel,China,3961.064257
1954,zinc,EU27,1062.765908
2052,nickel,RoW,-4139.367539
2052,tin,China,362.9836776
1955,zinc,EU27,1065.590295
2052,tin,RoW,-387.2651329
2052,zinc,China,4620.268234
1956,zinc,EU27,1068.507583
2052,zinc,RoW,10268.28972
2053,nickel,China,3966.212819
1957,zinc,EU27,1071.520918
2053,nickel,RoW,-4144.516101
2053,tin,China,371.6927133
1958,zinc,EU27,1074.633557
2053,tin,RoW,-395.7646381
2053,zinc,China,4633.764289
1959,zinc,EU27,1077.848867
2053,zinc,RoW,10635.72135
2054,nickel,China,3968.102112
1960,zinc,EU27,1081.170331
2054,nickel,RoW,-4146.405394
2054,tin,China,379.8963981
1961,zinc,EU27,1084.601547
2054,tin,RoW,-403.7734095
2054,zinc,China,4644.510907
1962,zinc,EU27,1088.146233
2054,zinc,RoW,10969.06859
2055,nickel,China,3966.938553
1963,zinc,EU27,1091.808228
2055,nickel,RoW,-4145.241835
2055,tin,China,387.5801919
1964,zinc,EU27,1095.591492
2055,tin,RoW,-411.2763129
2055,zinc,China,4652.643011
1965,zinc,EU27,1099.500104
2055,zinc,RoW,11268.02135
2056,nickel,China,3962.925128
1966,zinc,EU27,1103.538266
2056,nickel,RoW,-4141.22841
2056,tin,China,394.7328991
1967,zinc,EU27,1107.710294
2056,tin,RoW,-418.2615836
2056,zinc,China,4658.293885
1968,zinc,EU27,1112.020617
2056,zinc,RoW,11532.61568
2057,nickel,China,3956.260396
1969,zinc,EU27,1116.473767
2057,nickel,RoW,-4134.563679
2057,tin,China,401.3465565
1970,zinc,EU27,1121.07437
2057,tin,RoW,-424.7207127
2057,zinc,China,4661.594717
1971,zinc,EU27,1125.827128
2057,zinc,RoW,11763.19938
2058,nickel,China,3947.137653
1972,zinc,EU27,1130.736805
2058,nickel,RoW,-4125.440935
2058,tin,China,407.416298
1973,zinc,EU27,1135.808191
2058,tin,RoW,-430.6483104
2058,zinc,China,4662.6742
1974,zinc,EU27,1141.046076
2058,zinc,RoW,11960.39635
2059,nickel,China,3935.744242
1975,zinc,EU27,1146.455201
2059,nickel,RoW,-4114.047525
2059,tin,China,412.9401983
1976,zinc,EU27,1152.040199
2059,tin,RoW,-436.0419488
2059,zinc,China,4661.658187
1977,zinc,EU27,1157.805525
2059,zinc,RoW,12125.07058
2060,nickel,China,3922.261012
1978,zinc,EU27,1163.75536
2060,nickel,RoW,-4100.564295
