cohort_year,material,region,end_use,dist,param,value
1876,zinc,RoW,other_transport_equipment,lognormal,sigma,0.6
1876,zinc,RoW,products_nec,lognormal,mean_years,7.5
1876,zinc,RoW,products_nec,lognormal,sigma,0.6
1876,nickel,EU27,construction,lognormal,mean_years,83.33333333333333
1876,nickel,EU27,construction,lognormal,sigma,0.6
1876,nickel,EU27,computers_and_precision_instruments,lognormal,mean_years,11.0
1876,nickel,EU27,computers_and_precision_instruments,lognormal,sigma,0.6
1876,nickel,EU27,electrical_equipment,lognormal,mean_years,25.0
1876,nickel,EU27,electrical_equipment,lognormal,sigma,0.6
1876,nickel,EU27,machinery_and_equipment,lognormal,mean_years,25.0
1876,nickel,EU27,machinery_and_equipment,lognormal,sigma,0.6
1876,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1876,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1876,nickel,EU27,other_transport_equipment,lognormal,mean_years,28.0
1876,nickel,EU27,other_transport_equipment,lognormal,sigma,0.6
1876,nickel,EU27,products_nec,lognormal,mean_years,7.5
1876,nickel,EU27,products_nec,lognormal,sigma,0.6
1876,nickel,China,construction,lognormal,mean_years,70.0
1876,nickel,China,construction,lognormal,sigma,0.6
1876,nickel,China,computers_and_precision_instruments,lognormal,mean_years,11.0
1876,nickel,China,computers_and_precision_instruments,lognormal,sigma,0.6
1876,nickel,China,electrical_equipment,lognormal,mean_years,25.0
1876,nickel,China,electrical_equipment,lognormal,sigma,0.6
1876,nickel,China,machinery_and_equipment,lognormal,mean_years,25.0
1876,nickel,China,machinery_and_equipment,lognormal,sigma,0.6
1876,nickel,China,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1876,nickel,China,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1876,nickel,China,other_transport_equipment,lognormal,mean_years,28.0
1876,nickel,China,other_transport_equipment,lognormal,sigma,0.6
1876,nickel,China,products_nec,lognormal,mean_years,7.5
1876,nickel,China,products_nec,lognormal,sigma,0.6
1876,nickel,RoW,construction,lognormal,mean_years,83.24384787472034
1876,nickel,RoW,construction,lognormal,sigma,0.6
1876,nickel,RoW,computers_and_precision_instruments,lognormal,mean_years,11.0
1876,nickel,RoW,computers_and_precision_instruments,lognormal,sigma,0.6
1876,nickel,RoW,electrical_equipment,lognormal,mean_years,25.0
1876,nickel,RoW,electrical_equipment,lognormal,sigma,0.6
1876,nickel,RoW,machinery_and_equipment,lognormal,mean_years,25.0
1876,nickel,RoW,machinery_and_equipment,lognormal,sigma,0.6
1876,nickel,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1876,nickel,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1876,nickel,RoW,other_transport_equipment,lognormal,mean_years,28.0
1876,nickel,RoW,other_transport_equipment,lognormal,sigma,0.6
1876,nickel,RoW,products_nec,lognormal,mean_years,7.5
1876,nickel,RoW,products_nec,lognormal,sigma,0.6
1877,tin,EU27,construction,lognormal,mean_years,83.33333333333333
1877,tin,EU27,construction,lognormal,sigma,0.6
1877,tin,EU27,computers_and_precision_instruments,lognormal,mean_years,11.0
1877,tin,EU27,computers_and_precision_instruments,lognormal,sigma,0.6
1877,tin,EU27,electrical_equipment,lognormal,mean_years,25.0
1877,tin,EU27,electrical_equipment,lognormal,sigma,0.6
1877,tin,EU27,machinery_and_equipment,lognormal,mean_years,25.0
1877,tin,EU27,machinery_and_equipment,lognormal,sigma,0.6
1877,tin,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1877,tin,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1877,tin,EU27,other_transport_equipment,lognormal,mean_years,28.0
1877,tin,EU27,other_transport_equipment,lognormal,sigma,0.6
1877,tin,EU27,products_nec,lognormal,mean_years,7.5
1877,tin,EU27,products_nec,lognormal,sigma,0.6
1877,tin,China,construction,lognormal,mean_years,70.0
1877,tin,China,construction,lognormal,sigma,0.6
1877,tin,China,computers_and_precision_instruments,lognormal,mean_years,11.0
1877,tin,China,computers_and_precision_instruments,lognormal,sigma,0.6
1877,tin,China,electrical_equipment,lognormal,mean_years,25.0
1877,tin,China,electrical_equipment,lognormal,sigma,0.6
1877,tin,China,machinery_and_equipment,lognormal,mean_years,25.0
1877,tin,China,machinery_and_equipment,lognormal,sigma,0.6
1877,tin,China,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1877,tin,China,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1877,tin,China,other_transport_equipment,lognormal,mean_years,28.0
1877,tin,China,other_transport_equipment,lognormal,sigma,0.6
1877,tin,China,products_nec,lognormal,mean_years,7.5
1877,tin,China,products_nec,lognormal,sigma,0.6
1877,tin,RoW,construction,lognormal,mean_years,83.24384787472034
1877,tin,RoW,construction,lognormal,sigma,0.6
1877,tin,RoW,computers_and_precision_instruments,lognormal,mean_years,11.0
1877,tin,RoW,computers_and_precision_instruments,lognormal,sigma,0.6
1877,tin,RoW,electrical_equipment,lognormal,mean_years,25.0
1877,tin,RoW,electrical_equipment,lognormal,sigma,0.6
1877,tin,RoW,machinery_and_equipment,lognormal,mean_years,25.0
1877,tin,RoW,machinery_and_equipment,lognormal,sigma,0.6
1877,tin,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1877,tin,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1877,tin,RoW,other_transport_equipment,lognormal,mean_years,28.0
1877,tin,RoW,other_transport_equipment,lognormal,sigma,0.6
1877,tin,RoW,products_nec,lognormal,mean_years,7.5
1877,tin,RoW,products_nec,lognormal,sigma,0.6
1877,zinc,EU27,construction,lognormal,mean_years,83.33333333333333
1877,zinc,EU27,construction,lognormal,sigma,0.6
1877,zinc,EU27,computers_and_precision_instruments,lognormal,mean_years,11.0
1877,zinc,EU27,computers_and_precision_instruments,lognormal,sigma,0.6
1877,zinc,EU27,electrical_equipment,lognormal,mean_years,25.0
1877,zinc,EU27,electrical_equipment,lognormal,sigma,0.6
1877,zinc,EU27,machinery_and_equipment,lognormal,mean_years,25.0
1877,zinc,EU27,machinery_and_equipment,lognormal,sigma,0.6
1877,zinc,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1877,zinc,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1877,zinc,EU27,other_transport_equipment,lognormal,mean_years,28.0
1877,zinc,EU27,other_transport_equipment,lognormal,sigma,0.6
1877,zinc,EU27,products_nec,lognormal,mean_years,7.5
1877,zinc,EU27,products_nec,lognormal,sigma,0.6
1877,zinc,China,construction,lognormal,mean_years,70.0
1877,zinc,China,construction,lognormal,sigma,0.6
1877,zinc,China,computers_and_precision_instruments,lognormal,mean_years,11.0
1877,zinc,China,computers_and_precision_instruments,lognormal,sigma,0.6
1877,zinc,China,electrical_equipment,lognormal,mean_years,25.0
1877,zinc,China,electrical_equipment,lognormal,sigma,0.6
1877,zinc,China,machinery_and_equipment,lognormal,mean_years,25.0
1877,zinc,China,machinery_and_equipment,lognormal,sigma,0.6
1877,zinc,China,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1877,zinc,China,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1877,zinc,China,other_transport_equipment,lognormal,mean_years,28.0
1877,zinc,China,other_transport_equipment,lognormal,sigma,0.6
1877,zinc,China,products_nec,lognormal,mean_years,7.5
1877,zinc,China,products_nec,lognormal,sigma,0.6
1877,zinc,RoW,construction,lognormal,mean_years,83.24384787472034
1877,zinc,RoW,construction,lognormal,sigma,0.6
1877,zinc,RoW,computers_and_precision_instruments,lognormal,mean_years,11.0
1877,zinc,RoW,computers_and_precision_instruments,lognormal,sigma,0.6
1877,zinc,RoW,electrical_equipment,lognormal,mean_years,25.0
1877,zinc,RoW,electrical_equipment,lognormal,sigma,0.6
1877,zinc,RoW,machinery_and_equipment,lognormal,mean_years,25.0
1877,zinc,RoW,machinery_and_equipment,lognormal,sigma,0.6
1877,zinc,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1877,zinc,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1877,zinc,RoW,other_transport_equipment,lognormal,mean_years,28.0
1877,zinc,RoW,other_transport_equipment,lognormal,sigma,0.6
1877,zinc,RoW,products_nec,lognormal,mean_years,7.5
1877,zinc,RoW,products_nec,lognormal,sigma,0.6
1877,nickel,EU27,construction,lognormal,mean_years,83.33333333333333
1877,nickel,EU27,construction,lognormal,sigma,0.6
1877,nickel,EU27,computers_and_precision_instruments,lognormal,mean_years,11.0
1877,nickel,EU27,computers_and_precision_instruments,lognormal,sigma,0.6
1877,nickel,EU27,electrical_equipment,lognormal,mean_years,25.0
1877,nickel,EU27,electrical_equipment,lognormal,sigma,0.6
1877,nickel,EU27,machinery_and_equipment,lognormal,mean_years,25.0
1877,nickel,EU27,machinery_and_equipment,lognormal,sigma,0.6
1877,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1877,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1877,nickel,EU27,other_transport_equipment,lognormal,mean_years,28.0
1877,nickel,EU27,other_transport_equipment,lognormal,sigma,0.6
1877,nickel,EU27,products_nec,lognormal,mean_years,7.5
1877,nickel,EU27,products_nec,lognormal,sigma,0.6
1877,nickel,China,construction,lognormal,mean_years,70.0
1877,nickel,China,construction,lognormal,sigma,0.6
1877,nickel,China,computers_and_precision_instruments,lognormal,mean_years,11.0
1877,nickel,China,computers_and_precision_instruments,lognormal,sigma,0.6
1877,nickel,China,electrical_equipment,lognormal,mean_years,25.0
1877,nickel,China,electrical_equipment,lognormal,sigma,0.6
1877,nickel,China,machinery_and_equipment,lognormal,mean_years,25.0
1877,nickel,China,machinery_and_equipment,lognormal,sigma,0.6
1877,nickel,China,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1877,nickel,China,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1877,nickel,China,other_transport_equipment,lognormal,mean_years,28.0
1877,nickel,China,other_transport_equipment,lognormal,sigma,0.6
1877,nickel,China,products_nec,lognormal,mean_years,7.5
1877,nickel,China,products_nec,lognormal,sigma,0.6
1877,nickel,RoW,construction,lognormal,mean_years,83.24384787472034
1877,nickel,RoW,construction,lognormal,sigma,0.6
1877,nickel,RoW,computers_and_precision_instruments,lognormal,mean_years,11.0
1877,nickel,RoW,computers_and_precision_instruments,lognormal,sigma,0.6
1877,nickel,RoW,electrical_equipment,lognormal,mean_years,25.0
1877,nickel,RoW,electrical_equipment,lognormal,sigma,0.6
1877,nickel,RoW,machinery_and_equipment,lognormal,mean_years,25.0
1877,nickel,RoW,machinery_and_equipment,lognormal,sigma,0.6
1877,nickel,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1877,nickel,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1877,nickel,RoW,other_transport_equipment,lognormal,mean_years,28.0
1877,nickel,RoW,other_transport_equipment,lognormal,sigma,0.6
1877,nickel,RoW,products_nec,lognormal,mean_years,7.5
1877,nickel,RoW,products_nec,lognormal,sigma,0.6
1878,tin,EU27,construction,lognormal,mean_years,83.33333333333333
1878,tin,EU27,construction,lognormal,sigma,0.6
1878,tin,EU27,computers_and_precision_instruments,lognormal,mean_years,11.0
1878,tin,EU27,computers_and_precision_instruments,lognormal,sigma,0.6
1878,tin,EU27,electrical_equipment,lognormal,mean_years,25.0
1878,tin,EU27,electrical_equipment,lognormal,sigma,0.6
1878,tin,EU27,machinery_and_equipment,lognormal,mean_years,25.0
1878,tin,EU27,machinery_and_equipment,lognormal,sigma,0.6
1878,tin,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1878,tin,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1878,tin,EU27,other_transport_equipment,lognormal,mean_years,28.0
1878,tin,EU27,other_transport_equipment,lognormal,sigma,0.6
1878,tin,EU27,products_nec,lognormal,mean_years,7.5
1878,tin,EU27,products_nec,lognormal,sigma,0.6
1878,tin,China,construction,lognormal,mean_years,70.0
1878,tin,China,construction,lognormal,sigma,0.6
1878,tin,China,computers_and_precision_instruments,lognormal,mean_years,11.0
1878,tin,China,computers_and_precision_instruments,lognormal,sigma,0.6
1878,tin,China,electrical_equipment,lognormal,mean_years,25.0
1878,tin,China,electrical_equipment,lognormal,sigma,0.6
1878,tin,China,machinery_and_equipment,lognormal,mean_years,25.0
1878,tin,China,machinery_and_equipment,lognormal,sigma,0.6
1878,tin,China,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1878,tin,China,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1878,tin,China,other_transport_equipment,lognormal,mean_years,28.0
1878,tin,China,other_transport_equipment,lognormal,sigma,0.6
1878,tin,China,products_nec,lognormal,mean_years,7.5
1878,tin,China,products_nec,lognormal,sigma,0.6
1878,tin,RoW,construction,lognormal,mean_years,83.24384787472034
1878,tin,RoW,construction,lognormal,sigma,0.6
1878,tin,RoW,computers_and_precision_instruments,lognormal,mean_years,11.0
1878,tin,RoW,computers_and_precision_instruments,lognormal,sigma,0.6
1878,tin,RoW,electrical_equipment,lognormal,mean_years,25.0
1878,tin,RoW,electrical_equipment,lognormal,sigma,0.6
1878,tin,RoW,machinery_and_equipment,lognormal,mean_years,25.0
1878,tin,RoW,machinery_and_equipment,lognormal,sigma,0.6
1878,tin,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1878,tin,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1878,tin,RoW,other_transport_equipment,lognormal,mean_years,28.0
1878,tin,RoW,other_transport_equipment,lognormal,sigma,0.6
1878,tin,RoW,products_nec,lognormal,mean_years,7.5
1878,tin,RoW,products_nec,lognormal,sigma,0.6
1878,zinc,EU27,construction,lognormal,mean_years,83.33333333333333
1878,zinc,EU27,construction,lognormal,sigma,0.6
1878,zinc,EU27,computers_and_precision_instruments,lognormal,mean_years,11.0
1878,zinc,EU27,computers_and_precision_instruments,lognormal,sigma,0.6
1878,zinc,EU27,electrical_equipment,lognormal,mean_years,25.0
1878,zinc,EU27,electrical_equipment,lognormal,sigma,0.6
1878,zinc,EU27,machinery_and_equipment,lognormal,mean_years,25.0
1878,zinc,EU27,machinery_and_equipment,lognormal,sigma,0.6
1878,zinc,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1878,zinc,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1878,zinc,EU27,other_transport_equipment,lognormal,mean_years,28.0
1878,zinc,EU27,other_transport_equipment,lognormal,sigma,0.6
1878,zinc,EU27,products_nec,lognormal,mean_years,7.5
1878,zinc,EU27,products_nec,lognormal,sigma,0.6
1878,zinc,China,construction,lognormal,mean_years,70.0
1878,zinc,China,construction,lognormal,sigma,0.6
1878,zinc,China,computers_and_precision_instruments,lognormal,mean_years,11.0
1878,zinc,China,computers_and_precision_instruments,lognormal,sigma,0.6
1878,zinc,China,electrical_equipment,lognormal,mean_years,25.0
1878,zinc,China,electrical_equipment,lognormal,sigma,0.6
1878,zinc,China,machinery_and_equipment,lognormal,mean_years,25.0
1878,zinc,China,machinery_and_equipment,lognormal,sigma,0.6
1878,zinc,China,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1878,zinc,China,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1878,zinc,China,other_transport_equipment,lognormal,mean_years,28.0
1878,zinc,China,other_transport_equipment,lognormal,sigma,0.6
1878,zinc,China,products_nec,lognormal,mean_years,7.5
1878,zinc,China,products_nec,lognormal,sigma,0.6
1878,zinc,RoW,construction,lognormal,mean_years,83.24384787472034
1878,zinc,RoW,construction,lognormal,sigma,0.6
1878,zinc,RoW,computers_and_precision_instruments,lognormal,mean_years,11.0
1878,zinc,RoW,computers_and_precision_instruments,lognormal,sigma,0.6
1878,zinc,RoW,electrical_equipment,lognormal,mean_years,25.0
1878,zinc,RoW,electrical_equipment,lognormal,sigma,0.6
1878,zinc,RoW,machinery_and_equipment,lognormal,mean_years,25.0
1878,zinc,RoW,machinery_and_equipment,lognormal,sigma,0.6
1878,zinc,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1878,zinc,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1878,zinc,RoW,other_transport_equipment,lognormal,mean_years,28.0
1878,zinc,RoW,other_transport_equipment,lognormal,sigma,0.6
1878,zinc,RoW,products_nec,lognormal,mean_years,7.5
1878,zinc,RoW,products_nec,lognormal,sigma,0.6
1878,nickel,EU27,construction,lognormal,mean_years,83.33333333333333
1878,nickel,EU27,construction,lognormal,sigma,0.6
1878,nickel,EU27,computers_and_precision_instruments,lognormal,mean_years,11.0
1878,nickel,EU27,computers_and_precision_instruments,lognormal,sigma,0.6
1878,nickel,EU27,electrical_equipment,lognormal,mean_years,25.0
1878,nickel,EU27,electrical_equipment,lognormal,sigma,0.6
1878,nickel,EU27,machinery_and_equipment,lognormal,mean_years,25.0
1878,nickel,EU27,machinery_and_equipment,lognormal,sigma,0.6
1878,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1878,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1878,nickel,EU27,other_transport_equipment,lognormal,mean_years,28.0
1878,nickel,EU27,other_transport_equipment,lognormal,sigma,0.6
1878,nickel,EU27,products_nec,lognormal,mean_years,7.5
1878,nickel,EU27,products_nec,lognormal,sigma,0.6
1878,nickel,China,construction,lognormal,mean_years,70.0
1878,nickel,China,construction,lognormal,sigma,0.6
1878,nickel,China,computers_and_precision_instruments,lognormal,mean_years,11.0
1878,nickel,China,computers_and_precision_instruments,lognormal,sigma,0.6
1878,nickel,China,electrical_equipment,lognormal,mean_years,25.0
1878,nickel,China,electrical_equipment,lognormal,sigma,0.6
1878,nickel,China,machinery_and_equipment,lognormal,mean_years,25.0
1878,nickel,China,machinery_and_equipment,lognormal,sigma,0.6
1878,nickel,China,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1878,nickel,China,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1878,nickel,China,other_transport_equipment,lognormal,mean_years,28.0
1878,nickel,China,other_transport_equipment,lognormal,sigma,0.6
1878,nickel,China,products_nec,lognormal,mean_years,7.5
1878,nickel,China,products_nec,lognormal,sigma,0.6
1878,nickel,RoW,construction,lognormal,mean_years,83.24384787472034
1878,nickel,RoW,construction,lognormal,sigma,0.6
1878,nickel,RoW,computers_and_precision_instruments,lognormal,mean_years,11.0
1878,nickel,RoW,computers_and_precision_instruments,lognormal,sigma,0.6
1878,nickel,RoW,electrical_equipment,lognormal,mean_years,25.0
1878,nickel,RoW,electrical_equipment,lognormal,sigma,0.6
1878,nickel,RoW,machinery_and_equipment,lognormal,mean_years,25.0
1878,nickel,RoW,machinery_and_equipment,lognormal,sigma,0.6
1878,nickel,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1878,nickel,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1878,nickel,RoW,other_transport_equipment,lognormal,mean_years,28.0
1878,nickel,RoW,other_transport_equipment,lognormal,sigma,0.6
1878,nickel,RoW,products_nec,lognormal,mean_years,7.5
1878,nickel,RoW,products_nec,lognormal,sigma,0.6
1879,tin,EU27,construction,lognormal,mean_years,83.33333333333333
1879,tin,EU27,construction,lognormal,sigma,0.6
1879,tin,EU27,computers_and_precision_instruments,lognormal,mean_years,11.0
1879,tin,EU27,computers_and_precision_instruments,lognormal,sigma,0.6
1879,tin,EU27,electrical_equipment,lognormal,mean_years,25.0
1879,tin,EU27,electrical_equipment,lognormal,sigma,0.6
1879,tin,EU27,machinery_and_equipment,lognormal,mean_years,25.0
1879,tin,EU27,machinery_and_equipment,lognormal,sigma,0.6
1879,tin,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1879,tin,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1879,tin,EU27,other_transport_equipment,lognormal,mean_years,28.0
1879,tin,EU27,other_transport_equipment,lognormal,sigma,0.6
1879,tin,EU27,products_nec,lognormal,mean_years,7.5
1879,tin,EU27,products_nec,lognormal,sigma,0.6
1879,tin,China,construction,lognormal,mean_years,70.0
1879,tin,China,construction,lognormal,sigma,0.6
1879,tin,China,computers_and_precision_instruments,lognormal,mean_years,11.0
1879,tin,China,computers_and_precision_instruments,lognormal,sigma,0.6
1879,tin,China,electrical_equipment,lognormal,mean_years,25.0
1879,tin,China,electrical_equipment,lognormal,sigma,0.6
1879,tin,China,machinery_and_equipment,lognormal,mean_years,25.0
1879,tin,China,machinery_and_equipment,lognormal,sigma,0.6
1879,tin,China,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1879,tin,China,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1879,tin,China,other_transport_equipment,lognormal,mean_years,28.0
1879,tin,China,other_transport_equipment,lognormal,sigma,0.6
1879,tin,China,products_nec,lognormal,mean_years,7.5
1879,tin,China,products_nec,lognormal,sigma,0.6
1879,tin,RoW,construction,lognormal,mean_years,83.24384787472034
1879,tin,RoW,construction,lognormal,sigma,0.6
1879,tin,RoW,computers_and_precision_instruments,lognormal,mean_years,11.0
1879,tin,RoW,computers_and_precision_instruments,lognormal,sigma,0.6
1879,tin,RoW,electrical_equipment,lognormal,mean_years,25.0
1879,tin,RoW,electrical_equipment,lognormal,sigma,0.6
1879,tin,RoW,machinery_and_equipment,lognormal,mean_years,25.0
1879,tin,RoW,machinery_and_equipment,lognormal,sigma,0.6
1879,tin,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1879,tin,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1879,tin,RoW,other_transport_equipment,lognormal,mean_years,28.0
1879,tin,RoW,other_transport_equipment,lognormal,sigma,0.6
1879,tin,RoW,products_nec,lognormal,mean_years,7.5
1879,tin,RoW,products_nec,lognormal,sigma,0.6
1879,zinc,EU27,construction,lognormal,mean_years,83.33333333333333
1879,zinc,EU27,construction,lognormal,sigma,0.6
1879,zinc,EU27,computers_and_precision_instruments,lognormal,mean_years,11.0
1879,zinc,EU27,computers_and_precision_instruments,lognormal,sigma,0.6
1879,zinc,EU27,electrical_equipment,lognormal,mean_years,25.0
1879,zinc,EU27,electrical_equipment,lognormal,sigma,0.6
1879,zinc,EU27,machinery_and_equipment,lognormal,mean_years,25.0
1879,zinc,EU27,machinery_and_equipment,lognormal,sigma,0.6
1879,zinc,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1879,zinc,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1879,zinc,EU27,other_transport_equipment,lognormal,mean_years,28.0
1879,zinc,EU27,other_transport_equipment,lognormal,sigma,0.6
1879,zinc,EU27,products_nec,lognormal,mean_years,7.5
1879,zinc,EU27,products_nec,lognormal,sigma,0.6
1879,zinc,China,construction,lognormal,mean_years,70.0
1879,zinc,China,construction,lognormal,sigma,0.6
1879,zinc,China,computers_and_precision_instruments,lognormal,mean_years,11.0
1879,zinc,China,computers_and_precision_instruments,lognormal,sigma,0.6
1879,zinc,China,electrical_equipment,lognormal,mean_years,25.0
1879,zinc,China,electrical_equipment,lognormal,sigma,0.6
1879,zinc,China,machinery_and_equipment,lognormal,mean_years,25.0
1879,zinc,China,machinery_and_equipment,lognormal,sigma,0.6
1879,zinc,China,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1879,zinc,China,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1879,zinc,China,other_transport_equipment,lognormal,mean_years,28.0
1879,zinc,China,other_transport_equipment,lognormal,sigma,0.6
1879,zinc,China,products_nec,lognormal,mean_years,7.5
1879,zinc,China,products_nec,lognormal,sigma,0.6
1879,zinc,RoW,construction,lognormal,mean_years,83.24384787472034
1879,zinc,RoW,construction,lognormal,sigma,0.6
1879,zinc,RoW,computers_and_precision_instruments,lognormal,mean_years,11.0
1879,zinc,RoW,computers_and_precision_instruments,lognormal,sigma,0.6
1879,zinc,RoW,electrical_equipment,lognormal,mean_years,25.0
1879,zinc,RoW,electrical_equipment,lognormal,sigma,0.6
1879,zinc,RoW,machinery_and_equipment,lognormal,mean_years,25.0
1879,zinc,RoW,machinery_and_equipment,lognormal,sigma,0.6
1879,zinc,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1879,zinc,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1879,zinc,RoW,other_transport_equipment,lognormal,mean_years,28.0
1879,zinc,RoW,other_transport_equipment,lognormal,sigma,0.6
1879,zinc,RoW,products_nec,lognormal,mean_years,7.5
1879,zinc,RoW,products_nec,lognormal,sigma,0.6
1879,nickel,EU27,construction,lognormal,mean_years,83.33333333333333
1879,nickel,EU27,construction,lognormal,sigma,0.6
1879,nickel,EU27,computers_and_precision_instruments,lognormal,mean_years,11.0
1879,nickel,EU27,computers_and_precision_instruments,lognormal,sigma,0.6
1879,nickel,EU27,electrical_equipment,lognormal,mean_years,25.0
1879,nickel,EU27,electrical_equipment,lognormal,sigma,0.6
1879,nickel,EU27,machinery_and_equipment,lognormal,mean_years,25.0
1879,nickel,EU27,machinery_and_equipment,lognormal,sigma,0.6
1879,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1879,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1879,nickel,EU27,other_transport_equipment,lognormal,mean_years,28.0
1879,nickel,EU27,other_transport_equipment,lognormal,sigma,0.6
1879,nickel,EU27,products_nec,lognormal,mean_years,7.5
1879,nickel,EU27,products_nec,lognormal,sigma,0.6
1879,nickel,China,construction,lognormal,mean_years,70.0
1879,nickel,China,construction,lognormal,sigma,0.6
1879,nickel,China,computers_and_precision_instruments,lognormal,mean_years,11.0
1879,nickel,China,computers_and_precision_instruments,lognormal,sigma,0.6
1879,nickel,China,electrical_equipment,lognormal,mean_years,25.0
1879,nickel,China,electrical_equipment,lognormal,sigma,0.6
1879,nickel,China,machinery_and_equipment,lognormal,mean_years,25.0
1879,nickel,China,machinery_and_equipment,lognormal,sigma,0.6
1879,nickel,China,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1879,nickel,China,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1879,nickel,China,other_transport_equipment,lognormal,mean_years,28.0
1879,nickel,China,other_transport_equipment,lognormal,sigma,0.6
1879,nickel,China,products_nec,lognormal,mean_years,7.5
1879,nickel,China,products_nec,lognormal,sigma,0.6
1879,nickel,RoW,construction,lognormal,mean_years,83.24384787472034
1879,nickel,RoW,construction,lognormal,sigma,0.6
1879,nickel,RoW,computers_and_precision_instruments,lognormal,mean_years,11.0
1879,nickel,RoW,computers_and_precision_instruments,lognormal,sigma,0.6
1879,nickel,RoW,electrical_equipment,lognormal,mean_years,25.0
1879,nickel,RoW,electrical_equipment,lognormal,sigma,0.6
1879,nickel,RoW,machinery_and_equipment,lognormal,mean_years,25.0
1879,nickel,RoW,machinery_and_equipment,lognormal,sigma,0.6
1879,nickel,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
