cohort_year,material,region,end_use,dist,param,value
1870,tin,EU27,construction,lognormal,mean_years,83.33333333333333
1870,tin,EU27,construction,lognormal,sigma,0.6
1870,tin,EU27,computers_and_precision_instruments,lognormal,mean_years,11.0
1870,tin,EU27,computers_and_precision_instruments,lognormal,sigma,0.6
1870,tin,EU27,electrical_equipment,lognormal,mean_years,25.0
1870,tin,EU27,electrical_equipment,lognormal,sigma,0.6
1870,tin,EU27,machinery_and_equipment,lognormal,mean_years,25.0
1870,tin,EU27,machinery_and_equipment,lognormal,sigma,0.6
1870,tin,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1870,tin,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1870,tin,EU27,other_transport_equipment,lognormal,mean_years,28.0
1870,tin,EU27,other_transport_equipment,lognormal,sigma,0.6
1870,tin,EU27,products_nec,lognormal,mean_years,7.5
1870,tin,EU27,products_nec,lognormal,sigma,0.6
1870,tin,China,construction,lognormal,mean_years,70.0
1870,tin,China,construction,lognormal,sigma,0.6
1870,tin,China,computers_and_precision_instruments,lognormal,mean_years,11.0
1870,tin,China,computers_and_precision_instruments,lognormal,sigma,0.6
1870,tin,China,electrical_equipment,lognormal,mean_years,25.0
1870,tin,China,electrical_equipment,lognormal,sigma,0.6
1870,tin,China,machinery_and_equipment,lognormal,mean_years,25.0
1870,tin,China,machinery_and_equipment,lognormal,sigma,0.6
1870,tin,China,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1870,tin,China,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1870,tin,China,other_transport_equipment,lognormal,mean_years,28.0
1870,tin,China,other_transport_equipment,lognormal,sigma,0.6
1870,tin,China,products_nec,lognormal,mean_years,7.5
1870,tin,China,products_nec,lognormal,sigma,0.6
1870,tin,RoW,construction,lognormal,mean_years,83.24384787472034
1870,tin,RoW,construction,lognormal,sigma,0.6
1870,tin,RoW,computers_and_precision_instruments,lognormal,mean_years,11.0
1870,tin,RoW,computers_and_precision_instruments,lognormal,sigma,0.6
1870,tin,RoW,electrical_equipment,lognormal,mean_years,25.0
1870,tin,RoW,electrical_equipment,lognormal,sigma,0.6
1870,tin,RoW,machinery_and_equipment,lognormal,mean_years,25.0
1870,tin,RoW,machinery_and_equipment,lognormal,sigma,0.6
1870,tin,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1870,tin,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1870,tin,RoW,other_transport_equipment,lognormal,mean_years,28.0
1870,tin,RoW,other_transport_equipment,lognormal,sigma,0.6
1870,tin,RoW,products_nec,lognormal,mean_years,7.5
1870,tin,RoW,products_nec,lognormal,sigma,0.6
1870,zinc,EU27,construction,lognormal,mean_years,83.33333333333333
1870,zinc,EU27,construction,lognormal,sigma,0.6
1870,zinc,EU27,computers_and_precision_instruments,lognormal,mean_years,11.0
1870,zinc,EU27,computers_and_precision_instruments,lognormal,sigma,0.6
1870,zinc,EU27,electrical_equipment,lognormal,mean_years,25.0
1870,zinc,EU27,electrical_equipment,lognormal,sigma,0.6
1870,zinc,EU27,machinery_and_equipment,lognormal,mean_years,25.0
1870,zinc,EU27,machinery_and_equipment,lognormal,sigma,0.6
1870,zinc,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1870,zinc,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1870,zinc,EU27,other_transport_equipment,lognormal,mean_years,28.0
1870,zinc,EU27,other_transport_equipment,lognormal,sigma,0.6
1870,zinc,EU27,products_nec,lognormal,mean_years,7.5
1870,zinc,EU27,products_nec,lognormal,sigma,0.6
1870,zinc,China,construction,lognormal,mean_years,70.0
1870,zinc,China,construction,lognormal,sigma,0.6
1870,zinc,China,computers_and_precision_instruments,lognormal,mean_years,11.0
1870,zinc,China,computers_and_precision_instruments,lognormal,sigma,0.6
1870,zinc,China,electrical_equipment,lognormal,mean_years,25.0
1870,zinc,China,electrical_equipment,lognormal,sigma,0.6
1870,zinc,China,machinery_and_equipment,lognormal,mean_years,25.0
1870,zinc,China,machinery_and_equipment,lognormal,sigma,0.6
1870,zinc,China,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1870,zinc,China,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1870,zinc,China,other_transport_equipment,lognormal,mean_years,28.0
1870,zinc,China,other_transport_equipment,lognormal,sigma,0.6
1870,zinc,China,products_nec,lognormal,mean_years,7.5
1870,zinc,China,products_nec,lognormal,sigma,0.6
1870,zinc,RoW,construction,lognormal,mean_years,83.24384787472034
1870,zinc,RoW,construction,lognormal,sigma,0.6
1870,zinc,RoW,computers_and_precision_instruments,lognormal,mean_years,11.0
1870,zinc,RoW,computers_and_precision_instruments,lognormal,sigma,0.6
1870,zinc,RoW,electrical_equipment,lognormal,mean_years,25.0
1870,zinc,RoW,electrical_equipment,lognormal,sigma,0.6
1870,zinc,RoW,machinery_and_equipment,lognormal,mean_years,25.0
1870,zinc,RoW,machinery_and_equipment,lognormal,sigma,0.6
1870,zinc,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1870,zinc,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1870,zinc,RoW,other_transport_equipment,lognormal,mean_years,28.0
1870,zinc,RoW,other_transport_equipment,lognormal,sigma,0.6
1870,zinc,RoW,products_nec,lognormal,mean_years,7.5
1870,zinc,RoW,products_nec,lognormal,sigma,0.6
1870,nickel,EU27,construction,lognormal,mean_years,83.33333333333333
1870,nickel,EU27,construction,lognormal,sigma,0.6
1870,nickel,EU27,computers_and_precision_instruments,lognormal,mean_years,11.0
1870,nickel,EU27,computers_and_precision_instruments,lognormal,sigma,0.6
1870,nickel,EU27,electrical_equipment,lognormal,mean_years,25.0
1870,nickel,EU27,electrical_equipment,lognormal,sigma,0.6
1870,nickel,EU27,machinery_and_equipment,lognormal,mean_years,25.0
1870,nickel,EU27,machinery_and_equipment,lognormal,sigma,0.6
1870,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1870,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1870,nickel,EU27,other_transport_equipment,lognormal,mean_years,28.0
1870,nickel,EU27,other_transport_equipment,lognormal,sigma,0.6
1870,nickel,EU27,products_nec,lognormal,mean_years,7.5
1870,nickel,EU27,products_nec,lognormal,sigma,0.6
1870,nickel,China,construction,lognormal,mean_years,70.0
1870,nickel,China,construction,lognormal,sigma,0.6
1870,nickel,China,computers_and_precision_instruments,lognormal,mean_years,11.0
1870,nickel,China,computers_and_precision_instruments,lognormal,sigma,0.6
1870,nickel,China,electrical_equipment,lognormal,mean_years,25.0
1870,nickel,China,electrical_equipment,lognormal,sigma,0.6
1870,nickel,China,machinery_and_equipment,lognormal,mean_years,25.0
1870,nickel,China,machinery_and_equipment,lognormal,sigma,0.6
1870,nickel,China,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1870,nickel,China,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1870,nickel,China,other_transport_equipment,lognormal,mean_years,28.0
1870,nickel,China,other_transport_equipment,lognormal,sigma,0.6
1870,nickel,China,products_nec,lognormal,mean_years,7.5
1870,nickel,China,products_nec,lognormal,sigma,0.6
1870,nickel,RoW,construction,lognormal,mean_years,83.24384787472034
1870,nickel,RoW,construction,lognormal,sigma,0.6
1870,nickel,RoW,computers_and_precision_instruments,lognormal,mean_years,11.0
1870,nickel,RoW,computers_and_precision_instruments,lognormal,sigma,0.6
1870,nickel,RoW,electrical_equipment,lognormal,mean_years,25.0
1870,nickel,RoW,electrical_equipment,lognormal,sigma,0.6
1870,nickel,RoW,machinery_and_equipment,lognormal,mean_years,25.0
1870,nickel,RoW,machinery_and_equipment,lognormal,sigma,0.6
1870,nickel,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1870,nickel,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1870,nickel,RoW,other_transport_equipment,lognormal,mean_years,28.0
1870,nickel,RoW,other_transport_equipment,lognormal,sigma,0.6
1870,nickel,RoW,products_nec,lognormal,mean_years,7.5
1870,nickel,RoW,products_nec,lognormal,sigma,0.6
1871,tin,EU27,construction,lognormal,mean_years,83.33333333333333
1871,tin,EU27,construction,lognormal,sigma,0.6
1871,tin,EU27,computers_and_precision_instruments,lognormal,mean_years,11.0
1871,tin,EU27,computers_and_precision_instruments,lognormal,sigma,0.6
1871,tin,EU27,electrical_equipment,lognormal,mean_years,25.0
1871,tin,EU27,electrical_equipment,lognormal,sigma,0.6
1871,tin,EU27,machinery_and_equipment,lognormal,mean_years,25.0
1871,tin,EU27,machinery_and_equipment,lognormal,sigma,0.6
1871,tin,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1871,tin,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1871,tin,EU27,other_transport_equipment,lognormal,mean_years,28.0
1871,tin,EU27,other_transport_equipment,lognormal,sigma,0.6
1871,tin,EU27,products_nec,lognormal,mean_years,7.5
1871,tin,EU27,products_nec,lognormal,sigma,0.6
1871,tin,China,construction,lognormal,mean_years,70.0
1871,tin,China,construction,lognormal,sigma,0.6
1871,tin,China,computers_and_precision_instruments,lognormal,mean_years,11.0
1871,tin,China,computers_and_precision_instruments,lognormal,sigma,0.6
1871,tin,China,electrical_equipment,lognormal,mean_years,25.0
1871,tin,China,electrical_equipment,lognormal,sigma,0.6
1871,tin,China,machinery_and_equipment,lognormal,mean_years,25.0
1871,tin,China,machinery_and_equipment,lognormal,sigma,0.6
1871,tin,China,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1871,tin,China,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1871,tin,China,other_transport_equipment,lognormal,mean_years,28.0
1871,tin,China,other_transport_equipment,lognormal,sigma,0.6
1871,tin,China,products_nec,lognormal,mean_years,7.5
1871,tin,China,products_nec,lognormal,sigma,0.6
1871,tin,RoW,construction,lognormal,mean_years,83.24384787472034
1871,tin,RoW,construction,lognormal,sigma,0.6
1871,tin,RoW,computers_and_precision_instruments,lognormal,mean_years,11.0
1871,tin,RoW,computers_and_precision_instruments,lognormal,sigma,0.6
1871,tin,RoW,electrical_equipment,lognormal,mean_years,25.0
1871,tin,RoW,electrical_equipment,lognormal,sigma,0.6
1871,tin,RoW,machinery_and_equipment,lognormal,mean_years,25.0
1871,tin,RoW,machinery_and_equipment,lognormal,sigma,0.6
1871,tin,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1871,tin,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1871,tin,RoW,other_transport_equipment,lognormal,mean_years,28.0
1871,tin,RoW,other_transport_equipment,lognormal,sigma,0.6
1871,tin,RoW,products_nec,lognormal,mean_years,7.5
1871,tin,RoW,products_nec,lognormal,sigma,0.6
1871,zinc,EU27,construction,lognormal,mean_years,83.33333333333333
1871,zinc,EU27,construction,lognormal,sigma,0.6
1871,zinc,EU27,computers_and_precision_instruments,lognormal,mean_years,11.0
1871,zinc,EU27,computers_and_precision_instruments,lognormal,sigma,0.6
1871,zinc,EU27,electrical_equipment,lognormal,mean_years,25.0
1871,zinc,EU27,electrical_equipment,lognormal,sigma,0.6
1871,zinc,EU27,machinery_and_equipment,lognormal,mean_years,25.0
1871,zinc,EU27,machinery_and_equipment,lognormal,sigma,0.6
1871,zinc,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1871,zinc,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1871,zinc,EU27,other_transport_equipment,lognormal,mean_years,28.0
1871,zinc,EU27,other_transport_equipment,lognormal,sigma,0.6
1871,zinc,EU27,products_nec,lognormal,mean_years,7.5
1871,zinc,EU27,products_nec,lognormal,sigma,0.6
1871,zinc,China,construction,lognormal,mean_years,70.0
1871,zinc,China,construction,lognormal,sigma,0.6
1871,zinc,China,computers_and_precision_instruments,lognormal,mean_years,11.0
1871,zinc,China,computers_and_precision_instruments,lognormal,sigma,0.6
1871,zinc,China,electrical_equipment,lognormal,mean_years,25.0
1871,zinc,China,electrical_equipment,lognormal,sigma,0.6
1871,zinc,China,machinery_and_equipment,lognormal,mean_years,25.0
1871,zinc,China,machinery_and_equipment,lognormal,sigma,0.6
1871,zinc,China,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1871,zinc,China,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1871,zinc,China,other_transport_equipment,lognormal,mean_years,28.0
1871,zinc,China,other_transport_equipment,lognormal,sigma,0.6
1871,zinc,China,products_nec,lognormal,mean_years,7.5
1871,zinc,China,products_nec,lognormal,sigma,0.6
1871,zinc,RoW,construction,lognormal,mean_years,83.24384787472034
1871,zinc,RoW,construction,lognormal,sigma,0.6
1871,zinc,RoW,computers_and_precision_instruments,lognormal,mean_years,11.0
1871,zinc,RoW,computers_and_precision_instruments,lognormal,sigma,0.6
1871,zinc,RoW,electrical_equipment,lognormal,mean_years,25.0
1871,zinc,RoW,electrical_equipment,lognormal,sigma,0.6
1871,zinc,RoW,machinery_and_equipment,lognormal,mean_years,25.0
1871,zinc,RoW,machinery_and_equipment,lognormal,sigma,0.6
1871,zinc,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1871,zinc,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1871,zinc,RoW,other_transport_equipment,lognormal,mean_years,28.0
1871,zinc,RoW,other_transport_equipment,lognormal,sigma,0.6
1871,zinc,RoW,products_nec,lognormal,mean_years,7.5
1871,zinc,RoW,products_nec,lognormal,sigma,0.6
1871,nickel,EU27,construction,lognormal,mean_years,83.33333333333333
1871,nickel,EU27,construction,lognormal,sigma,0.6
1871,nickel,EU27,computers_and_precision_instruments,lognormal,mean_years,11.0
1871,nickel,EU27,computers_and_precision_instruments,lognormal,sigma,0.6
1871,nickel,EU27,electrical_equipment,lognormal,mean_years,25.0
1871,nickel,EU27,electrical_equipment,lognormal,sigma,0.6
1871,nickel,EU27,machinery_and_equipment,lognormal,mean_years,25.0
1871,nickel,EU27,machinery_and_equipment,lognormal,sigma,0.6
1871,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1871,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1871,nickel,EU27,other_transport_equipment,lognormal,mean_years,28.0
1871,nickel,EU27,other_transport_equipment,lognormal,sigma,0.6
1871,nickel,EU27,products_nec,lognormal,mean_years,7.5
1871,nickel,EU27,products_nec,lognormal,sigma,0.6
1871,nickel,China,construction,lognormal,mean_years,70.0
1871,nickel,China,construction,lognormal,sigma,0.6
1871,nickel,China,computers_and_precision_instruments,lognormal,mean_years,11.0
1871,nickel,China,computers_and_precision_instruments,lognormal,sigma,0.6
1871,nickel,China,electrical_equipment,lognormal,mean_years,25.0
1871,nickel,China,electrical_equipment,lognormal,sigma,0.6
1871,nickel,China,machinery_and_equipment,lognormal,mean_years,25.0
1871,nickel,China,machinery_and_equipment,lognormal,sigma,0.6
1871,nickel,China,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1871,nickel,China,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1871,nickel,China,other_transport_equipment,lognormal,mean_years,28.0
1871,nickel,China,other_transport_equipment,lognormal,sigma,0.6
1871,nickel,China,products_nec,lognormal,mean_years,7.5
1871,nickel,China,products_nec,lognormal,sigma,0.6
1871,nickel,RoW,construction,lognormal,mean_years,83.24384787472034
1871,nickel,RoW,construction,lognormal,sigma,0.6
1871,nickel,RoW,computers_and_precision_instruments,lognormal,mean_years,11.0
1871,nickel,RoW,computers_and_precision_instruments,lognormal,sigma,0.6
1871,nickel,RoW,electrical_equipment,lognormal,mean_years,25.0
1871,nickel,RoW,electrical_equipment,lognormal,sigma,0.6
1871,nickel,RoW,machinery_and_equipment,lognormal,mean_years,25.0
1871,nickel,RoW,machinery_and_equipment,lognormal,sigma,0.6
1871,nickel,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1871,nickel,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1871,nickel,RoW,other_transport_equipment,lognormal,mean_years,28.0
1871,nickel,RoW,other_transport_equipment,lognormal,sigma,0.6
1871,nickel,RoW,products_nec,lognormal,mean_years,7.5
1871,nickel,RoW,products_nec,lognormal,sigma,0.6
1872,tin,EU27,construction,lognormal,mean_years,83.33333333333333
1872,tin,EU27,construction,lognormal,sigma,0.6
1872,tin,EU27,computers_and_precision_instruments,lognormal,mean_years,11.0
1872,tin,EU27,computers_and_precision_instruments,lognormal,sigma,0.6
1872,tin,EU27,electrical_equipment,lognormal,mean_years,25.0
1872,tin,EU27,electrical_equipment,lognormal,sigma,0.6
1872,tin,EU27,machinery_and_equipment,lognormal,mean_years,25.0
1872,tin,EU27,machinery_and_equipment,lognormal,sigma,0.6
1872,tin,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1872,tin,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1872,tin,EU27,other_transport_equipment,lognormal,mean_years,28.0
1872,tin,EU27,other_transport_equipment,lognormal,sigma,0.6
1872,tin,EU27,products_nec,lognormal,mean_years,7.5
1872,tin,EU27,products_nec,lognormal,sigma,0.6
1872,tin,China,construction,lognormal,mean_years,70.0
1872,tin,China,construction,lognormal,sigma,0.6
1872,tin,China,computers_and_precision_instruments,lognormal,mean_years,11.0
1872,tin,China,computers_and_precision_instruments,lognormal,sigma,0.6
1872,tin,China,electrical_equipment,lognormal,mean_years,25.0
1872,tin,China,electrical_equipment,lognormal,sigma,0.6
1872,tin,China,machinery_and_equipment,lognormal,mean_years,25.0
1872,tin,China,machinery_and_equipment,lognormal,sigma,0.6
1872,tin,China,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1872,tin,China,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1872,tin,China,other_transport_equipment,lognormal,mean_years,28.0
1872,tin,China,other_transport_equipment,lognormal,sigma,0.6
1872,tin,China,products_nec,lognormal,mean_years,7.5
1872,tin,China,products_nec,lognormal,sigma,0.6
1872,tin,RoW,construction,lognormal,mean_years,83.24384787472034
1872,tin,RoW,construction,lognormal,sigma,0.6
1872,tin,RoW,computers_and_precision_instruments,lognormal,mean_years,11.0
1872,tin,RoW,computers_and_precision_instruments,lognormal,sigma,0.6
1872,tin,RoW,electrical_equipment,lognormal,mean_years,25.0
1872,tin,RoW,electrical_equipment,lognormal,sigma,0.6
1872,tin,RoW,machinery_and_equipment,lognormal,mean_years,25.0
1872,tin,RoW,machinery_and_equipment,lognormal,sigma,0.6
1872,tin,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1872,tin,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1872,tin,RoW,other_transport_equipment,lognormal,mean_years,28.0
1872,tin,RoW,other_transport_equipment,lognormal,sigma,0.6
1872,tin,RoW,products_nec,lognormal,mean_years,7.5
1872,tin,RoW,products_nec,lognormal,sigma,0.6
1872,zinc,EU27,construction,lognormal,mean_years,83.33333333333333
1872,zinc,EU27,construction,lognormal,sigma,0.6
1872,zinc,EU27,computers_and_precision_instruments,lognormal,mean_years,11.0
1872,zinc,EU27,computers_and_precision_instruments,lognormal,sigma,0.6
1872,zinc,EU27,electrical_equipment,lognormal,mean_years,25.0
1872,zinc,EU27,electrical_equipment,lognormal,sigma,0.6
1872,zinc,EU27,machinery_and_equipment,lognormal,mean_years,25.0
1872,zinc,EU27,machinery_and_equipment,lognormal,sigma,0.6
1872,zinc,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1872,zinc,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1872,zinc,EU27,other_transport_equipment,lognormal,mean_years,28.0
1872,zinc,EU27,other_transport_equipment,lognormal,sigma,0.6
1872,zinc,EU27,products_nec,lognormal,mean_years,7.5
1872,zinc,EU27,products_nec,lognormal,sigma,0.6
1872,zinc,China,construction,lognormal,mean_years,70.0
1872,zinc,China,construction,lognormal,sigma,0.6
1872,zinc,China,computers_and_precision_instruments,lognormal,mean_years,11.0
1872,zinc,China,computers_and_precision_instruments,lognormal,sigma,0.6
1872,zinc,China,electrical_equipment,lognormal,mean_years,25.0
1872,zinc,China,electrical_equipment,lognormal,sigma,0.6
1872,zinc,China,machinery_and_equipment,lognormal,mean_years,25.0
1872,zinc,China,machinery_and_equipment,lognormal,sigma,0.6
1872,zinc,China,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1872,zinc,China,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1872,zinc,China,other_transport_equipment,lognormal,mean_years,28.0
1872,zinc,China,other_transport_equipment,lognormal,sigma,0.6
1872,zinc,China,products_nec,lognormal,mean_years,7.5
1872,zinc,China,products_nec,lognormal,sigma,0.6
1872,zinc,RoW,construction,lognormal,mean_years,83.24384787472034
1872,zinc,RoW,construction,lognormal,sigma,0.6
1872,zinc,RoW,computers_and_precision_instruments,lognormal,mean_years,11.0
1872,zinc,RoW,computers_and_precision_instruments,lognormal,sigma,0.6
1872,zinc,RoW,electrical_equipment,lognormal,mean_years,25.0
1872,zinc,RoW,electrical_equipment,lognormal,sigma,0.6
1872,zinc,RoW,machinery_and_equipment,lognormal,mean_years,25.0
1872,zinc,RoW,machinery_and_equipment,lognormal,sigma,0.6
1872,zinc,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1872,zinc,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1872,zinc,RoW,other_transport_equipment,lognormal,mean_years,28.0
1872,zinc,RoW,other_transport_equipment,lognormal,sigma,0.6
1872,zinc,RoW,products_nec,lognormal,mean_years,7.5
1872,zinc,RoW,products_nec,lognormal,sigma,0.6
1872,nickel,EU27,construction,lognormal,mean_years,83.33333333333333
1872,nickel,EU27,construction,lognormal,sigma,0.6
1872,nickel,EU27,computers_and_precision_instruments,lognormal,mean_years,11.0
1872,nickel,EU27,computers_and_precision_instruments,lognormal,sigma,0.6
1872,nickel,EU27,electrical_equipment,lognormal,mean_years,25.0
1872,nickel,EU27,electrical_equipment,lognormal,sigma,0.6
1872,nickel,EU27,machinery_and_equipment,lognormal,mean_years,25.0
1872,nickel,EU27,machinery_and_equipment,lognormal,sigma,0.6
1872,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1872,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1872,nickel,EU27,other_transport_equipment,lognormal,mean_years,28.0
1872,nickel,EU27,other_transport_equipment,lognormal,sigma,0.6
1872,nickel,EU27,products_nec,lognormal,mean_years,7.5
1872,nickel,EU27,products_nec,lognormal,sigma,0.6
1872,nickel,China,construction,lognormal,mean_years,70.0
1872,nickel,China,construction,lognormal,sigma,0.6
1872,nickel,China,computers_and_precision_instruments,lognormal,mean_years,11.0
1872,nickel,China,computers_and_precision_instruments,lognormal,sigma,0.6
1872,nickel,China,electrical_equipment,lognormal,mean_years,25.0
1872,nickel,China,electrical_equipment,lognormal,sigma,0.6
1872,nickel,China,machinery_and_equipment,lognormal,mean_years,25.0
1872,nickel,China,machinery_and_equipment,lognormal,sigma,0.6
1872,nickel,China,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1872,nickel,China,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1872,nickel,China,other_transport_equipment,lognormal,mean_years,28.0
1872,nickel,China,other_transport_equipment,lognormal,sigma,0.6
1872,nickel,China,products_nec,lognormal,mean_years,7.5
1872,nickel,China,products_nec,lognormal,sigma,0.6
1872,nickel,RoW,construction,lognormal,mean_years,83.24384787472034
1872,nickel,RoW,construction,lognormal,sigma,0.6
1872,nickel,RoW,computers_and_precision_instruments,lognormal,mean_years,11.0
1872,nickel,RoW,computers_and_precision_instruments,lognormal,sigma,0.6
1872,nickel,RoW,electrical_equipment,lognormal,mean_years,25.0
1872,nickel,RoW,electrical_equipment,lognormal,sigma,0.6
1872,nickel,RoW,machinery_and_equipment,lognormal,mean_years,25.0
1872,nickel,RoW,machinery_and_equipment,lognormal,sigma,0.6
1872,nickel,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1872,nickel,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1872,nickel,RoW,other_transport_equipment,lognormal,mean_years,28.0
1872,nickel,RoW,other_transport_equipment,lognormal,sigma,0.6
1872,nickel,RoW,products_nec,lognormal,mean_years,7.5
1872,nickel,RoW,products_nec,lognormal,sigma,0.6
1873,tin,EU27,construction,lognormal,mean_years,83.33333333333333
1873,tin,EU27,construction,lognormal,sigma,0.6
1873,tin,EU27,computers_and_precision_instruments,lognormal,mean_years,11.0
1873,tin,EU27,computers_and_precision_instruments,lognormal,sigma,0.6
1873,tin,EU27,electrical_equipment,lognormal,mean_years,25.0
1873,tin,EU27,electrical_equipment,lognormal,sigma,0.6
1873,tin,EU27,machinery_and_equipment,lognormal,mean_years,25.0
1873,tin,EU27,machinery_and_equipment,lognormal,sigma,0.6
1873,tin,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1873,tin,EU27,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1873,tin,EU27,other_transport_equipment,lognormal,mean_years,28.0
1873,tin,EU27,other_transport_equipment,lognormal,sigma,0.6
1873,tin,EU27,products_nec,lognormal,mean_years,7.5
1873,tin,EU27,products_nec,lognormal,sigma,0.6
1873,tin,China,construction,lognormal,mean_years,70.0
1873,tin,China,construction,lognormal,sigma,0.6
1873,tin,China,computers_and_precision_instruments,lognormal,mean_years,11.0
1873,tin,China,computers_and_precision_instruments,lognormal,sigma,0.6
1873,tin,China,electrical_equipment,lognormal,mean_years,25.0
1873,tin,China,electrical_equipment,lognormal,sigma,0.6
1873,tin,China,machinery_and_equipment,lognormal,mean_years,25.0
1873,tin,China,machinery_and_equipment,lognormal,sigma,0.6
1873,tin,China,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1873,tin,China,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1873,tin,China,other_transport_equipment,lognormal,mean_years,28.0
1873,tin,China,other_transport_equipment,lognormal,sigma,0.6
1873,tin,China,products_nec,lognormal,mean_years,7.5
1873,tin,China,products_nec,lognormal,sigma,0.6
1873,tin,RoW,construction,lognormal,mean_years,83.24384787472034
1873,tin,RoW,construction,lognormal,sigma,0.6
1873,tin,RoW,computers_and_precision_instruments,lognormal,mean_years,11.0
1873,tin,RoW,computers_and_precision_instruments,lognormal,sigma,0.6
1873,tin,RoW,electrical_equipment,lognormal,mean_years,25.0
1873,tin,RoW,electrical_equipment,lognormal,sigma,0.6
1873,tin,RoW,machinery_and_equipment,lognormal,mean_years,25.0
1873,tin,RoW,machinery_and_equipment,lognormal,sigma,0.6
1873,tin,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,mean_years,14.0
1873,tin,RoW,motor_vehicles_trailers_and_semi_trailers,lognormal,sigma,0.6
1873,tin,RoW,other_transport_equipment,lognormal,mean_years,28.0
1873,tin,RoW,other_transport_equipment,lognormal,sigma,0.6
1873,tin,RoW,products_nec,lognormal,mean_years,7.5
